GSL_ID,NAME,SUB_NAME,ADDR,CITY,STATE,ZIP,TYPE_CNTRL,YR_1,NBD_1,NBR_1,DRATE_1,AVG_1,PRATE_1,YR_2,NBD_2,NBR_2,DRATE_2,AVG_2,PRATE_2,YR_3,NBD_3,NBR_3,DRATE_3,AVG_3,PRATE_3,FLAG_1,FLAG_2,PRGMS,CONG_DIST,REGION
023266,ALASKA COMPUTER INSTITUTE,,701 E TUDOR ROAD,ANCHORAGE,AK,99503,1 yr/Prop,95,        35,       126,27.8,,FL,94,        68,       278,24.5,,FL,93,        89,       338,26.3,,FL,,,F,AL,10
025833,NEW CONCEPTS BEAUTY SCHOOL,,"3677 COLLEGE ROAD, UNIT IV",FAIRBANKS,AK,99709,1 yr/Prop,95,         2,         7,26.7,*,FL,94,         2,         6,18.2,*,FL,93,         0,         2,0,*,FL,,,B,AL,10
025769,CHARTER COLLEGE,,2221 E NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99508,2 yr/Prop,95,        33,       187,17.6,,FL,94,        48,       284,16.9,,FL,93,        43,       259,16.6,,FL,,,B,AL,10
011462,UNIVERSITY OF ALASKA - ANCHORAGE,,3211 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,5 yr/Pub,95,        63,       534,11.8,,FL,94,        70,       518,13.5,,FL,93,        53,       320,16.6,,FL,,,F,00,10
001061,ALASKA PACIFIC UNIVERSITY,,4101 UNIVERSITY DRIVE,ANCHORAGE,AK,99508,5 yr/Priv,95,         6,        54,11.1,,FL,94,        10,        58,17.2,,FL,93,         7,        41,17.1,,FL,,,F,AL,10
001063,UNIVERSITY OF ALASKA AT FAIRBANKS,,,FAIRBANKS,AK,99775,5 yr/Pub,95,        41,       405,10.1,,FL,94,        34,       314,10.8,,FL,93,        32,       299,10.7,,FL,,,F,00,10
001062,SHELDON JACKSON COLLEGE,,801 LINCOLN STREET,SITKA,AK,99835,4 yr/Priv,95,         5,        73,6.8,,FL,94,         6,        83,7.2,,FL,93,         5,        64,7.8,,FL,,,F,AL,10
001065,UNIVERSITY OF ALASKA AT SOUTHEAST,,11120 GLACIER HIGHWAY,JUNEAU,AK,99801,5 yr/Pub,95,         2,        37,5.4,,FL,94,         2,        37,5.4,,FL,93,         3,        30,10,,FL,,,F,AL,10
025410,CAREER ACADEMY,,1415 EAST TUDOR DRIVE,ANCHORAGE,AK,99507,600 hr/Prop,95,         1,        45,2.2,,FL,94,        13,        66,19.7,,FL,93,         9,        52,17.3,,FL,,,F,,10
005734,TRENHOLM STATE TECHNICAL COLLEGE,,1225 AIR BASE BOULEVARD,MONTGOMERY,AL,36108,2 yr/Pub,95,         0,         1,66.7,*,FL,94,         0,         0,100,*,FL,93,         2,         2,42.9,*,FL,H,,F,00,04
010554,CONCORDIA COLLEGE,,1804 GREEN STREET,SELMA,AL,36701,4 yr/Priv,95,         0,         1,50,*,FL,94,         2,         2,40,*,FL,93,         1,         3,38.1,*,FL,H,,F,07,04
005693,JOHN M PATTERSON STATE TECHNICALCOL,LEGE,3920 TROY HIGHWAY,MONTGOMERY,AL,36116,2 yr/Pub,95,         0,         1,50,*,FL,94,         0,         0,50,*,FL,93,         1,         1,33.3,*,FL,,,F,02,04
005698,DOUGLAS MACARTHUR STATE TECHNICAL C,OLLEGE,1708 N MAIN STREET,OPP,AL,36467,2 yr/Pub,95,         5,        12,39.6,*,FL,94,        18,        50,36,,FL,93,        89,       221,40.3,,FL,C,,,02,04
023238,GAITHER & COMPANY BEAUTY COLLEGE,,414 EAST WILLOW STREET,SCOTTSBORO,AL,35768,1 yr/Prop,95,         0,         0,33.3,*,FL,94,         0,         0,28.6,*,FL,93,         2,         6,31.5,*,FL,C,,,05,04
023410,CAPPS COLLEGE,,3100 COTTAGE HILL ROAD,MOBILE,AL,36606,1 yr/Prop,95,        47,       168,28,,FL,94,        49,       239,20.5,,FL,93,        68,       243,28,,FL,C,,,01,04
001059,LAWSON STATE COMMUNITY COLLEGE,,"3060 WILSON ROAD, SOUTHWEST",BIRMINGHAM,AL,35221,2 yr/Pub,95,         1,         4,26.7,*,FL,94,         1,         2,28.1,*,FL,93,         2,         9,40,*,FL,H,,F,07,04
001028,MILES COLLEGE,,5500 MYRON MASSEY BOULEVARD,FAIRFIELD,AL,35064,4 yr/Priv,95,        90,       345,26.1,,FL,94,        73,       292,25,,FL,93,        54,       254,21.3,,FL,H,,B,06,04
001034,ALABAMA SOUTHERN COMMUNITY COLLEGE,,PO BOX 2000,MONROEVILLE,AL,36461,2 yr/Pub,95,         1,         4,25,*,FL,94,         1,         7,14.3,,FL,93,         6,        18,33.3,,FL,,,F,01,04
004462,GADSDEN BUSINESS COLLEGE,,750 FORREST AVENUE,GADSDEN,AL,35901,1 yr/Prop,95,        19,        77,24.7,,FL,94,         8,        94,8.5,,FL,93,        19,       123,15.4,,FL,,,B,04,04
001044,STILLMAN COLLEGE,,3600 STILLMAN BOULEVARD,TUSCALOOSA,AL,35403,4 yr/Priv,95,        66,       279,23.7,,FL,94,        48,       267,18,,FL,93,        35,       263,13.3,,FL,H,,B,06,04
026055,EDUCATION AMERICA - SOUTHEAST COLLE,GE OF TECHNOLOGY,828 DOWNTOWNER LOOP WEST,MOBILE,AL,36609,4 yr/Prop,95,       176,       774,22.7,,FL,94,       155,       677,22.9,,FL,93,       155,       668,23.2,,FL,,,B,01,04
001021,JEFFERSON DAVIS COMMUNITY COLLEGE,,220 ALCO DRIVE,BREWTON,AL,36426,2 yr/Pub,95,         8,        27,22.5,*,FL,94,        16,        76,21.1,,FL,93,        15,        70,21.4,,FL,,,F,00,04
030106,VIRGINIA COLLEGE OF BIRMINGHAM,,1900 28TH AVE S,BIRMINGHAM,AL,35209,2 yr/Prop,95,        69,       315,21.9,,FL,94,        45,       234,19.2,,FL,93,        21,        75,28,,FL,,,B,06,04
010193,HERZING COLLEGE OF BUSINESS AND TEC,HNOLOGY,280 WEST VALLEY AVENUE,HOMEWOOD,AL,35209,4 yr/Prop,95,        41,       192,21.4,,FL,94,        38,       210,18.1,,FL,93,        52,       251,20.7,,FL,,,B,06,04
026210,JOYCE DUNCANS ACADEMY OF COSMETOLOG,Y,2115 JOHNATHAN DR,HUNTSVILLE,AL,35810,1 yr/Prop,95,         0,         1,20,*,FL,94,         1,         1,28.6,*,FL,93,         0,         3,0,,FL,C,,,05,04
022055,MASTERS INSTITUTE OF COSMETOLOGY,,8215 STEPHANIE DRIVE,HUNTSVILLE,AL,35802,1 yr/Prop,95,         0,         0,20,*,FL,94,         1,         1,22.2,*,FL,93,         3,        19,18.7,*,FL,,,F,05,04
001046,TALLADEGA COLLEGE,,627 WEST BATTLE STREET,TALLADEGA,AL,35160,4 yr/Priv,95,        52,       275,18.9,,FL,94,        57,       282,20.2,,FL,93,        43,       178,24.2,,FL,H,,B,03,04
001026,MARION MILITARY INSTITUTE,,1101 WASHINGTON STREET,MARION,AL,36756,2 yr/Priv,95,         9,        49,18.4,,FL,94,         3,        31,9.7,,FL,93,         5,        45,11.1,,FL,,,F,07,04
005699,GEORGE CORLEY WALLACE STATE COMMUNI,TY COLLEGE - SELMA,3000 EARL GOODWIN PARKWAY,SELMA,AL,36702,2 yr/Pub,95,         1,         3,18.2,*,FL,94,         0,         0,22.2,*,FL,93,         3,        19,26,*,FL,,,F,07,04
001002,ALABAMA AGRICULTURAL & MECHANICAL U,NIVERSITY,4900 MERIDIAN STREET NW,NORMAL,AL,35762,5 yr/Pub,95,       159,       930,17.1,,FL,94,       111,       681,16.3,,FL,93,       125,       763,16.4,,FL,H,,B,05,04
001005,ALABAMA STATE UNIVERSITY,,915 SOUTH JACKSON STREET,MONTGOMERY,AL,36101,5 yr/Pub,95,       207,      1219,17,,FL,94,       224,      1021,21.9,,FL,93,       253,      1058,23.9,,FL,H,,B,02,04
001050,TUSKEGEE UNIVERSITY,,PO BOX 88,TUSKEGEE,AL,36087,5 yr/Priv,95,       130,       843,15.4,,FL,94,       113,       877,12.9,,FL,93,       132,       911,14.5,,FL,H,,B,03,04
001030,BISHOP STATE COMMUNITY COLLEGE,,925 DAUPHIN ISLAND PARKWAY,MOBILE,AL,36605,2 yr/Pub,95,        10,        70,14.3,,FL,94,        23,       140,16.4,,FL,93,        46,       217,21.2,,FL,H,,F,01,04
001003,FAULKNER UNIVERSITY,,5345 ATLANTA HIGHWAY,MONTGOMERY,AL,36109,5 yr/Priv,95,        87,       630,13.8,,FL,94,        53,       477,11.1,,FL,93,        41,       475,8.6,,FL,,,F,02,04
005691,SHELTON STATE COMMUNITY COLLEGE,,202 SKYLAND BOULEVARD,TUSCALOOSA,AL,35405,2 yr/Pub,95,         2,        15,13.3,*,FL,94,         5,        27,16.5,*,FL,93,         8,        54,14.8,,FL,,,F,06,04
001024,UNIVERSITY OF WEST ALABAMA,,205 NORTH WASHINGTON,LIVINGSTON,AL,35470,5 yr/Pub,95,        58,       462,12.6,,FL,94,        41,       343,12,,FL,93,        37,       349,10.6,,FL,,,F,07,04
008310,AUBURN UNIVERSITY MONTGOMERGY,,7300 UNIVERSITY DRIVE,MONTGOMERY,AL,36117,5 yr/Pub,95,       103,       836,12.3,,FL,94,        74,       682,10.9,,FL,93,        58,       591,9.8,,FL,,,B,02,04
001022,JEFFERSON STATE COMMUNITY COLLEGE,,2601 CARSON ROAD,BIRMINGHAM,AL,35215,2 yr/Pub,95,        40,       336,11.9,,FL,94,        41,       325,12.6,,FL,93,        39,       270,14.4,,FL,,,B,06,04
005697,NORTHWEST - SHOALS COMMUNITY COLLEG,E,GEORGE WALLACE BOULEVARD,MUSCLE SHOALS,AL,35662,2 yr/Pub,95,        22,       196,11.2,,FL,94,        19,       172,11,,FL,93,        23,       143,16.1,,FL,,,F,05,04
001017,GADSDEN STATE COMMUNITY COLLEGE,,1001 GEORGE WALLACE DRIVE,EAST GADSDEN,AL,35903,2 yr/Pub,95,         1,        10,10,*,FL,94,         2,        25,6.5,*,FL,93,         3,        52,5.8,,FL,,,F,04,04
001020,JACKSONVILLE STATE UNIVERSITY,,"700 PELHAM ROAD, NORTH",JACKSONVILLE,AL,36265,5 yr/Pub,95,       104,      1050,9.9,,DU,94,        84,       889,9.4,,FL,93,        94,       926,10.2,,FL,,,B,03,04
001033,OAKWOOD COLLEGE,,OAKWOOD ROAD NORTHWEST,HUNTSVILLE,AL,35896,4 yr/Priv,95,        40,       404,9.9,,FL,94,        26,       347,7.5,,FL,93,        38,       362,10.5,,FL,H,,F,05,04
001060,JAMES H FAULKNER STATE COMMUNITYCOL,LEGE,1900 HIGHWAY 31 SOUTH,BAY MINETTE,AL,36507,2 yr/Pub,95,         1,        28,9.9,*,FL,94,         2,        34,5.9,,FL,93,        12,        89,13.5,,FL,,,F,01,04
001047,TROY STATE UNIVERSITY,,UNIVERSITY AVENUE,TROY,AL,36082,5 yr/Pub,95,       112,      1140,9.8,,FL,94,        66,       885,7.5,,FL,93,        68,       642,10.6,,FL,,,F,02,04
021997,INTERNATIONAL BIBLE COLLEGE,,3625 HELTON DRIVE,FLORENCE,AL,35630,4 yr/Priv,95,         1,        10,9.4,*,FL,94,         1,        12,9.3,*,FL,93,         1,        10,12.8,*,FL,,,F,05,04
007871,GEORGE C. WALLACE STATE COMMUNITY C,OLLEGE,801 MAIN STREET NE,HANCEVILLE,AL,35077,2 yr/Pub,95,         0,         9,9.3,*,FL,94,         1,         8,8.8,*,FL,93,         4,        37,10.8,,FL,,,F,04,04
001040,SOUTHERN UNION STATE JUNIOR COLLEGE,,ROBERTS STREET,WADLEY,AL,36276,2 yr/Pub,95,        13,       145,9,,FL,94,        12,       111,10.8,,FL,93,         8,       101,7.9,,FL,C,,,03,04
004463,DRAUGHONS JUNIOR COLLEGE,,122 COMMERCE STREET,MONTGOMERY,AL,36104,2 yr/Prop,95,        15,       178,8.4,,FL,94,        31,       232,13.4,,FL,93,        30,       194,15.5,,FL,,,B,00,04
001041,SPRING HILL COLLEGE,,4000 DAUPHIN STREET,MOBILE,AL,36608,5 yr/Priv,95,        20,       251,8,,FL,94,        13,       210,6.2,,FL,93,        23,       224,10.3,,FL,,,F,01,04
001016,UNIVERSITY OF NORTH ALABAMA,,PO BOX 5091,FLORENCE,AL,35632,5 yr/Pub,95,        59,       748,7.9,,FL,94,        45,       656,6.9,,FL,93,        27,       546,4.9,,FL,,,F,05,04
001004,UNIVERSITY OF MONTEVALLO,,PALMER CIRCLE,MONTEVALLO,AL,35115,5 yr/Pub,95,        37,       477,7.8,,FL,94,        26,       433,6,,FL,93,        30,       356,8.4,,FL,,,B,00,04
001052,UNIVERSITY OF ALABAMA AT BIRMINGHAM,,701 SOUTH 20TH STREET,BIRMINGHAM,AL,35294,5 yr/Pub,95,       176,      2286,7.7,,DU,94,        92,      1810,5.1,,FL,93,       101,      1632,6.2,,FL,,,B,06,04
001055,UNIVERSITY OF ALABAMA AT HUNTSVILLE,,124 UNIVERSITY CENTER,HUNTSVILLE,AL,35899,5 yr/Pub,95,        45,       586,7.7,,FL,94,        23,       453,5.1,,FL,93,        19,       421,4.5,,FL,,,B,05,04
001029,UNIVERSITY OF MOBILE,,5735 COLLEGE PARKWAY,MOBILE,AL,36663,5 yr/Priv,95,        30,       479,6.3,,FL,94,        26,       400,6.5,,FL,93,        13,       298,4.4,,FL,,,F,01,04
022960,PRINCE INSTITUTE OF PROFESSIONALSTU,DIES,7735 ATLANTA HIGHWAY,MONTGOMERY,AL,36117,2 yr/Prop,95,         0,        17,6,*,FL,94,         1,        26,5.6,*,FL,93,         4,        41,9.8,,FL,,,F,00,04
001051,UNIVERSITY OF ALABAMA,,PO BOX 870120,TUSCALOOSA,AL,35487,4 yr/Pub,95,       154,      2591,5.9,,FL,94,       121,      2373,5.1,,FL,93,       134,      2419,5.5,,FL,,,B,07,04
001057,UNIVERSITY OF SOUTH ALABAMA,,307 UNIVERSITY BOULEVARD,MOBILE,AL,36688,5 yr/Pub,95,       113,      1952,5.8,,FL,94,       108,      1621,6.7,,FL,93,       107,      1483,7.2,,FL,,,F,01,04
001019,HUNTINGDON COLLEGE,,1500 EAST FAIRVIEW AVENUE,MONTGOMERY,AL,36106,4 yr/Priv,95,         7,       123,5.7,,FL,94,         6,       102,5.9,,FL,93,         2,        82,2.4,,FL,,,F,02,04
001048,TROY STATE UNIVERSITY AT DOTHAN,,501 UNIVERSITY DRIVE,DOTHAN,AL,36304,5 yr/Pub,95,        14,       249,5.6,,FL,94,        11,       177,6.2,,FL,93,         6,       132,4.5,,FL,C,,,02,04
001015,ENTERPRISE STATE JUNIOR COLLEGE,,600 PLAZA DRIVE,ENTERPRISE,AL,36330,2 yr/Pub,95,         2,        38,5.3,,FL,94,         2,        22,11.6,*,FL,93,         1,        18,10.4,*,FL,,,F,02,04
001013,JOHN C CALHOUN STATE COMMUNITY COLL,EGE,PO BOX 2216,DECATUR,AL,35609,2 yr/Pub,95,         2,        39,5.1,,FL,94,         5,        38,13.2,,FL,93,         2,        71,2.8,,FL,C,,D,09,04
001009,AUBURN UNIVERSITY,,107 SAMFORD HALL,AUBURN UNIVERSITY,AL,36849,5 yr/Pub,95,       117,      2597,4.5,,FL,94,        93,      2038,4.6,,FL,93,        73,      1822,4,,FL,,,B,03,04
001023,JUDSON COLLEGE,,302 BIBB STREET,MARION,AL,36756,4 yr/Priv,95,         3,        81,3.7,,FL,94,         4,        55,7.3,,FL,93,         3,        63,4.8,,FL,,,F,07,04
001049,TROY STATE UNIVERSITY AT MONTGOMERY,,231 MONTGOMERY STREET,MONTGOMERY,AL,36103,5 yr/Pub,95,         4,       107,3.7,,FL,94,         0,         0,5.2,*,FL,93,         2,        62,3.2,,FL,C,,,02,04
001012,BIRMINGHAM SOUTHERN COLLEGE,,900 ARKADELPHIA ROAD,BIRMINGHAM,AL,35254,5 yr/Priv,95,         5,       146,3.4,,FL,94,        11,       167,6.6,,FL,93,         7,       156,4.5,,FL,,,F,06,04
022704,SOUTHEASTERN BIBLE COLLEGE,,3001 HIGHWAY 280 EAST,BIRIMINGHAM,AL,35243,4 yr/Priv,95,         1,        30,3.3,,FL,94,        10,        73,13.7,,FL,93,         8,        50,16,,FL,,,F,06,04
001008,ATHENS STATE COLLEGE,,300 NORTH BEATY STREET,ATHENS,AL,35611,4 yr/Pub,95,         7,       220,3.2,,FL,94,        14,       244,5.7,,FL,93,        11,       211,5.2,,FL,,,B,05,04
025034,SOUTHERN CHRISTIAN UNIVERSITY,,1200 TAYLOR ROAD,MONTGOMERY,AL,36117,5 yr/Priv,95,         1,        31,3.2,,FL,94,         1,        29,7.1,*,FL,93,         3,        29,8.2,*,FL,,,F,00,04
001036,SAMFORD UNIVERSITY,,800 LAKESHORE DRIVE,BIRMINGHAM,AL,35229,5 yr/Priv,95,        17,       726,2.3,,FL,94,        26,       863,3,,FL,93,        29,       923,3.1,,FL,,,F,06,04
005749,ALABAMA AVIATION & TECHNICAL COLLEG,E,1439 S UNION STREET,OZARK,AL,36361,2 yr/Pub,95,         1,        48,2.1,,FL,94,         1,        35,2.9,,FL,93,         5,        58,8.6,,FL,,,F,02,04
030325,ALABAMA STATE COLLEGE OF BARBER STY,LING,9480 PARKWAY EAST,BIRMINGHAM,AL,35215,1 yr/Prop,95,         0,         0,0,*,FL,94,         0,         1,0,*,FL,93,         0,         3,0,,FL,,,F,06,04
005704,BESSEMER STATE TECHNICAL COLLEGE,,1100 NINTH AVENUE,BESSEMER,AL,35021,2 yr/Pub,95,         0,         1,0,*,FL,94,         0,         0,0,*,FL,93,         0,         0,14.3,*,FL,,,F,07,04
001007,CENTRAL ALABAMA COMMUNITY COLLEGE,,1675 CHEROKEE ROAD,ALEXANDER CITY,AL,35011,2 yr/Pub,95,         0,         5,0,*,FL,94,         0,         6,0,*,FL,93,         0,        11,0,*,FL,,,F,03,04
023195,CHARLES ACADEMY OF BEAUTY CULTURE,,2986 ESLAVA CREEK PARKWAY,MOBILE,AL,36606,1 yr/Prop,95,         0,         0,0,*,FL,94,         0,         0,36.4,*,FL,93,         0,         0,39.6,*,FL,C,,,01,04
012182,CHATTAHOOCHEE VALLEY COMMUNITY COLL,EGE,2602 COLLEGE DRIVE,PHENIX CITY,AL,36867,2 yr/Pub,95,         0,         1,0,*,FL,94,         0,         0,8.3,*,FL,93,         0,         5,9.1,*,FL,,,F,03,04
005736,CHAUNCEY SPARKS STATE TECHNICAL COL,LEGE,HIGHWAY 431 S,EUFAULA,AL,36072,2 yr/Pub,95,         0,         0,0,*,FL,94,         0,         0,0,*,FL,93,         0,         0,0,*,FL,,,F,02,04
012308,COMMUNITY COLLEGE OF THE AIR FORCE,,MAXWELL AFB,MONTGOMERY,AL,36112,2 yr/Pub,95,         0,         0,0,*,FL,94,         0,         0,0,,FL,93,         0,         1,0,,FL,C,,,00,04
001018,GEORGE CORLEY WALLACE STATE COMMUNI,TY COLLEGE AT DOTHAN,"ROUTE 6, BOX 62",DOTHAN,AL,36303,2 yr/Pub,95,         0,         2,0,*,FL,94,         0,         3,12.2,*,FL,93,         0,        11,11.1,*,FL,,,F,02,04
005705,HARRY M AYERS STATE TECHNICAL COLLE,GE,1801 COLEMAN ROAD,ANNISTON,AL,36207,2 yr/Pub,95,         0,         0,0,*,FL,94,         0,         0,0,*,FL,93,         0,         0,0,*,FL,,,F,03,04
030280,HUNTSVILLE BUSINESS INSTITUTE SCHOO,L OF COURT REPORTING,4900 CORPORATE DRIVE,HUNTSVILLE,AL,35805,3 yr/Prop,95,         0,         9,0,*,FL,94,         0,         5,0,,FL,93,         0,         6,0,,FL,,,F,05,04
005260,J F DRAKE STATE TECHNICAL COLLEGE,,3421 MERIDIAN STREET NORTH,HUNTSVILLE,AL,35811,2 yr/Pub,95,         0,         0,0,*,FL,94,         0,         0,0,*,FL,93,         0,         0,0,*,FL,H,,F,05,04
008988,LURLEEN B. WALLACE STATE JUNIOR COL,LEGE,P.O. BOX 1418,ANDALUSIA,AL,36420,2 yr/Pub,95,         0,         3,0,*,FL,94,         0,         1,28.6,*,FL,93,         0,         2,25,*,FL,,,F,00,04
001031,NORTHEAST ALABAMA STATE JUNIOR COLL,EGE,PO BOX 159,RAINSVILLE,AL,35986,2 yr/Pub,95,         0,         0,0,*,FL,94,         0,         0,0,*,FL,93,         0,         0,0,*,FL,C,,,04,04
005692,REID STATE TECHNICAL COLLEGE,,PO BOX 588,EVERGREEN,AL,36401,2 yr/Pub,95,         0,         0,0,*,FL,94,         0,         1,0,*,FL,93,         0,         0,0,*,FL,,,F,00,04
001038,SNEAD STATE JUNIOR COLLEGE,,200 WALNUT STREET,BOAZ,AL,35957,2 yr/Pub,95,         0,         0,0,*,FL,94,         0,         3,5.6,*,FL,93,         0,         5,5.7,*,FL,C,,,04,04
011237,SOUTHERN COMMUNITY COLLEGE,,205 SOUTH MAIN STREET,TUSKEGEE,AL,36083,2 yr/Priv,95,         0,         1,0,*,FL,94,         0,         2,23.3,*,FL,93,         0,         7,30.4,*,FL,,,F,03,04
021706,UNITED STATES SPORTS ACADEMY,,ONE ACADEMY DRIVE,DAPHNE,AL,36526,5 yr/Priv,95,         0,       128,0,,FL,94,         2,       130,1.5,,FL,93,         2,       105,1.9,,FL,,,F,01,04
022842,NEW TYLER BARBER COLLEGE,,1221 EAST 7TH STREET,NORTH LITTLE ROCK,AR,72114,1 yr/Prop,95,         0,         0,46.4,*,FL,94,         0,         0,51.3,*,FL,93,        13,        28,49.3,*,FL,C,,,02,06
025991,REMINGTON COLLEGE,,7601 SCOTT HAMILTON DRIVE,LITTLE ROCK,AR,72209,2 yr/Priv,95,       122,       338,36.1,,FL,94,        64,       210,30.5,,FL,93,       143,       402,35.6,,FL,C,,,02,06
001087,ARKANSAS BAPTIST COLLEGE,,1600 BISHOP STREET,LITTLE ROCK,AR,72202,4 yr/Priv,95,        33,        93,35.5,,FL,94,        34,        75,45.3,,FL,93,        41,       102,40.2,,FL,H,,B,02,06
030051,ARKANSAS BEAUTY SCHOOL,,5108 BASELINE ROAD,LITTLE ROCK,AR,72209,1 yr/Prop,95,         0,         0,30,*,FL,94,         3,         5,26.1,*,FL,93,         3,        15,15.8,*,FL,C,,,02,06
022209,COSSATOT TECHNICAL COLLEGE,,183 HIGHWAY 399,DE QUEEN,AR,71832,2 yr/Pub,95,         0,         0,30,*,FL,94,         1,         4,11.5,*,FL,93,         2,         6,10,*,FL,,,F,03,06
030013,MARCELL ROYALE BEAUTY ACADEMY,,2004 SOUTH 8TH STREET,ROGERS,AR,72758,1 yr/Prop,95,         3,         9,28.6,*,FL,94,         3,        12,19.4,*,FL,93,         4,        14,15.4,*,FL,,,F,03,06
023635,ARKANSAS CONTINENTAL BEAUTY COLLEGE,,"2000 NORTH ""B"" STREET",FORT SMITH,AR,72901,1 yr/Prop,95,         0,         0,27.3,*,FL,94,         0,         0,31.3,*,FL,93,         3,        11,28.6,*,FL,,,F,03,06
021111,RICH MOUNTAIN COMMUNITY COLLEGE,,1100 BUSH STREET,MENA,AR,71953,2 yr/Pub,95,         8,        31,25.8,,FL,94,        24,        67,35.8,,FL,93,        12,        49,24.5,,FL,C,,,03,06
025258,LEES SCHOOL OF COSMETOLOGY,,2700 WEST PERSHING BOULEVARD,NORTH LITTLE ROCK,AR,72114,1 yr/Prop,95,         0,         0,25,*,FL,94,         0,         0,30.8,*,FL,93,         3,        12,19.6,*,FL,,,F,02,06
021600,PROFESSIONAL BEAUTY COLLEGE,,181 HIGHWAY 81 SOUTH,MONTICELLO,AR,71655,1 yr/Prop,95,         0,         0,25,*,FL,94,         0,         1,9.5,*,FL,93,         1,         3,6.4,*,FL,,,F,04,06
022724,EASTERN COLLEGE OF HEALTH VOCATIONS,,6423 FORBING RD,LITTLE ROCK,AR,72209,1 yr/Prop,95,        84,       350,24,,FL,94,        85,       393,21.6,,FL,93,        97,       440,22,,FL,,,F,02,06
001086,UNIVERSITY OF ARKANSAS AT PINE BLUF,F,1200 NORTH UNIVERSITY DRIVE,PINE BLUFF,AR,71601,5 yr/Pub,95,       217,       944,23,,FL,94,       175,       764,22.9,,FL,93,       184,       817,22.5,,FL,H,,F,04,06
005250,COTTON BOLL TECHNICAL INSTITUTE,,INTERSTATE 55 & HIGHWAY 148,BURDETTE,AR,72321,1 yr/Pub,95,         0,         3,22.8,*,FL,94,         2,        15,20.4,*,FL,93,        11,        39,28.2,,FL,,,F,01,06
009976,OUACHITA TECHNICAL COLLEGE,,#1 COLLEGE DRIVE,MALVERN,AR,72104,2 yr/Pub,95,         6,        19,22.2,*,FL,94,         1,        16,17.3,*,FL,93,         9,        37,24.3,,FL,,,F,04,06
021205,QUAPAW TECHNICAL INSTITUTE,,200 MID-AMERICA BOULEVARD,HOT SPRINGS,AR,71914,2 yr/Pub,95,         3,        15,21.9,*,FL,94,         1,        25,20.9,*,FL,93,        19,        65,29.2,,FL,,,F,04,06
012260,EAST ARKANSAS COMMUNITY COLLEGE,,1700 NEWCASTLE ROAD,FORREST CITY,AR,72335,2 yr/Pub,95,        21,        97,21.6,,FL,94,        20,       105,19,,FL,93,        25,       136,18.4,,FL,,,B,01,06
022118,FOREST ECHOES TECHNICAL INSTITUTE,,1326 HIGHWAY 52W,CROSSETT,AR,71635,1 yr/Pub,95,         1,         5,21.4,*,FL,94,         0,         1,20,*,FL,93,         2,         8,21.4,*,FL,,,F,04,06
005732,UNIVERSITY OF ARKANSAS COMMUNITYCOL,LEGE AT HOPE,2500 SOUTH MAIN,HOPE,AR,71802,2 yr/Pub,95,        24,       118,20.3,,DU,94,        19,        86,22.1,,FL,93,        12,        49,24.5,,FL,,,B,04,06
001103,PHILANDER SMITH COLLEGE,,812 WEST 13TH STREET,LITTLE ROCK,AR,72202,4 yr/Priv,95,        32,       160,20,,FL,94,        26,       121,21.5,,FL,93,        21,       107,19.6,,FL,H,,B,02,06
023482,MID-SOUTH COMMUNITY COLLEGE,,2000 WEST BROADWAY,WEST MEMPHIS,AR,72301,2 yr/Pub,95,         0,         2,20,*,FL,94,         1,         3,22.9,*,FL,93,         2,        10,27.5,*,FL,,,F,01,06
023398,SOUTHERN INSTITUTE OF COSMETOLOGY,,410 W TYLER ST 11,WEST MEMPHIS,AR,72301,1 yr/Prop,95,         0,         0,20,*,FL,94,         0,         2,25,*,FL,93,         2,         8,35.3,*,FL,C,,,01,06
030234,ARKANSAS COLLEGE OF BARBERING & HAI,R DESIGN,200 WASHINGTON AVE,NORTH LITTLE ROCK,AR,72114,1 yr/Prop,95,         6,        31,19.4,,FL,94,         2,         5,33.3,*,FL,93,         1,         5,28.6,*,FL,,,F,02,06
030071,HOT SPRINGS BEAUTY COLLEGE,,634 MALVERN AVE,HOT SPRINGS,AR,71901,1 yr/Prop,95,         5,        22,17.9,*,FL,94,         1,        23,13.9,*,FL,93,         8,        33,24.2,,FL,,,F,04,06
005319,FOOTHILLS TECHNICAL INSTITUTE,,1800 EAST MOORE,SEARCY,AR,72143,2 yr/Pub,95,         1,        13,17.9,*,FL,94,         9,        32,28.1,,FL,93,         4,        33,12.1,,FL,,,F,02,06
022024,PROFESSIONAL COSMETOLOGY EDUCATION,CENTER,"115 WASHINGTON STREET, SOUTHEAST",CAMDEN,AR,71701,1 yr/Prop,95,         0,         1,17.9,*,FL,94,         2,         8,22.9,*,FL,93,         3,        19,25.4,*,FL,,,F,04,06
020753,PULASKI TECHNICAL COLLEGE,,3000 WEST SCENIC DRIVE,NORTH LITTLE ROCK,AR,72118,2 yr/Pub,95,         9,        52,17.3,,FL,94,         2,        25,14.6,*,FL,93,         3,        25,19,*,FL,,,F,02,06
