GSL_ID,NAME,SUB_NAME,ADDR,CITY,STATE,ZIP,TYPE_CNTRL,YR_1,NBD_1,NBR_1,DRATE_1,AVG_1,PRATE_1,YR_2,NBD_2,NBR_2,DRATE_2,AVG_2,PRATE_2,YR_3,NBD_3,NBR_3,DRATE_3,AVG_3,PRATE_3,FLAG_1,FLAG_2,PRGMS,CONG_DIST,REGION
001512,PALM BEACH COMMUNITY COLLEGE,,4200 CONGRESS AVENUE,LAKE WORTH,FL,33461,2 yr/Pub,95,        53,       547,9.7,,FL,94,        59,       514,11.5,,FL,93,        39,       316,12.3,,FL,,,F,19,04
001500,BROWARD COMMUNITY COLLEGE,,225 E LAS OLAS BOULEVARD,FORT LAUDERDALE,FL,33301,2 yr/Pub,95,       106,      1138,9.3,,FL,94,        96,       884,10.9,,FL,93,       100,       758,13.2,,FL,,,F,22,04
023621,FULL SAIL CENTER FOR THE RECORDING,ARTS,3300 UNIVERSITY BOULEVARD,WINTER PARK,FL,32792,2 yr/Prop,95,        40,       440,9.1,,FL,94,        45,       574,7.8,,FL,93,        85,       628,13.5,,FL,,,F,07,04
022455,CAREER TRAINING INSTITUTE,,3326 EDGEWATER DRIVE,ORLANDO,FL,32804,1 yr/Prop,95,        21,       247,8.5,,FL,94,        25,       175,14.3,,FL,93,        22,       215,10.2,,FL,,,B,03,04
025863,FLORIDA INSTITUTE OF TRADITIONALCHI,NESE MEDICINE,5335 66TH ST NORTH,ST PETERSBURG,FL,33709,1 yr/Prop,95,         1,        10,8.3,*,FL,94,         0,        23,8.8,*,FL,93,         3,        15,19.6,*,FL,,,F,10,04
030327,COOPER CAREER INSTITUTE,,2247 PALM BEACH LAKE BOULEVARD,WEST PALM BEACH,FL,33409,2 yr/Prop,95,         6,        76,7.9,,FL,94,         2,        72,2.8,,FL,93,         4,        42,9.5,,FL,,,F,16,04
001538,UNIVERSITY OF TAMPA,,401 W KENNEDY BOULEVARD,TAMPA,FL,33606,5 yr/Priv,95,        29,       400,7.3,,FL,94,        27,       427,6.3,,FL,93,        39,       400,9.8,,FL,,,B,11,04
021889,HOBE SOUND BIBLE COLLEGE,,PO BOX 1065,HOBE SOUND,FL,33455,4 yr/Priv,95,         3,        42,7.1,,FL,94,         7,        45,15.6,,FL,93,         0,        41,0,,FL,,,F,16,04
022796,HUMANITIES CENTER INSTITUTE OF ALLI,ED HEALTH SCHL OF MASSAGE,4045 PARK BOULEVARD,PINELLAS PARK,FL,34665,600 hr/Prop,95,         8,       118,6.8,,FL,94,        18,       158,11.4,,FL,93,        10,       126,7.9,,FL,,,F,08,04
001479,EMBRY-RIDDLE AERONAUTICAL UNIVERSIT,Y,600 SOUTH CLYDE MORRIS BOULEVARD,DAYTONA BEACH,FL,32114,5 yr/Priv,95,       110,      1657,6.6,,FL,94,        94,      1561,6,,FL,93,        95,      2147,4.4,,FL,,,F,AL,04
008849,PALM BEACH ATLANTIC COLLEGE,,901 SOUTH FLAGLER DRIVE,WEST PALM BEACH,FL,33416,5 yr/Priv,95,        29,       440,6.6,,FL,94,        22,       310,7.1,,FL,93,        30,       388,7.7,,FL,,,F,23,04
001515,ROLLINS COLLEGE,,1000 HOLT AVENUE,WINTER PARK,FL,32789,5 yr/Priv,95,        36,       545,6.6,,FL,94,        29,       477,6.1,,FL,93,        19,       417,4.6,,FL,,,B,08,04
001521,SOUTHEASTERN COLLEGE OF THE ASSEMBL,IES OF GOD,1000 LONGFELLOW BOULEVARD,LAKELAND,FL,33801,4 yr/Priv,95,        24,       371,6.5,,FL,94,        23,       363,6.3,,FL,93,        24,       393,6.1,,FL,,,F,15,04
010826,TOM P HANEY VOCATIONAL TECHNICALCEN,TER,3016 HIGHWAY 77,PANAMA CITY,FL,32405,1 yr/Pub,95,         0,         1,6.3,*,FL,94,         0,         4,3.8,*,FL,93,         1,        11,11.6,*,FL,,,F,02,04
001482,FLORIDA COLLEGE,,119 GLEN ARVEN AVENUE,TEMPLE TERRACE,FL,33617,4 yr/Priv,95,         8,       129,6.2,,FL,94,         5,        87,5.7,,FL,93,         3,       109,2.8,,FL,,,F,11,04
003955,UNIVERSITY OF WEST FLORIDA (THE),,11000 UNIVERSITY PARKWAY,PENSACOLA,FL,32514,5 yr/Pub,95,        49,       797,6.1,,FL,94,        29,       651,4.5,,FL,93,        33,       540,6.1,,FL,,,B,01,04
001466,BARRY UNIVERSITY,,11300 NE 2ND AVENUE,MIAMI SHORES,FL,33161,5 yr/Priv,95,        74,      1234,6,,FL,94,        51,       799,6.4,,FL,93,        49,       818,6,,FL,,,F,17,04
025862,SEGAL INSTITUTE,,18850 US HIGHWAY 19 NORTH,CLEARWATER,FL,34624,2 yr/Prop,95,         4,        67,6,,FL,94,         4,        79,5.1,,FL,93,         5,        57,8.8,,FL,,,B,09,04
008417,STENOTYPE INSTITUTE OF JACKSONVILLE, RESIDENT,500 NINTH AVENUE NORTH,JACKSONVILLE BEACH,FL,32250,1 yr/Prop,95,         6,       107,5.6,,FL,94,         2,        38,5.3,,FL,93,         1,        45,2.2,,FL,,,F,04,04
008223,REGIONAL SEMINARY OF SAINT VINCENT,DE PAUL,10701 S MILITARY TRAIL,BOYNTON BEACH,FL,33436,2 yr/Priv,95,         0,         3,5.6,*,FL,94,         1,         9,4,*,FL,93,         0,         6,0,*,FL,,,F,19,04
001536,UNIVERSITY OF MIAMI,,1204 DICKERSON DRIVE,CORAL GABLES,FL,33146,5 yr/Priv,95,       133,      2507,5.3,,FL,94,       143,      2600,5.5,,FL,93,       157,      2928,5.4,,FL,,,F,19,04
001469,FLORIDA INSTITUTE OF TECHNOLOGY,,150 WEST UNIVERSITY BOULEVARD,MELBOURNE,FL,32901,5 yr/Priv,95,        28,       568,4.9,,FL,94,        33,       651,5.1,,FL,93,        32,       663,4.8,,FL,,,F,11,04
001481,FLORIDA ATLANTIC UNIVERSITY,,777 GLADES ROAD,BOCA RATON,FL,33431,5 yr/Pub,95,        66,      1377,4.8,,FL,94,        57,      1135,5,,FL,93,        52,       937,5.5,,FL,,,F,19,04
001495,JACKSONVILLE UNIVERSITY,,2800 UNIV BLVD NORTH,JACKSONVILLE,FL,32211,5 yr/Priv,95,        24,       515,4.7,,FL,94,        22,       356,6.2,,FL,93,        16,       387,4.1,,FL,,,F,03,04
001537,UNIVERSITY OF SOUTH FLORIDA,,4202 FOWLER AVENUE,TAMPA,FL,33620,5 yr/Pub,95,       231,      4993,4.6,,FL,94,       439,      7432,5.9,,FL,93,       384,      6443,6,,FL,,,F,07,04
009635,FLORIDA INTERNATIONAL UNIVERSITY,,UNIVERSITY PARK,MIAMI,FL,33199,5 yr/Pub,95,        94,      2199,4.3,,FL,94,        81,      1659,4.9,,FL,93,        78,      1265,6.2,,FL,,,F,18,04
001509,NOVA SOUTHEASTERN UNIVERSITY,,3301 COLLEGE AVENUE,FORT LAUDERDALE,FL,33314,4 yr/Priv,95,       119,      2765,4.3,,FL,94,       122,      2853,4.3,,FL,93,       170,      2872,5.9,,FL,,,F,20,04
001487,ECKERD COLLEGE,,4200 54TH AVENUE S,ST PETERSBURG,FL,33711,4 yr/Priv,95,        18,       425,4.2,,FL,94,        17,       377,4.5,,FL,93,        23,       362,6.4,,FL,,,F,10,04
007893,FLAGLER COLLEGE,,74 KING STREET,ST AUGUSTINE,FL,32085,4 yr/Priv,95,        10,       236,4.2,,FL,94,        12,       197,6.1,,FL,93,         5,       161,3.1,,FL,,,F,03,04
001535,UNIVERSITY OF FLORIDA,,128 GRINTER HALL,GAINESVILLE,FL,32611,5 yr/Pub,95,       215,      5089,4.2,,DU,94,       687,     14380,4.8,,FL,93,      1149,     23239,4.9,,FL,C,,D,06,04
001488,FLORIDA SOUTHERN COLLEGE,,111 LAKE HOLLINGSWORTH DRIVE,LAKELAND,FL,33801,5 yr/Priv,95,        16,       393,4.1,,FL,94,        14,       311,4.5,,FL,93,        19,       320,5.9,,FL,,,F,10,04
001489,FLORIDA STATE UNIVERSITY,,FINANCIAL AID OFFICE,TALLAHASSEE,FL,32306,5 yr/Pub,95,       185,      4566,4.1,,FL,94,       164,      4265,3.8,,FL,93,       148,      3631,4.1,,FL,,,F,02,04
009841,UNIVERSITY OF NORTH FLORIDA,,4567 ST JOHNS BLUFF ROAD SOUTH,JACKSONVILLE,FL,32224,5 yr/Pub,95,        39,       943,4.1,,FL,94,        47,       743,6.3,,FL,93,        44,       605,7.3,,FL,,,F,04,04
003954,UNIVESITY OF CENTRAL FLORIDA,,4000 CENTRAL FLORIDA BOULEVARD,ORLANDO,FL,32816,5 yr/Pub,95,       148,      3642,4.1,,FL,94,       107,      2503,4.3,,FL,93,       128,      2074,6.2,,FL,,,F,05,04
008848,WARNER SOUTHERN COLLEGE,,5301 US HWY 27 SOUTH,LAKE WALES,FL,33853,4 yr/Priv,95,         9,       217,4.1,,FL,94,        19,       204,9.3,,FL,93,        17,       215,7.9,,FL,,,F,12,04
001473,CLEARWATER CHRISTIAN COLLEGE,,3400 GULF-TO-BAY BOULEVARD,CLEARWATER,FL,34619,4 yr/Priv,95,         4,       116,3.4,,FL,94,         5,       110,4.5,,FL,93,         4,        86,4.7,,FL,,,F,09,04
012574,RINGLING SCHOOL OF ART & DESIGN,,2700 N TAMIAMI TRAIL,SARASOTA,FL,34234,4 yr/Priv,95,         5,       150,3.3,,FL,94,        10,       235,4.3,,FL,93,         8,       143,5.6,,FL,,,F,13,04
001526,SAINT LEO COLLEGE,,33701 STATE ROAD 52,SAINT LEO,FL,33574,5 yr/Priv,95,        15,       492,3,,FL,94,        27,       328,8.2,,FL,93,        22,       327,6.7,,FL,,,F,12,04
001531,STETSON UNIVERSITY,,421 N WOODLAND BOULEVARD,DE LAND,FL,32720,5 yr/Priv,95,        18,       649,2.8,,FL,94,        24,       707,3.4,,FL,93,        19,       755,2.5,,FL,,,F,07,04
021596,FLORIDA BAPTIST THEOLOGICAL COLLEGE,,5400 COLLEGE DRIVE,GRACEVILLE,FL,32440,4 yr/Priv,95,         2,        79,2.5,,FL,94,         3,        92,3.3,,FL,93,         3,        89,3.4,,FL,,,F,02,04
025906,UNIVERSITY OF SARASOTA,,5250 17TH STREET,SARASOTA,FL,34235,5 yr/Prop,95,         1,        21,2,*,FL,94,         0,        17,0,*,FL,93,         0,        11,0,*,FL,,,F,13,04
023299,FLORIDA INSTITUTE OF ULTRASOUND,,8800 UNIV PKWY BLDG A,PENSACOLA,FL,32514,1 yr/Prop,95,         0,        17,2,*,FL,94,         1,        19,2,*,FL,93,         0,        15,3.9,*,FL,,,F,01,04
023057,WEBSTER INSTITUTE OF TECHNOLOGY,,"3910 US HIGHWAY 301, NORTH",TAMPA,FL,33619,2 yr/Prop,95,         2,       110,1.8,,FL,94,        20,       117,17.1,,FL,93,        17,       131,13,,FL,C,,D,11,04
023141,SCHILLER INTERNATIONAL UNIVERSITY,,453 EDGEWATER DRIVE,DUNEDIN,FL,34698,5 yr/Prop,95,         1,        63,1.6,,FL,94,         3,        49,6.1,,FL,93,         1,        61,1.6,,FL,,,F,09,04
024990,ADVANCED BASIC HAIR DESIGN TRAINING, CENTER,85 RICHLAND AVE.,MERRITT ISLAND,FL,32953,1 yr/Prop,95,         0,         0,0,*,FL,94,         0,         0,0,*,FL,93,         0,         0,40,*,FL,C,,,15,04
011630,BAPTIST MEDICAL CENTER,,800 PRUDENTAL DRIVE,JACKSONVILLE,FL,32207,1 yr/Priv,95,         0,         1,0,*,FL,94,         0,         0,0,*,FL,93,         0,         0,0,*,FL,,,F,03,04
022438,FLORIDA HOSPITAL & SCHOOL OF XRAY,,601 E ROLLINS,ORLANDO,FL,32803,1 yr/Priv,95,         0,         0,0,*,FL,94,         0,         0,0,*,FL,93,         0,         2,0,*,FL,,,F,08,04
023384,FORT PIERCE BEAUTY ACADEMY,,3028 SOUTH US 1,FT PIERCE,FL,34982,1 yr/Prop,95,         0,         0,0,*,FL,94,         0,         0,37.5,*,FL,93,         0,         0,39.3,*,FL,C,,,16,04
023074,GEORGE STONE AREA VOCATIONAL TECHNI,CAL CENTER,2400 LONGLEAF DR,PENSACOLA,FL,32526,2 yr/Pub,95,         0,         0,0,*,FL,94,         0,         1,33.3,*,FL,93,         0,         1,38.7,*,FL,,,F,01,04
011127,GOODING INSTITUTE OF NURSE ANESTHES,IA BAY MEDICAL CENTER,615 NORTH BONITA AVENUE,PANAMA CITY,FL,32401,2 yr/Pub,95,         0,         5,0,*,FL,94,         0,         6,0,*,FL,93,         0,        12,0,*,FL,,,F,02,04
026018,HIALEAH TECHNICAL CENTER,,1780 EAST 4TH AVENUE,HIALEAH,FL,33012,1 yr/Prop,95,         0,         0,0,*,FL,94,         0,         0,66.7,*,FL,93,         0,         0,47.1,*,FL,C,,,21,04
024935,INTERNATIONAL ACADEMY OF HAIRSTYLIN,G,1599 10TH AVENUE,VERO BEACH,FL,32960,1 yr/Prop,95,         0,         0,0,*,FL,94,         0,         0,0,*,FL,93,         0,         0,5.6,*,FL,,,F,11,04
004103,JACKSON MEMORIAL HOSPITAL SCHOOLOF,TECHNOLOGY & RADIOLOGY,1611 NW 12TH AVENUE,MIAMI,FL,33136,2 yr/Pub,95,         0,         2,0,*,FL,94,         0,         8,0,*,FL,93,         0,         7,0,*,FL,,,F,17,04
013234,JAMES LORENZO WALKER VOCATIONAL TEC,HNICAL CENTER,3702 ESTEY AVENUE,NAPLES,FL,33942,2 yr/Pub,95,         0,         0,0,*,FL,94,         0,         1,28.6,*,FL,93,         0,         0,31.6,*,FL,C,,,14,04
026019,MIAMI INSTITUTE OF TECHNOLOGY,,1001 SW 1ST ST,MIAMI,FL,33130,1 yr/Prop,95,         0,         1,0,*,FL,94,         0,         0,50,*,FL,93,         0,         0,43.9,*,FL,C,,,18,04
025015,MID-FLORIDA TECHNICAL INSTITUTE,,2900 W OAKRIDGE RD,ORLANDO,FL,32809,1 yr/Pub,95,         0,         0,0,*,FL,94,         0,         0,0,*,FL,93,         0,         0,0,*,FL,,,F,08,04
021228,MR DELS SCHOOL OF COSMETOLOGY,,1712-16 WEST CHASE STREET,LAKELAND,FL,33801,1 yr/Prop,95,         0,         0,0,*,FL,94,         0,         0,0,*,FL,93,         0,         0,54.5,*,FL,C,,,15,04
030358,RICKEY'S BEAUTY CAREERS IN COSMETOL,OGY,2141-125 LOCH RANE BOULEVARD,ORANGE PARK,FL,32073,1 yr/Prop,95,         0,         0,0,*,FL,94,         0,         0,0,*,FL,93,         0,         0,0,,FL,,,F,06,04
008075,SAINT JOHN VIANNEY COLLEGE SEMINARY,,2900 SOUTHWEST 87TH AVENUE,MIAMI,FL,33165,4 yr/Priv,95,         0,         9,0,*,FL,94,         0,         7,0,*,FL,93,         0,         7,0,*,FL,,,F,18,04
022672,SAINT JOSEPH'S HOSPITAL SCHOOL OF E,EG TECHNOLOGY,3001 WEST BUFFALO AVE,TAMPA,FL,33677,2 yr/Priv,95,         0,         0,0,*,FL,94,         0,         0,0,*,FL,93,         0,         0,0,*,FL,,,F,07,04
010888,SAINT VINCENTS MEDICAL CENTER SCHOO,L OF MEDICAL TECHNOLOGY,1800 BARRS STREET,JACKSONVILLE,FL,32204,1 yr/Priv,95,         0,         2,0,*,FL,94,         0,         1,0,*,FL,93,         0,         3,0,*,FL,,,F,03,04
025089,TALMUDIC COLLEGE OF FLORIDA,,1910 ALTON ROAD,MIAMI BEACH,FL,33139,5 yr/Priv,95,         0,         2,0,*,FL,94,         0,         1,0,,FL,93,         0,         0,0,,FL,,,F,22,04
030716,BUSINESS & TECHNOLOGY INSTITUTE,,8991 SW 107 AVENUE,MIAMI,FL,33176,1 yr/Prop,95,         1,         2,50,,FL,94,       N/A,       N/A,,,,93,       N/A,       N/A,,,,,,B,21,04
030808,ACADEMY (THE),,3131 FLIGHTLINE DRIVE,LAKELAND,FL,33811,1 yr/Prop,95,         0,         6,0,,FL,94,       N/A,       N/A,,,,93,       N/A,       N/A,,,,,,F,12,04
030542,TECHNICAL CAREER INSTITUTE,,4299 NW 36TH STREET NW,MIAMI SPRINGS,FL,33166,2 yr/Prop,95,         0,         9,0,,FL,94,       N/A,       N/A,,,,93,       N/A,       N/A,,,,,,B,18,04
031019,TRINITY BAPTIST COLLEGE,,426 SOUTH MCDUFF AVENUE,JACKSONVILLE,FL,32254,4 yr/Priv,95,         0,         1,0,,FL,94,       N/A,       N/A,,,,93,       N/A,       N/A,,,,,,F,03,04
005763,MACON TECHNICAL INSTITUTE,,3300 MACON TECHNICAL DRIVE,MACON,GA,31206,2 yr/Pub,95,         1,         1,50,*,FL,94,         0,         1,33.3,*,FL,93,         0,         0,31,*,FL,C,,,08,04
025853,PAGES UNIVERSITY OF COSMETOLOGY,,1715 WALTON WAY,AUGUSTA,GA,30904,1 yr/Prop,95,         0,         0,50,*,FL,94,         0,         0,71.4,*,FL,93,         1,         2,62.2,*,FL,C,,,10,04
023545,SOUTHEASTERN BEAUTY SCHOOL,,1826 MIDTOWN DR,COLUMBUS,GA,31906,1 yr/Prop,95,         0,         0,43.8,*,FL,94,         1,         1,48.9,*,FL,93,         6,        15,51.9,*,FL,C,,,02,04
022843,INTERACTIVE LEARNING SYSTEMS,,5303 NEW PEACH TREE RD,CHAMBLEE,GA,30341,1 yr/Prop,95,       146,       366,39.9,,FL,94,       101,       381,26.5,,FL,93,        97,       340,28.5,,FL,C,,,05,04
030052,INTERACTIVE LEARNING SYSTEMS,,200 CLEVELAND ROAD,BOGART,GA,30622,1 yr/Prop,95,        14,        39,35.9,,FL,94,         9,        58,15.5,,FL,93,         8,        57,14,,FL,,,B,10,04
022662,PRO WAY HAIR SCHOOL,,8-B FRANKLIN RD,NEWMAN,GA,30263,1 yr/Prop,95,         6,        14,34.1,*,FL,94,        18,        49,36.7,,FL,93,        22,        72,30.6,,FL,C,,,03,04
005622,DEKALB TECHNICAL INSTITUTE,,495 NORTH INDIAN CREEK DRIVE,CLARKSTON,GA,30021,2 yr/Pub,95,         0,         2,33.3,*,FL,94,         1,         3,24.4,*,FL,93,         4,        10,25.6,*,FL,,,F,11,04
005624,COLUMBUS TECHNICAL INSTITUTE,,928 45TH STREET,COLUMBUS,GA,31904,2 yr/Pub,95,         0,         0,27.8,*,FL,94,         0,         1,21.7,*,FL,93,         5,        17,22.5,*,FL,,,F,03,04
030054,ARTISTIC BEAUTY COLLEGE,,1820 GEORGIA HWY 20,CONYERS,GA,30208,1 yr/Prop,95,        23,        83,27.7,,FL,94,        12,        71,16.9,,FL,93,        16,        57,28.1,,FL,,,B,04,04
025777,BEAUTY COLLEGE OF AMERICA,,1171 MAIN STREET,FOREST PARK,GA,30050,1 yr/Prop,95,         0,         0,27.3,*,FL,94,         0,         0,27.7,*,FL,93,         6,        22,30.4,*,FL,,,F,03,04
022053,KERR BUSINESS COLLEGE,,2528 CENTER WEST PARKWAY,AUGUSTA,GA,30909,1 yr/Prop,95,        63,       236,26.7,,FL,94,        35,       159,22,,FL,93,        80,       252,31.7,,FL,,,B,07,04
011074,BAINBRIDGE COLLEGE,,US HWY 84 EAST,BAINBRIDGE,GA,31717,2 yr/Pub,95,        19,        72,26.4,,FL,94,         4,        35,11.4,,FL,93,        10,        43,23.3,,FL,,,F,02,04
030195,MACON BEAUTY SCHOOL,,630 J NORTH AVENUE,MACON,GA,31211,1 yr/Prop,95,        18,        70,25.7,,FL,94,         8,        31,25.8,,FL,93,        24,        76,31.6,,FL,,,B,02,04
026052,METROPOLITAN SCHOOL OF HAIR DESIGN,,5244 MEMORIAL DR,STONE MOUNTAIN,GA,30083,5 yr/Prop,95,         0,         5,25.5,*,FL,94,         5,        15,27.1,*,FL,93,         7,        27,20.9,*,FL,,,B,04,04
025200,INTERNATIONAL SCHOOL OF SKIN ANDNAI,LCARE,5600 ROSEWELL ROAD,ATLANTA,GA,30342,1 yr/Prop,95,        16,        66,24.2,,FL,94,         2,        14,9.6,*,FL,93,         3,        34,8.8,,FL,,,B,05,04
001587,PAINE COLLEGE,,1235 FIFTEENTH STREET,AUGUSTA,GA,30910,4 yr/Priv,95,        64,       266,24.1,,FL,94,        54,       227,23.8,,FL,93,        54,       212,25.5,,FL,H,,B,10,04
001590,SAVANNAH STATE UNIVERSITY,,B.J. JAMES DRIVE,SAVANNAH,GA,31404,5 yr/Pub,95,       162,       700,23.1,,FL,94,       139,       574,24.2,,FL,93,        85,       359,23.7,,FL,H,,B,11,04
001566,FORT VALLEY STATE UNIVERSITY,,805 STATE COLLEGE DRIVE,FORT VALLEY,GA,31030,5 yr/Pub,95,       194,       889,21.8,,FL,94,       156,       840,18.6,,FL,93,       209,       925,22.6,,FL,H,,B,03,04
001544,ALBANY STATE UNIVERSITY,,504 COLLEGE DRIVE,ALBANY,GA,31705,5 yr/Pub,95,       169,       786,21.5,,FL,94,       161,       734,21.9,,FL,93,       144,       649,22.2,,FL,H,,B,08,04
005613,FLINT RIVER TECHNICAL INSTITUTE,,HIGHWAY 19 SOUTH,THOMASTON,GA,30286,2 yr/Pub,95,         1,         2,21.4,*,FL,94,         0,         6,21.4,*,FL,93,         2,         6,33.3,*,FL,,,F,03,04
009270,THE ART INSTITUTE OF ATLANTA,,"3376 PEACHTREE ROAD, NORTHEAST",ATLANTA,GA,30326,4 yr/Prop,95,       201,       966,20.8,,FL,94,       200,       862,23.2,,FL,93,       206,       947,21.8,,FL,,,B,05,04
008543,ATLANTA AREA TECHNICAL SCHOOL,,1560 STEWART AVENUE SOUTHWEST,ATLANTA,GA,30310,2 yr/Pub,95,         0,        13,20,*,FL,94,         5,        15,22.7,*,FL,93,         3,        12,18.9,*,FL,,,F,05,04
005614,WEST GEORGIA TECHNICAL INSTITUTE,,303 FORT DRIVE,LA GRANGE,GA,30240,2 yr/Pub,95,         1,         3,19.5,*,FL,94,         4,        17,20.6,*,FL,93,        10,        57,17.5,,FL,C,,,03,04
001583,MORRIS BROWN COLLEGE,,643 MARTIN LUTHER KING JR DRIVE,ATLANTA,GA,30314,4 yr/Priv,95,       152,       780,19.5,,FL,94,       147,       727,20.2,,FL,93,       167,       745,22.4,,FL,H,,B,05,04
001592,SOUTH GEORGIA COLLEGE,,100 WEST COLLEGE PARK DRIVE,DOUGLAS,GA,31533,2 yr/Pub,95,        57,       293,19.5,,FL,94,        62,       339,18.3,,FL,93,        74,       346,21.4,,FL,,,F,08,04
030763,BEULAH HEIGHTS BIBLE COLLEGE,,892 BERNE ST SE,ATLANTA,GA,30316,4 yr/Priv,95,         4,        17,19,*,FL,94,         0,         4,0,,FL,93,         0,         0,0,,FL,,,F,05,04
001581,MIDDLE GEORGIA COLLEGE,,SARAH STREET,COCHRAN,GA,31014,2 yr/Pub,95,        62,       333,18.6,,FL,94,        23,       161,14.3,,FL,93,        12,       108,11.1,,FL,,,B,08,04
020550,WAYCROSS COLLEGE,,2001 SOUTH GEORGIA PARKWAY,WAYCROSSS,GA,31503,2 yr/Pub,95,        16,        88,18.2,,FL,94,        16,        85,18.8,,FL,93,        13,        61,21.3,,FL,,,F,01,04
020897,HERZING COLLEGE OF BUSINESS & TECHN,OLOGY,3355 LENOX ROAD,ATLANTA,GA,30326,2 yr/Prop,95,        42,       243,17.3,,FL,94,        31,       288,10.8,,FL,93,        41,       283,14.5,,FL,,,B,05,04
022855,CREATIVE CIRCUS (THE),,1935 CLIFF VALLEY WAY NE,ATLANTA,GA,30329,1 yr/Prop,95,         6,        35,17.1,,FL,94,         6,        53,11.3,,FL,93,         3,        22,17.8,*,FL,,,F,04,04
012165,ATLANTA METROPOLITAN COLLEGE,,1630 STEWART AVENUE SOUTHWEST,ATLANTA,GA,30310,2 yr/Pub,95,        20,       119,16.8,,FL,94,         8,        49,16.3,,FL,93,         5,        51,9.8,,FL,,,F,05,04
011804,DALTON VOCATIONAL SCHOOL OF HEALTH,OCCUPATIONS,1221 ELKWOOD DRIVE,DALTON,GA,30720,1 yr/Pub,95,         2,         9,16.7,*,FL,94,         1,         8,14.3,*,FL,93,         0,         1,10,*,FL,,,F,09,04
021136,AMERICAN INTERCONTINENTAL UNIVERSIT,Y (THE),3330 PEACHTREE ROAD NORTHEAST,ATLANTA,GA,30326,5 yr/Prop,95,        65,       390,16.7,,FL,94,        54,       386,14,,FL,93,        63,       442,14.3,,FL,,,B,05,04
023186,GEORGIA MEDICAL INSTITUTE,,"41 MARIETTA STREET.,NW",ATLANTA,GA,30303,1 yr/Prop,95,        63,       378,16.7,,FL,94,        13,       104,12.5,,FL,93,        17,        95,17.9,,FL,,,F,05,04
030873,GRADY MEMORIAL HOSPITAL PROGRAM IN,DIAGNOSTIC MEDICAL SONOGRAPH,80 BUTLER ST SE,ATLANTA,GA,30335,1 yr/Pub,95,         0,         3,16.7,*,FL,94,         1,         3,33.3,,FL,93,         0,         0,0,,FL,,,F,05,04
022544,MABLE BAILEY FASHION COLLEGE & SCHO,OL OF MODELING & COSMETOLOGY,3121 CROSS COUNTRY HILL DR,COLUMBUS,GA,31906,1 yr/Prop,95,         0,         3,16.7,*,FL,94,         1,         2,29.4,*,FL,93,         1,         7,25,*,FL,,,F,02,04
001571,GEORGIA MILITARY COLLEGE,,201 EAST GREENE STREET,MILLEDGEVILLE,GA,31061,2 yr/Pub,95,        32,       193,16.6,,FL,94,        20,       136,14.7,,FL,93,        20,        77,26,,FL,,,F,11,04
009224,DEVRY INSTITUTE OF TECHNOLOGY,,250 N ARCADIA AVE,DECATUR,GA,30030,4 yr/Prop,95,       274,      1717,16,,FL,94,       348,      1787,19.5,,FL,93,       342,      1689,20.2,,FL,,,B,04,04
001549,ATLANTA COLLEGE OF ART,,1280 PEACHTREE STREET NE,ATLANTA,GA,30309,4 yr/Priv,95,        18,       113,15.9,,FL,94,         9,       113,8,,FL,93,        15,        76,19.7,,FL,,,F,05,04
001541,ABRAHAM BALDWIN AGRICULTURAL COLLEG,E,2802 MOORE HIGHWAY,TIFTON,GA,31794,2 yr/Pub,95,       118,       752,15.7,,FL,94,       127,       683,18.6,,FL,93,       134,       708,18.9,,FL,,,F,08,04
001558,COASTAL GEORGIA COMMUNITY COLLEGE,,3700 ALTAMA AVENUE,BRUNSWICK,GA,31520,2 yr/Pub,95,        14,        90,15.6,,FL,94,        13,       119,10.9,,FL,93,        14,       110,12.7,,FL,,,F,01,04
001582,MOREHOUSE COLLEGE,,830 WESTVIEW DRIVE SW,ATLANTA,GA,30314,4 yr/Priv,95,       105,       673,15.6,,FL,94,       115,       629,18.3,,FL,93,       102,       601,17,,FL,H,,B,05,04
005511,OKEFENOKEE TECHNICAL INSTITUTE,,1701 CARSWELL AVENUE,WAYCROSS,GA,31501,2 yr/Pub,95,         3,         6,15.4,*,FL,94,         0,        16,12.3,*,FL,93,         3,        17,13.7,*,FL,,,F,01,04
026214,ASHER SCHOOL OF BUSINESS,,100 PINNACLE WAY,NORCROSS,GA,30071,2 yr/Prop,95,        34,       227,15,,FL,94,        66,       309,21.4,,FL,93,       100,       387,25.8,,FL,,,F,04,04
011574,BAUDER COLLEGE,,PHIPPS PLAZA,ATLANTA,GA,30326,2 yr/Prop,95,        38,       253,15,,FL,94,        40,       258,15.5,,FL,93,        32,       225,14.2,,FL,,,B,05,04
005620,CHATTAHOOCHEE TECHNICAL INSTITUTE,,980 SOUTH COBB DRIVE,MARIETTA,GA,30060,2 yr/Pub,95,         0,        10,14.9,*,FL,94,         7,        29,14.3,*,FL,93,         4,        35,11.4,,FL,C,,,07,04
001545,ANDREW COLLEGE,,413 COLLEGE STREET,CUTHBERT,GA,31740,2 yr/Priv,95,        11,        75,14.7,,FL,94,         9,        75,12,,FL,93,        15,        89,16.9,,FL,,,F,02,04
