OPE_ID,SCH_NM,YEAR,SANC_DESC,REAS_DESC
03028500,Lawton School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02302800,Mississippi College of Beauty Culture,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02320800,Magnolia College of Cosmetology,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00541500,Cape May County Technical School District,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01009800,Morrison University,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00775200,Jon Louis School of Beauty,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01103100,Technical Career Institutes,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01314300,Jon Louis School of Beauty,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02105900,Hair Design Institute at Fifth Avenue,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02299900,A Business Career Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02616600,Shear Ego International School of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
03031000,American Center for Career Training,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01001700,Payne Theological Seminary,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01170300,Penta County Vocational School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01034200,Southern Oklahoma Area Vocational Technical District #20,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02238500,Central State Beauty Academy,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02215700,Artistic School of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02166400,Instituto de Banca y Comercio,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02504500,Institucion Chaviano de Mayaguez,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02090800,Newport School of Hairdressing,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02317600,Academy of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02336900,Alpha Beauty School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02552400,Academy of Hair Technology,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00528000,Tennessee Technology Center - Covington,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01043900,Southwest Tennessee Community College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01155300,William R  Moore College of Technology,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02312200,Texas School of Business,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02357700,Academy of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02530700,Sebring Career Schools,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02558300,Jackson Beauty School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
03087800,ITT Technical Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02316700,Potomac Academy of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02504900,Academy of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01274300,Benjamin Franklin Career & Technical Center,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02073400,Carver Career and Technical Education Center,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02218200,Garnet Career Center,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02323800,Gaither & Company Beauty College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02284200,New Tyler Barber College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02599100,Remington College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00127200,San Bernardino Valley College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00449400,Bryman College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00718700,North Adrian's Beauty College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00760600,Bryman College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00809000,Bryman College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00902200,Associated Technical College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01111600,Sawyer College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01112100,Bryman College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01112200,Sawyer College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01231700,Tulare Beauty College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01265000,Elegante Beauty Colleges,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02091200,Elegance International,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02125000,Career Academy of Beauty,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02141900,San Gorgonio Beauty College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02165000,Eldorado College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02515500,California Business Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02520200,California Career School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02593300,Heald College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02613900,Computer Business College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02279200,Dudley Beauty College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00560500,Pinellas Technical Education Center - Clearwater Campus,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00752500,Suwannee-Hamilton Technical Center,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01021000,Prospect Hall School of Business,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02115300,Pinellas Technical Education Centers - St. Petersburg Campus,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02140900,Hair Design School (The),1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02148300,Manhattan Beauty School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02154700,Miami Technical Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02186300,Avanti Hair Tech,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02205600,Palm Beach Beauty & Barber School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02266300,Rehberg's Hairstyling Academy,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02508700,Omni Technical School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02575800,Avanti Hair Tech,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02623400,RTI Technical Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
03026700,Avanti Hair Tech,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00576300,Central Georgia Technical College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02266200,American Professional Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02284300,Interactive College of Technology,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02585300,Pages University of Cosmetology,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02346400,Lady Helen's School of Beauty,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00945500,Coiffure School of Cosmetology Arts & Sciences,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01006200,Metropolitan Community College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01197100,Trend Beauty College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02166800,John Amico's School of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02295500,Cannella School of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02349500,Cannella School of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02549900,Consumer Electronics Training Center,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00961300,Merrillville Beauty College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01150600,Indiana Barber/Stylist College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02199100,Academy of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02612900,Remington College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00549100,KY Tech - Paducah Area Technology Center,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01172500,Collins School of Cosmetology,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01240400,Lexington Beauty College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02340800,J & M Academy of Cosmetology,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02351700,Donta School of Beauty Culture,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02526100,Jenny Lea Academy of Cosmetology,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
03036000,School of Business & Banking,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00462100,Ayers Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01163100,"D-Jay's School of Beauty, Arts & Sciences",1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02234000,Cameron College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02269300,Stevenson's Academy of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02353500,Stefans Beauty College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02538300,Delta College of Arts & Technology,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
03011200,Domestic Health Care Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00912900,Learning Institute for Beauty Sciences,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01292100,"Blaine, The Beauty Career Schools",1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02204100,New England Tractor Trailer Training School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02331000,Maryland Beauty Academy of Essex,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02337600,Northwest Beauty School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02344400,Gordon Phillips School of Beauty Culture,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02494700,Baltimore Studio of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00973200,Virginia Farrell Beauty School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00973400,Virginia Farrell Beauty School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00973600,Virginia Farrell Beauty School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01071200,State College of Beauty,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01164600,Virginia Farrell Beauty School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01255500,M.J. Murphy Beauty College of Saginaw,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02117900,Ross Technical Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02361500,Michigan Barber School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02563100,Preston & Annas Beauty School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
03008100,American College of Beauty Culture,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00960700,House of Heavilin Beauty College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02063600,Tad Technical Institute - Kansas City,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02154900,Missouri School of Barbering & Hairstyling-St. Louis,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02200400,Sikeston Beauty College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02552700,Advance School of Cosmetology,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02223900,Drake College of Business,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02619000,Boardwalk & Marina Casino Dealer School of Atlantic City,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00736700,Marinello Schools of Beauty,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00482500,Taylor Business Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00738800,Learning Institute for Beauty Sciences,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00752200,Continental School of Beauty Culture,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00843500,Interboro Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00855500,Hair Design Institute at Livingston Street,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00957800,Jon Louis School of Beauty,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00972700,Flexer Beauty School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01183000,Berk Trade & Business School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01191500,Drake Business School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01191700,Drake School of Manhattan,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01191800,Drake School of the Bronx,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01192100,Westchester School of Beauty Culture,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02219500,Mildred Elley,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02253200,Superior Career Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02265200,Global Business Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02491400,Spanish-American Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02583700,Municipal Training Center,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02585800,Drake School of Westchester,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
03025300,Academy for Career Education,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01094500,Nationwide Beauty Academy,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02066100,Ohio State College of Barber Styling,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02168100,Tri County Career Center/Adult Career Center,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02324400,Allstate Hairstyling & Barber College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00531200,Red River Technology Center,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00970800,Eve's College of Hairstyling,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01096800,Aladdin Beauty College #12,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02576500,CC's Cosmetology College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02139000,Craft Institute (The),1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02262700,Delaware County Institute of Training,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02326400,Tri-City Barber School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02360300,Ralph Amodei International Institute of Hair Design & Technology,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02547200,Professional Hair Design Academy,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00528200,Tennessee Technology Center at Hartsville,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00535700,Tennessee Technology Center - Crump,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01046000,American Baptist Theological Seminary,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02285200,Hair Design School (The),1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02493600,Chattanooga Barber College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00813700,Aladdin Beauty College #18,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
00988400,Aladdin Beauty College #4,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01096900,Aladdin Beauty College #13,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01127700,Aladdin Beauty College #1,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01229900,Aladdin Beauty College #19,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01248500,Aladdin Beauty College #25,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01249200,Aladdin Beauty College #26,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01300300,Neilson Beauty College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
01306600,Aladdin Beauty College #5,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02100700,Aladdin Beauty College #8,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02218500,South Texas Vocational Technical Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02224600,Tri-State Cosmetology Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02239100,Central Texas Beauty College #2,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02248200,Amarillo College of Hairdressing,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02265400,Aladdin Beauty College #21,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02281400,Aladdin Beauty College #3,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02281600,Aladdin Beauty College #15,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02306700,Fort Worth Beauty School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02331300,Interactive Learning Systems,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02527500,Houston Training Schools,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02557400,Star College of Cosmetology,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
02608500,Delta Career Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater
