OPE_ID,NAME,ADDR,CITY,ST_CD,ST_DESC,ZIP,ZIP_EXT,Country,PGM_LEN,SCH_TYPE,YR_1,NBD_1,NBR_1,DRATE_1,AVG_1,PRATE_1,YR_2,NBD_2,NBR_2,DRATE_2,AVG_2,PRATE_2,YR_3,NBD_3,NBR_3,DRATE_3,AVG_3,PRATE_3,ETH_CERT,PROGRAM,CON_DIST,REGION,AVGOR_GE30
012388,Universidad Autonoma De Ciudad Juarez,Av. Lopez Mateos No. 20,Ciudad Juarez,ZZ,,,,"Chihuahua, MEXICO 32310",Master/Dr,Frgn Pub,1998,2,6,34.7,*,FL,1997,4,9,35.7,*,FL,1996,2,8,31,*,FL,,F,,11,1
006690,University of Copenhagen,Norregrade 10,Copenhagen,ZZ,,,,DENMARK 1017,Master/Dr,Frgn Pub,1998,0,1,33.3,*,FL,1997,1,1,50,*,FL,1996,0,1,0,*,FL,,F,,11,1
006850,University of Cambridge - Downing College,Downing College,Cambridge,ZZ,,,,ENGLAND CB2   1DQ,300-599 CH,Frgn,1998,0,1,33.3,*,FL,1997,1,1,50,*,FL,1996,0,1,0,*,FL,,F,,11,1
009414,Universidad Autonoma de Santo Domingo,Avenida Alma Mater,Santo Domingo,ZZ,,,,DOMINICAN REPUBLIC APDO 1355,1st Prof,Frgn Pub,1998,1,1,33.3,*,FL,1997,1,2,11.1,*,FL,1996,0,3,0,*,FL,,F,,11,1
010589,"University of Wales, Bangor",Bangor,Gwynedd,ZZ,,,,WALES LL57 2DG,Master/Dr,Frgn Pub,1998,0,2,33.3,*,FL,1997,0,0,50,*,FL,1996,1,1,25,*,FL,,F,,11,1
011044,Pontificia Universita San Tommaso,"Largo Angelicum, 1",Rome,ZZ,,,,THE VATICAN 00184,Master/Dr,Frgn Priv,1998,1,4,33.3,*,FL,1997,2,3,25,*,FL,1996,1,5,25,*,FL,,F,,11,1
021896,University of Groningen,Broerstraat 5,Groningen,ZZ,,,,THE NETHERLANDS 9700  AB,Master/Dr,Frgn Pub,1998,0,1,33.3,*,FL,1997,1,2,25,*,FL,1996,0,0,0,*,FL,,F,,11,1
023521,University of Plymouth,Drake Circus,Plymouth,ZZ,,,,"Devon, ENGLAND PL4 8AA",Master/Dr,Frgn Pub,1998,0,0,33.3,*,FL,1997,0,0,16.7,*,FL,1996,1,3,16.7,*,FL,,F,,11,1
008913,Lakehead University,955 Oliver Road,Thunder Bay,ZZ,,,,"Ontario, CANADA P7B   5E1",Master/Dr,Frgn Pub,1998,1,1,25,*,FL,1997,0,2,0,*,FL,1996,0,1,0,*,FL,,F,,11,1
010866,University of Oxford Magdalen College,No Street,Oxford,ZZ,,,,ENGLAND OX1   4AU,300-599 CH,Frgn,1998,1,3,25,*,FL,1997,0,0,0,*,FL,1996,0,1,0,*,FL,,F,,11,1
030294,Keele University,Keele Road,Keele,ZZ,,,,"Staffordshire, ENGLAND ST5 5BG",Master/Dr,Frgn Pub,1998,1,3,25,*,FL,1997,0,0,0,*,FL,1996,0,1,0,*,FL,,F,,11,1
020533,Centro De Estudios Universitarios Xochicalco,Calle San Francisco No. 1139,Ensenada,ZZ,,,,"Baja California, MEXICO 22830",1st Prof,Frgn Priv,1998,2,12,23,*,FL,1997,3,9,20,*,FL,1996,1,5,19.2,*,FL,,F,,11,1
006853,McMaster University,1280 Main Street West,Hamilton,ZZ,,,,"Ontario, CANADA L8S   4L8",Master/Dr,Frgn Pub,1998,0,1,20,*,FL,1997,1,3,20,*,FL,1996,0,1,0,*,FL,,F,,11,1
008513,Universidad Nacional Autonoma de Mexico,Cuidad Universitaria,"Mexico, D.F",ZZ,,,,MEXICO 04510,Master/Dr,Frgn Pub,1998,0,8,20,*,FL,1997,0,4,20.8,*,FL,1996,4,8,17.2,*,FL,,F,,11,1
011062,University of Oxford - Oriel College,,Oxford,ZZ,,,,ENGLAND OX1   4EW,300-599 CH,Frgn,1998,0,3,20,*,FL,1997,0,0,33.3,*,FL,1996,1,2,25,*,FL,,F,,11,1
020987,Fatima College of Medicine,120 McArthur Highway,Valenzuela City,ZZ,,,,"Metro Manila, PHILIPPINES 1405",Master/Dr,Frgn Priv,1998,1,2,20,*,FL,1997,0,1,0,*,FL,1996,0,2,0,*,FL,,F,,11,1
021757,Ohr Somayach Institutions,22 Shimon Hatzadik Street,Jerusalem,ZZ,,,,ISRAEL **,Bachelor,Frgn Priv,1998,0,2,20,*,FL,1997,0,0,25,*,FL,1996,1,3,20,*,FL,,F,,11,1
006686,University of Ottawa,550 Cumberland,Ottawa,ZZ,,,,"Ontario, CANADA K1N   6N5",Master/Dr,Frgn Pub,1998,2,6,17.6,*,FL,1997,1,9,6.7,*,FL,1996,0,2,0,*,FL,,F,,11,1
010159,Pontificia Universita Gregoriana,Piazza Della Pilotta 4,Rome,ZZ,,,,ITALY C.A.P 00187,Master/Dr,Frgn Priv,1998,1,1,16.6,*,FL,1997,0,3,14.3,*,FL,1996,0,2,25,*,FL,,F,,11,1
010838,University of Bergen (UoB),Museplass 1,Bergen,ZZ,,,,NORWAY 5020,Master/Dr,Frgn Pub,1998,0,1,16.6,*,FL,1997,0,2,20,*,FL,1996,1,3,33.3,*,FL,,F,,11,1
012275,University of Oxford - Wolfson College,Linton Road,Oxford,ZZ,,,,ENGLAND OX2   6UD,300-599 CH,Frgn,1998,1,7,16.6,*,FL,1997,2,9,11.8,*,FL,1996,0,2,0,*,FL,,F,,11,1
021835,Univ of Oxford - Wycliffe Hall,54 Banbury Rd,Oxford,ZZ,,,,ENGLAND OX2   6PW,300-599 CH,Frgn,1998,0,1,16.6,*,FL,1997,1,3,20,*,FL,1996,0,2,0,*,FL,,F,,11,1
030786,Nishmat,27 Michlin Street,Jerusalem,ZZ,,,,ISRAEL *,Master/Dr,Frgn Priv,1998,0,2,16.6,*,FL,1997,0,2,25,*,FL,1996,1,2,50,*,FL,,F,,11,1
010143,University of Reading,Whiteknights,Reading,ZZ,,,,ENGLAND RG6 6AH,Master/Dr,Frgn Pub,1998,2,7,15.3,*,FL,1997,0,3,0,*,FL,1996,0,3,0,*,FL,,F,,11,1
008400,Universidad de Zaragoza (University of Saragossa),Ciudad Universitaria,Zaragoza,ZZ,,,,SPAIN 50009,Master/Dr,Frgn Pub,1998,1,4,14.2,*,FL,1997,1,6,7.7,*,FL,1996,0,4,0,*,FL,,F,,11,1
008444,Simon Fraser University,8888 University Boulevard,Burnaby,ZZ,,,,"British Columbia, CANADA V5A 1S6",Master/Dr,Frgn Pub,1998,0,2,14.2,*,FL,1997,1,6,12.5,*,FL,1996,1,6,20,*,FL,,F,,11,1
008587,University of Durham,"Old Shire Hall, Old Elvet",Durham,ZZ,,,,"Co Durham, ENGLAND DH1   3HP",300-599 CH,Frgn,1998,1,5,14.2,*,FL,1997,0,6,7.7,*,FL,1996,1,3,8.3,*,FL,,F,,11,1
010976,Instituto Allende,Ancha de San Antonio No. 20,San Miguel de Allende,ZZ,,,,"Guanajuato, MEXICO 37700",Master/Dr,Frgn Priv,1998,1,3,14.2,*,FL,1997,0,1,0,*,FL,1996,0,3,16.7,*,FL,,F,,11,1
012811,Instituto Tecnologico de Santo Domingo,"Avenida de Los Proceres, Gala",Santo Domingo,ZZ,,,,DOMINICAN REPUBLIC ******,Master/Dr,Frgn Priv,1998,0,6,14.2,*,FL,1997,1,5,13.6,*,FL,1996,2,10,10,*,FL,,F,,11,1
008665,University of Kent at Canterbury (The),University of Kent at Canterbury,Canterbury,ZZ,,,,"Kent, ENGLAND CT2 7NZ",Master/Dr,Frgn Pub,1998,0,9,13.6,*,FL,1997,2,5,13.6,*,FL,1996,1,8,8.3,*,FL,,F,,11,1
007874,University of Calgary (The),2500 University Drive NW,Calgary,ZZ,,,,"Alberta, CANADA T2N   1N4",Master/Dr,Frgn Pub,1998,0,2,13.3,*,FL,1997,0,7,10.5,*,FL,1996,2,6,11.1,*,FL,,F,,11,1
008370,University of Victoria,3800 Finnerty Road,Victoria,ZZ,,,,"British Columbia, CANADA V8W   2Y2",Master/Dr,Frgn Pub,1998,0,2,13.3,*,FL,1997,1,3,18.8,*,FL,1996,1,10,15.4,*,FL,,F,,11,1
010584,Vrije Universiteit Brussels,Pleinlaan 2,Brussels,ZZ,,,,BELGIUM B1050,300-599 CH,Frgn,1998,1,8,12.5,*,FL,1997,1,5,10,*,FL,1996,0,3,0,*,FL,,F,,11,1
020879,Oxford Brooks University,Gipsey Lane,Headington,ZZ,,,,"Oxford, ENGLAND OX3   0BP",300-599 CH,Frgn,1998,1,3,12.5,*,FL,1997,0,3,0,*,FL,1996,0,2,0,*,FL,,F,,11,1
008450,Kasturba Medical College,"University Medical, Manipal",Manipal,ZZ,,,,"Karnataka, INDIA 576   119",300-599 CH,Frgn,1998,1,12,11.1,*,FL,1997,1,5,14.3,*,FL,1996,0,1,0,*,FL,,F,,11,1
011684,Universidad Autonoma De Nuevo Leon,Cuidad Universitaria,San Nicolas de los Garza,ZZ,,,,MEXICO 66451,Master/Dr,Frgn Pub,1998,0,7,11.1,*,FL,1997,2,5,12.5,*,FL,1996,0,6,5,*,FL,,F,,11,1
012206,James Cook University of North Queensland,Douglas Campus,Townsville,ZZ,,,,"Queensland, AUSTRALIA 4811",Master/Dr,Frgn Pub,1998,0,4,11.1,*,FL,1997,0,2,20,*,FL,1996,1,3,20,*,FL,,F,,11,1
022291,University of Leicester,University Road,Leicester,ZZ,,,,"Leicestershire, ENGLAND LE1 7RH",Master/Dr,Frgn Pub,1998,0,1,11.1,*,FL,1997,1,5,10,*,FL,1996,0,3,10,*,FL,,F,,11,1
030869,American Grad School of Bus The Inst of Undergrad Bus Studies (The),"Place Des Anciens-Fosse's, 6",La Tour-De-Peilz,ZZ,,,,SWITZERLAND 1814,Master/Dr,Frgn Priv,1998,0,3,11.1,*,FL,1997,0,4,16.7,*,FL,1996,1,2,50,*,FL,,F,,11,1
031032,Budapest Univ of Economic Scis/Intrntl Study Ctr,Fovam Ter 8,Budapest,ZZ,,,,HUNGARY H-1093,1st Prof,Frgn,1998,0,3,11.1,*,FL,1997,0,4,16.7,*,FL,1996,1,2,50,*,FL,,F,,11,1
006839,University of Edinburgh,"Old College, South Bridge",Edinburgh,ZZ,,,,SCOTLAND EH8 9YL,Master/Dr,Frgn Pub,1998,3,30,10,,FL,1997,1,19,5.4,*,FL,1996,1,24,5.3,*,FL,,F,,11,1
008368,Carleton University,1125 Colonel By Drive,Ottawa,ZZ,,,,"Ontario, CANADA K1S   5B6",Master/Dr,Frgn Pub,1998,0,3,10,*,FL,1997,1,4,9.1,*,FL,1996,0,3,7.7,*,FL,,F,,11,1
011683,Franklin College Switzerland,Via Ponte Tresa 29,Sorengo,ZZ,,,,SWITZERLAND 6924,Bachelor,Frgn Priv,1998,2,10,10,*,FL,1997,0,3,0,*,FL,1996,0,7,0,*,FL,,F,,11,1
026118,Jerusalem University College FORMERLY Institute of Holy Land Studies,"Mt. Zion, Hebron Road #3 Aravnah,",Jerusalem,ZZ,,,,ISRAEL 91012,300-599 CH,Frgn,1998,0,8,10,*,FL,1997,1,1,16.7,*,FL,1996,0,1,0,*,FL,,F,,11,1
008380,University of Warwick,,Coventry,ZZ,,,,ENGLAND CV4   7AL,300-599 CH,Frgn,1998,0,7,9.5,*,FL,1997,2,6,10,*,FL,1996,0,8,0,*,FL,,F,,11,1
006684,University of Manitoba,"Room 201, Administration Building",Winnipeg,ZZ,,,,"Manitoba, CANADA R3T   2N2",Master/Dr,Frgn Pub,1998,0,1,9,*,FL,1997,0,4,8.3,*,FL,1996,1,6,25,*,FL,,F,,11,1
009906,North American College,"Via del Gianicolo, 14",Rome,ZZ,,,,ITALY 00165,Grad ShTrm,Frgn Priv,1998,1,2,9,*,FL,1997,0,4,0,*,FL,1996,0,5,0,*,FL,,F,,11,1
007679,York University,4700 Keele Street,North York,ZZ,,,,"Ontario, CANADA M3J 1P3",Master/Dr,Frgn Pub,1998,1,5,8.3,*,FL,1997,0,4,0,*,FL,1996,0,3,7.7,*,FL,,F,,11,1
008910,University of Hull,Cottingham Road,Hull,ZZ,,,,"East Riding of Yorkshire, ENGLAND HU6 7RX",Master/Dr,Frgn Pub,1998,0,6,8.3,*,FL,1997,0,2,12.5,*,FL,1996,1,4,14.3,*,FL,,F,,11,1
010977,Universidad Central del Este,Avenida Circunvalacion,San Pedro de Macoris,ZZ,,,,DOMINICAN REPUBLIC **,Master/Dr,Frgn Priv,1998,7,87,8,,FL,1997,8,62,12.9,,FL,1996,10,42,23.8,,FL,,F,,11,1
008377,Universiteit Van Amsterdam,Spui 21,Amsterdam,ZZ,,,,THE NETHERLANDS 1012 WX,Master/Dr,Frgn Pub,1998,3,38,7.8,,FL,1997,3,33,9.1,,FL,1996,0,22,0,,FL,,F,,11,1
008446,University of Western Ontario (The),1151 Richmond Street,London,ZZ,,,,"Ontario, CANADA N6A   3K6",Master/Dr,Frgn Pub,1998,0,5,7.6,*,FL,1997,0,1,15.4,*,FL,1996,1,7,12.5,*,FL,,F,,11,1
006679,Queen's University at Kingston,99 University Avenue,Kingston,ZZ,,,,"Ontario, CANADA K7L   3N6",Master/Dr,Frgn Pub,1998,1,4,7.1,*,FL,1997,0,5,0,*,FL,1996,0,5,0,*,FL,,F,,11,1
006710,Fundacion Universidad de las Americas-Puebla,Santa Caterina Martir s/n,San Andres Cholula,ZZ,,,,"Puebla, MEXICO 72820",Master/Dr,Frgn Priv,1998,0,3,7.1,*,FL,1997,0,6,7.1,*,FL,1996,1,5,10,*,FL,,F,,11,1
008362,University of Alberta (The),University Campus,Edmonton,ZZ,,,,"Alberta, CANADA T6G 2J7",Master/Dr,Frgn Pub,1998,0,7,7.1,*,FL,1997,0,4,9.1,*,FL,1996,1,3,8.3,*,FL,,F,,11,1
008505,University of Melbourne,Parkville,Melbourne,ZZ,,,,"Victoria, AUSTRALIA 3068",Master/Dr,Frgn Pub,1998,1,4,7.1,*,FL,1997,0,4,0,*,FL,1996,0,6,0,*,FL,,F,,11,1
030954,Bond University,University Drive,"Robina, Gold Coast",ZZ,,,,"Queensland, AUSTRALIA 4229",Master/Dr,Frgn Priv,1998,0,8,7.1,*,FL,1997,1,3,11.1,*,FL,1996,0,3,0,*,FL,,F,,11,1
021021,Bethany Bible College,26 Western Street,Sussex,ZZ,,,,"New Brunswick, CANADA E0E   1P0",Bachelor,Frgn Priv,1998,1,11,6.8,*,FL,1997,0,4,4.3,*,FL,1996,1,14,3.3,*,FL,,F,,11,1
006837,Universite Laval,Cite Universitaire,Quebec,ZZ,,,,"Quebec, CANADA G1K 7P4",Master/Dr,Frgn Priv,1998,1,5,6.6,*,FL,1997,0,6,0,*,FL,1996,0,4,0,*,FL,,F,,11,1
023473,Escuela Autonoma De Ciencias Medicas de Centro America,300 mts.,San Jose,ZZ,,,,COSTA RICA *,1st Prof,Frgn Priv,1998,1,25,6.6,*,FL,1997,3,35,8.6,,FL,1996,2,30,6.7,,FL,,F,,11,1
007632,University of Bristol,"Senate House, Tyndall Avenue",Bristol,ZZ,,,,ENGLAND BS8 1TH,Master/Dr,Frgn Pub,1998,0,11,6.2,*,FL,1997,1,4,11.1,*,FL,1996,0,1,0,*,FL,,F,,11,1
010676,Universidad De Monterrey,Ave.Ignacio Morones Prieto 4500 Pte,San Pedro Garza Garcia,ZZ,,,,"Nuevo Leon, MEXICO 66238",Master/Dr,Frgn Priv,1998,1,18,6.2,*,FL,1997,1,9,5.3,*,FL,1996,0,5,0,*,FL,,F,,11,1
009367,University of Prince Edward Island,550 University Avenue,Charlottetown,ZZ,,,,"Prince Edward Island, CANADA C1A   4P3",Master/Dr,Frgn Pub,1998,0,4,5.8,*,FL,1997,1,7,4.8,*,FL,1996,0,6,0,*,FL,,F,,11,1
009444,University of Lancaster,,Lancaster,ZZ,,,,ENGLAND LA1 4YW,Master/Dr,Frgn Pub,1998,0,9,5.8,*,FL,1997,0,3,11.1,*,FL,1996,1,5,11.1,*,FL,,F,,11,1
030917,Karol Marcinkowski University of Medical Sciences,617-01 Poznan ul. Fredry 10,Poznan,ZZ,,,,POLAND *****,Master/Dr,Frgn Pub,1998,0,7,5.8,*,FL,1997,0,4,10,*,FL,1996,1,6,16.7,*,FL,,F,,11,1
006688,University of Toronto,27 King's College Circle,Toronto,ZZ,,,,"Ontario, CANADA M5S 1A1",Master/Dr,Frgn Pub,1998,3,52,5.7,,FL,1997,1,47,2.1,,FL,1996,1,69,1.4,,FL,,F,,11,1
006671,Katholieke Universiteit Leuven,Oude Markt 13,Leuven,ZZ,,,,BELGIUM B-3000,Master/Dr,Frgn Priv,1998,0,13,5.5,*,FL,1997,1,12,6.3,*,FL,1996,1,11,5.6,*,FL,,F,,11,1
008687,University of Essex,Wivenhoe Park,Colchester,ZZ,,,,"Essex, ENGLAND LO4   3SQ",Master/Dr,Frgn Pub,1998,0,4,5.5,*,FL,1997,1,11,5.9,*,FL,1996,0,3,0,*,FL,,F,,11,1
023518,Universidad Iberoamericana (UNIBE),Avenue Francia 129,Santo Domingo,ZZ,,,,DOMINICAN REPUBLIC **,Master/Dr,Frgn Priv,1998,5,91,5.4,,FL,1997,3,82,3.7,,FL,1996,4,44,9.1,,FL,,F,,11,1
009247,Architectural Association School of Architecture,36 Bedford Square,London,ZZ,,,,ENGLAND WC1B 3ES,3+ Yr N/D,Frgn Priv,1998,0,3,5.2,*,FL,1997,1,11,7.1,*,FL,1996,0,5,3.2,*,FL,,F,,11,1
011765,Goldsmiths College - University of London,New Cross,London,ZZ,,,,ENGLAND SE14  6NW,Master/Dr,Frgn Pub,1998,0,7,5.2,*,FL,1997,0,9,6.3,*,FL,1996,1,3,12.5,*,FL,,F,,11,1
021086,London Academy of Music & Dramatic Arts,"Tower House, 226 Cromwell Road",London,ZZ,,,,ENGLAND SW5   OSR,300-599 CH,Frgn,1998,0,6,5.2,*,FL,1997,0,5,5.6,*,FL,1996,1,8,10.5,*,FL,,F,,11,1
006838,Dalhousie University,6299 South Street,Halifax,ZZ,,,,"Novia Scotia, CANADA B3H   4H6",Master/Dr,Frgn Pub,1998,0,10,5,*,FL,1997,1,5,5.6,*,FL,1996,0,5,5,*,FL,,F,,11,1
006677,McGill University,845 Sherbrooke Street West,Montreal,ZZ,,,,"Quebec, CANADA H3A   2T5",Master/Dr,Frgn Pub,1998,4,88,4.5,,FL,1997,1,90,1.1,,FL,1996,4,83,4.8,,FL,,F,,11,1
011059,University of Oxford St Antony's College,62 Woodstock Road,Oxford,ZZ,,,,ENGLAND OX2   6JF,300-599 CH,Frgn,1998,1,8,4.5,*,FL,1997,0,4,5.3,*,FL,1996,0,10,4.5,*,FL,,F,,11,1
005034,American University In Cairo (The),113 Sharia Kasr El Aini,Cairo,ZZ,,,,EGYPT,Master/Dr,Frgn Priv,1998,0,11,4.3,*,FL,1997,1,17,9.1,*,FL,1996,1,18,9.1,*,FL,,F,,11,1
009428,Technion-Israel Inst of Techlgy,,Haifa,ZZ,,,,ISRAEL 32000,300-599 CH,Frgn,1998,0,13,4.3,*,FL,1997,1,10,6.7,*,FL,1996,0,0,0,*,FL,,F,,11,1
004030,University of Cambridge,"University Offices, Trinity Lane",Cambridge,ZZ,,,,ENGLAND CB2   1TN,300-599 CH,Frgn,1998,0,7,4.1,*,FL,1997,1,12,5,*,FL,1996,0,5,0,*,FL,,F,,11,1
021670,Prairie Bible Institute,Box 4000,Three Hills,ZZ,,,,"Alberta, CANADA T0M   2N0",Master/Dr,Frgn Priv,1998,1,10,4,*,FL,1997,0,10,0,*,FL,1996,0,5,0,*,FL,,F,,11,1
010594,"Richmond College, The American International University in London",Queen's Road,Richmond,ZZ,,,,"Surrey, ENGLAND TW10  6JP",Master/Dr,Frgn Priv,1998,2,25,3.8,*,FL,1997,1,33,3,,FL,1996,0,19,1.9,*,FL,,F,,11,1
006699,University of Sussex,Falmer,Brighton,ZZ,,,,"East Sussex, ENGLAND BN1   9RH",Master/Dr,Frgn Pub,1998,1,12,3.5,*,FL,1997,0,10,9.5,*,FL,1996,0,6,12.5,*,FL,,F,,11,1
012136,University of Manchester (The),Oxford Road,Manchester,ZZ,,,,ENGLAND M13   9PL,Master/Dr,Frgn Pub,1998,1,28,3.5,,FL,1997,2,30,6.7,,FL,1996,2,28,7.1,,FL,,F,,11,1
006842,University of Dublin Trinity College,College Street,Dublin 2,ZZ,,,,IRELAND **,Master/Dr,Frgn Pub,1998,1,30,3.3,,FL,1997,0,11,0,*,FL,1996,0,15,0,*,FL,,F,,11,1
007881,American University of Paris,31 Avenue Bosquet,Paris,ZZ,,,,FRANCE 75007,Bachelor,Frgn Priv,1998,2,64,3.1,,FL,1997,8,67,11.9,,FL,1996,3,50,6,,FL,,F,,11,1
008394,University of Oxford,University Offices,Oxford,ZZ,,,,ENGLAND OX1   2JD,300-599 CH,Frgn,1998,0,17,3.1,*,FL,1997,0,7,4.8,*,FL,1996,1,8,4.2,*,FL,,F,,11,1
010472,Inst Europeen Opeen D'Administration Des Affaires-Insead,Boulevard De Constance,Fontainebleau,ZZ,,,,FRANCE 77305,300-599 CH,Frgn,1998,1,23,3.1,*,FL,1997,0,21,1.8,*,FL,1996,1,20,2,*,FL,,F,,11,1
008369,University of British Columbia,2075 Wesbrook Mall,Vancouver,ZZ,,,,"British Columbia, CANADA V6T   1Z1",Master/Dr,Frgn Pub,1998,0,27,2.9,*,FL,1997,2,27,5.3,*,FL,1996,0,14,5.3,*,FL,,F,,11,1
008365,Concordia University,1455 De Maisonneuve West,Montreal,ZZ,,,,"Quebec, CANADA H3G 1M8",Master/Dr,Frgn Pub,1998,0,20,2.8,*,FL,1997,0,12,4.2,*,FL,1996,1,3,14.3,*,FL,,F,,11,1
006693,University of London - London School of Economics & Political Science,Houghton Street,London,ZZ,,,,ENGLAND WC2A 2AE,Master/Dr,Frgn Pub,1998,3,118,2.5,,FL,1997,3,108,2.8,,FL,1996,4,114,3.5,,FL,,F,,11,1
009085,University of London King's College London,Strand,London,ZZ,,,,ENGLAND WC2R  2LS,300-599 CH,Frgn,1998,1,16,2.5,*,FL,1997,0,12,0,*,FL,1996,0,12,0,*,FL,,F,,11,1
020955,University of London - London Business School,"Sussex Place, Regent's Park",London,ZZ,,,,ENGLAND NW1 4SA,Master/Dr,Frgn Pub,1998,1,39,2.5,,FL,1997,1,24,5.2,*,FL,1996,2,21,6.8,*,FL,,F,,11,1
010675,Regent College,5800 University Blvd,Vancouver,ZZ,,,,"B.C.,, CANADA V6T 2E4",Master/Dr,Frgn Priv,1998,0,16,2.2,*,FL,1997,0,19,2.7,*,FL,1996,1,9,4.2,*,FL,,F,,11,1
008383,University of Glasgow,,Glasgow,ZZ,,,,SCOTLAND G12 8QQ,Master/Dr,Frgn Pub,1998,1,14,2,*,FL,1997,0,21,0,*,FL,1996,0,13,2.2,*,FL,,F,,11,1
022333,"St George's University, School of Medicine",University Centre,St George's,ZZ,,,,GRENADA **,Master/Dr,Frgn Prof,1998,9,448,2,,FL,1997,13,338,3.8,,FL,1996,11,369,3,,FL,,F,,11,1
006700,The University of York,Heslington Hall,York,ZZ,,,,ENGLAND YO1 5DD,Master/Dr,Frgn Pub,1998,0,22,1.8,*,FL,1997,0,17,4.3,*,FL,1996,1,14,5.9,*,FL,,F,,11,1
008373,Tel-Aviv University,,Ramat-Aviv,ZZ,,,,ISRAEL 69978,Master/Dr,Frgn Pub,1998,0,23,1.7,*,FL,1997,0,12,2.1,*,FL,1996,1,23,4.2,*,FL,,F,,11,1
009486,Trinity Western University,7600 Glover Road,Langley,ZZ,,,,"British Columbia, CANADA V2Y 1Y1",Master/Dr,Frgn Priv,1998,0,21,1.7,*,FL,1997,1,24,1.9,*,FL,1996,0,13,0,*,FL,,F,,11,1
022296,Tel Aviv University Sackler School of Medicine,,Ramat Aviv,ZZ,,,,ISRAEL 69978,1st Prof,Frgn Pub,1998,1,58,1.7,,FL,1997,1,59,1.7,,FL,1996,1,58,1.7,,FL,,F,,11,1
006694,University of London - School of Oriental & African Studies,Thornhaugh Street Russell Square,London,ZZ,,,,ENGLAND WC1H  0XG,300-599 CH,Frgn,1998,0,26,1.5,*,FL,1997,1,24,4.1,*,FL,1996,0,15,5.7,*,FL,,F,,11,1
022460,"Ross University, School of Medicine",Portsmouth Campus,Portsmouth,ZZ,,,,DOMINICA,1st Prof,Frgn Prof,1998,10,664,1.5,,FL,1997,21,571,3.7,,FL,1996,22,352,6.3,,FL,,F,,11,1
022444,American University of the Caribbean School of Medicine,#1 University Drive,Cupecoy,ZZ,,,,ST.MAARTEN **,1st Prof,Frgn Prof,1998,3,300,1,,FL,1997,4,221,1.8,,FL,1996,2,240,0.8,,FL,,F,,11,1
022779,Ross University School of Veterinary Medicine,RUSVM Campus,West Farm,ZZ,,,,ST. KITTS-NEVIS,1st Prof,Frgn Prof,1998,1,130,0.7,,FL,1997,2,120,1.7,,FL,1996,2,74,2.7,,FL,,F,,11,1
