opeid,name,state,cohort year,prior loss,date
2248200,Milan Institute of Cosmetology,TX,1992,0,1/4/1995
2254200,Techno-Dent  Traininq Center,NY,1992,0,1/4/1995
2266200,American Professional  Institute,GA,1992,0,1/4/1995
2266300,Rehberg's Hairstyling  Academy,FL,1992,0,1/4/1995
2267100,Exposito School of Hair Desiqn,TX,1992,0,1/4/1995
2269600,Commercial Driver Traininq,NY,1992,0,1/4/1995
2278300,Jett College of Cosmetology,TN,1992,0,1/4/1995
2278400,Jett College of Cosmetology & Barbering,TN,1992,0,1/4/1995
2279200,Dudley Beauty College,DC,1992,0,1/4/1995
2301800,Art of Beauty College,LA,1992,0,1/4/1995
2317700,Louisiana Technical  Colleqe- Tallulah Campus,LA,1992,0,1/4/1995
2320200,Houston Graduate  School of Theology,TX,1992,0,1/4/1995
2322700,Allstate Tractor Trailer Training School,CT,1992,0,1/4/1995
2322800,Black World College of Hair Design,NC,1992,0,1/4/1995
2323700,Pat Wilson Beauty Colleqe,KY,1992,0,1/4/1995
2324400,Allstate Hairstylinq & Barber Colleqe,OH,1992,0,1/4/1995
2325000,Billings School of Barbering & Hair Styling,MT,1992,0,1/4/1995
2327800,Pineville Beauty School,LA,1992,0,1/4/1995
2337900,Colleqe of Hair Desiqn Careers,OR,1992,0,1/4/1995
2339800,Southern Institute of Cosmetology- Main Campus,TN,1992,0,1/4/1995
2340800,J & M Academy of Cosmetoloqy,KY,1992,0,1/4/1995
2348200,Mid-South Community  Colleqe,AR,1992,0,1/4/1995
2349100,Hair Fashions by Kaye Beauty College,IN,1992,0,1/4/1995
2353900,Dootson School of Trucking,CA,1992,0,1/4/1995
2363500,Arthur's Beauty College,AR,1992,0,1/4/1995
2498000,New Wave Hair Academy,TN,1992,0,1/4/1995
2508500,Farahs Beauty School,sc,1992,0,1/4/1995
2508700,Omni Technical School,FL,1992,0,1/4/1995
2512000,Vogue College of Cosmetology #29,TX,1992,0,1/4/1995
2520900,American Bartenders  School,NY,1992,0,1/4/1995
2522400,Abbeville Beauty Academy,LA,1992,0,1/4/1995
2522900,East Kentucky Beauty Colleqe,KY,1992,0,1/4/1995
2523400,Annapolis Beauty Academy,MD,1992,0,1/4/1995
2526900,Moler Beauty Colleqe,LA,1992,0,1/4/1995
2537400,Aline Jefferson  Beauty Academy,MO,1992,0,1/4/1995
2538800,Suffolk Beauty Academy,VA,1992,0,1/4/1995
2539700,Edwards School of Cosmetology,Ml,1992,0,1/4/1995
2549900,Consumer  Electronics Traininq Center,IL,1992,0,1/4/1995
2554600,Gibson's Barber & Beauty Colleqe,MS,1992,0,1/4/1995
2569900,Florida School of Business,FL,1992,0,1/4/1995
2583800,SCS Business & Technical Institute,NY,1992,0,1/4/1995
2584000,SCS Business & Technical Institute,NY,1992,0,1/4/1995
2584300,SCS Business & Technical Institute,NY,1992,0,1/4/1995
2586500,Western  Truck School,CA,1992,0,1/4/1995
2591400,Diesel Institute of America,FL,1992,0,1/4/1995
2593300,Heald College,CA,1992,0,1/4/1995
2599300,Southern Technical  College,LA,1992,0,1/4/1995
2601600,Henry W Brewster Technical  Center,FL,1992,0,1/4/1995
2601800,Hialeah Technical Institute,FL,1992,0,1/4/1995
2601900,Miami Institute of Technology,FL,1992,0,1/4/1995
2617900,Le Hair Design College,TX,1992,0,1/4/1995
2620100,Louisiana Hair Design College,LA,1992,0,1/4/1995
2623400,RTI Technical  Institute,FL,1992,0,1/4/1995
3001600,Jett College of Cosmetology,TN,1992,0,1/4/1995
3072900,Avanti Hair Tech,FL,1992,0,1/4/1995
1228200,United Academy of Beauty,AZ,1992,1,4/4/1995
1196400,Geneva's Beauty College,LA,1992,0,4/19/1995
2216700,Bilingual Institute,NJ,1992,1,6/5/1995
2321400,Roilier  - Moler Hairstyling College,GA,1992,0,6/6/1995
2211500,Texas Vocational School,TX,1992,0,6/7/1995
2220100,San Antonio Trade School,TX,1992,0,6/7/1995
718700,North Adrian's Beauty Colleqe,CA,1992,1,8/23/1995
127200,San Bernardino  Valley College,CA,1992,0,1/9/1995
835500,James  Rumsey Technical Institute,wv,1992,0,1/9/1995
2153200,Northeast  Institute,NY,1992,0,1/9/1995
2197400,Woodbridqe  Business  Institute,MD,1992,0,1/9/1995
1240300,Meadows Business  College,GA,1992,1,9/13/1995
2153200,Northeast  Institute,NY,1992,0,1/11/1995
2307000,Ross Medical Education Center,Ml,1992,0,11/1/1996
2177100,Hair Design School (The),KY,1992,1,5/2/1996
247500,Kemper Military School and College,MO,1992,0,3/20/1996
248400,Metropolitan Community  Colleqe,MO,1992,0,3/20/1996
248400,Metropolitan Community  Colleqe,MO,1992,0,3/20/1996
936100,Empire Technical  School of New Jersey,NJ,1992,0,3/20/1996
1260800,Du Quoin Beauty Colleqe,IL,1992,0,3/20/1996
2493600,Chattanooga Barber College,TN,1992,0,3/20/1996
2548200,San Antonio Technical College,TX,1992,0,3/20/1996
2564700,Elaine Steven Beauty Colleqe,MO,1992,0,3/20/1996
2248700,Buffalo Vocational Technical  Center,NY,1992,0,3/22/1996
988400,Aladdin Beauty College #4,TX,1992,0,11/4/1996
1096600,Aladdin Beauty College #9,OK,1992,0,11/4/1996
2100700,Aladdin Beauty Colleqe #8,TX,1992,0,11/4/1996
738800,Lonq Island Beauty School,NY,1992,0,11/5/1996
813700,Aladdin Beauty College #18,TX,1992,0,11/5/1996
2495100,Maryland Beauty Academy,MD,1992,1,5/15/1996
2154700,Miami Technical Institute,FL,1992,1,5/20/1996
988400,Aladdin Beauty College #4,TX,1992,1,11/6/1996
1096600,Aladdin Beauty College #9,OK,1992,1,11/6/1996
1096900,Aladdin Beauty College #13,TX,1992,1,11/6/1996
1249200,Aladdin Beauty College #26,TX,1992,1,11/6/1996
1306600,Aladdin Beauty Colleqe #5,TX,1992,1,11/6/1996
2100700,Aladdin Beauty Colleqe #8,TX,1992,1,11/6/1996
2117900,Ross Technical Institute,Ml,1992,1,11/6/1996
2139000,Craft Institute (The),PA,1992,1,11/6/1996
2180100,Ross Medical Education Center,Ml,1992,1,11/6/1996
2281400,Aladdin Beauty College #3,TX,1992,1,11/6/1996
2281600,Aladdin Beauty Colleqe #15,TX,1992,1,11/6/1996
2284300,Interactive College of Technology,GA,1992,1,11/6/1996
2323100,Pat Goins Shreveport  Beauty School,LA,1992,1,11/6/1996
2331300,Interactive Learninq Systems,TX,1992,1,11/6/1996
2339700,Ross Medical Education Center,Ml,1992,1,11/6/1996
462100,Ayers Career College,LA,1992,0,11/6/1996
492400,Forrest Junior College,sc,1992,0,11/6/1996
754700,Lincoln College of Technology,co,1992,0,11/6/1996
953100,Spa School (The),OH,1992,0,11/6/1996
1005700,American Commercial College,TX,1992,0,11/6/1996
1093000,Suburban Technical  School,NY,1992,0,11/6/1996
1094500,Nationwide  Beauty Academy,OH,1992,0,11/6/1996
1096900,Aladdin Beauty College #13,TX,1992,0,11/6/1996
1100600,American  Institute of Design,PA,1992,0,11/6/1996
1127700,Aladdin Beauty Colleqe #1,TX,1992,0,11/6/1996
1152100,Education  Dynamics  Institution,NV,1992,0,11/6/1996
1158700,McCarrie  Schools of Health Sciences & Technology,PA,1992,0,11/6/1996
1181000,Taylor Business  Institute,IL,1992,0,11/6/1996
1184100,John Jay Beauty College,LA,1992,0,11/6/1996
1209000,Reignbow  Beauty Academy,NJ,1992,0,11/6/1996
1209300,American Beauty Colleqe,TX,1992,0,11/6/1996
1229900,Aladdin Beauty College #19,TX,1992,0,11/6/1996
1248500,Aladdin Beauty Colleqe #25,TX,1992,0,11/6/1996
1249200,Aladdin Beauty College #26,TX,1992,0,11/6/1996
1306600,Aladdin Beauty Colleqe #5,TX,1992,0,11/6/1996
2117900,Ross Technical Institute,Ml,1992,0,11/6/1996
2218500,South Texas Vocational Technical Institute,TX,1992,0,11/6/1996
2264600,Career Institute (The),PA,1992,0,11/6/1996
2281400,Aladdin Beauty College #3,TX,1992,0,11/6/1996
2281600,Aladdin Beauty Colleqe #15,TX,1992,0,11/6/1996
2284300,Interactive College of Technology,GA,1992,0,11/6/1996
2323100,Pat Goins Shreveport  Beauty School,LA,1992,0,11/6/1996
2326400,Tri-City Barber School,PA,1992,0,11/6/1996
2331300,Interactive Learninq Systems,TX,1992,0,11/6/1996
2337300,Academy of Creative Hair Desiqn,FL,1992,0,11/6/1996
2339500,West Coast Training,OR,1992,0,11/6/1996
2339700,Ross Medical Education Center,Ml,1992,0,11/6/1996
2548800,South Texas Vocational Technical Institute,TX,1992,0,11/6/1996
2584400,New England Tractor Trailer Training School of Mass,Rl,1992,0,11/6/1996
2608500,Delta Career Institute,TX,1992,0,11/6/1996
3068800,Aladdin Beauty College #28,TX,1992,0,11/6/1996
111900,Barstow Community  College,CA,1992,1,7/29/1996
1291600,Hair Design School (The),KY,1992,1,7/29/1996
2331000,Maryland Beauty Academy of Essex,MD,1992,1,7/29/1996
1183000,Berk Trade & Business  School,NY,1992,1,7/30/1996
2154900,Missouri School of Barbering  & Hairstyling-St.  Louis,MO,1992,1,8/8/1996
1100800,Aladdin Beauty College #2,TX,1992,0,10/9/1996
861100,"CUNY, Hostos Community  College",NY,1992,1,9/24/1996
1212800,Southwestern Colleqe,OH,1992,0,9/25/1996
855500,Hair Design Institute at Livingston  Street,NY,1992,0,10/18/1996
1192100,Westchester School of Beauty Culture,NY,1992,0,10/18/1996
2099700,Ross Medical Education Center,Ml,1992,0,10/18/1996
2139000,Craft Institute (The),PA,1992,0,10/18/1996
2252800,Continental  Dental Assistant School,NY,1992,0,10/18/1996
2265400,Aladdin Beauty College #21,TX,1992,0,10/18/1996
2598100,Florida Technical  College- Tampa,FL,1992,0,10/18/1996
3019800,PCI Health Training Center,TX,1992,0,10/18/1996
1207300,Bryan Institute,OK,1992,0,10/21/1996
1011200,Bryan Institute,KS,1992,0,10/22/1996
1021000,Prospect Hall School of Business,FL,1992,0,10/22/1996
2180100,Ross Medical Education Center,Ml,1992,0,10/22/1996
2598200,Florida Technical  College of Jacksonville,FL,1992,0,10/22/1996
2074900,Chris Beauty College,MS,1992,0,10/23/1996
2262700,Delaware County Institute of Training,PA,1992,0,10/23/1996
2341000,Capps Colleqe,AL,1992,0,10/23/1996
927900,Edutek Professional  Colleges,CA,1992,0,10/24/1996
2141300,Dickinson Warren Colleqe,CA,1992,0,10/24/1996
2312400,LA Colleqe International,CA,1992,0,10/24/1996
2580700,Truck Driving Academy,CA,1992,0,10/24/1996
2314900,Advanced Career Traininq,PA,1992,0,10/29/1996
1073000,TRC -Jan Mar Beauty Academy,VA,1992,0,10/30/1996
2599100,Remington  College,AR,1992,0,10/31/1996
3042500,Apollo College,OR,1992,0,10/31/1996
2344400,Gordon Phillips School of Beauty Culture,MD,1992,0,1/15/1997
902200,Associated Technical College,CA,1992,1,3/26/1997
2312600,Aladdin Beauty College #27,TX,1992,0,4/14/1997
1197900,Blake Business  School,NY,1992,0,7/24/1997
2255600,Marinello  School of Beauty,CA,1992,1,5/8/1997
2273300,Joseph Donahue International  School of Hairstyling,PA,1992,0,1/8/1998
2351700,Donia School of Beauty Culture,KY,1993,1,10/1/1996
2307000,Ross Medical Education Center,Ml,1993,0,11/1/1996
1309500,Salon Success  Academy,CA,1993,1,10/2/1996
2568100,Texas Barber Colleges  & Hairstyling Schools,TX,1993,0,9/3/1996
2574000,Alma's Beauty Colleqe,TN,1993,0,9/3/1996
2614400,Brazosport  Beauty Colleqe,TX,1993,0,9/3/1996
2125000,Career Academy of Beauty,CA,1993,1,10/3/1996
2349500,Cannella School of Hair Desiqn,IL,1993,1,10/3/1996
957800,Jon Louis School of Beauty,NY,1993,1,9/4/1996
988400,Aladdin Beauty Colleqe #4,TX,1993,0,11/4/1996
1096600,Aladdin Beauty Colleqe #9,OK,1993,0,11/4/1996
2100700,Aladdin Beauty College #8,TX,1993,0,11/4/1996
2523300,Roberts Institute of Hair Design of Langley Park,MD,1993,0,11/4/1996
738800,Long Island Beauty School,NY,1993,0,11/5/1996
813700,Aladdin Beauty College #18,TX,1993,0,11/5/1996
1088700,Connecticut  Business  Institute,CT,1993,0,11/5/1996
2319000,Computer  Learninq Centers Chicaqo,IL,1993,0,11/5/1996
2599900,Sierra Hi-Tech,CA,1993,0,11/5/1996
2258400,Aveda Institute Baton Rouge,LA,1993,1,11/6/1996
462100,Avers Career College,LA,1993,0,11/6/1996
492400,Forrest Junior College,sc,1993,0,11/6/1996
720300,Richards  Beauty Colleges,CA,1993,0,11/6/1996
754700,Lincoln College of Technology,co,1993,0,11/6/1996
843500,lnterboro Institute,NY,1993,0,11/6/1996
903300,Pueblo College of Business & Technology,co,1993,0,11/6/1996
953100,Spa School (The),OH,1993,0,11/6/1996
965800,Riqqs Lemar Beauty Colleqe,OH,1993,0,11/6/1996
1005700,American Commercial Colleqe,TX,1993,0,11/6/1996
1093000,Suburban Technical  School,NY,1993,0,11/6/1996
1094500,Nationwide  Beauty Academy,OH,1993,0,11/6/1996
1096900,Aladdin Beauty College #13,TX,1993,0,11/6/1996
1100600,American  Institute of Design,PA,1993,0,11/6/1996
1127700,Aladdin Beauty Colleqe #1,TX,1993,0,11/6/1996
1152100,Education  Dynamics  Institution,NV,1993,0,11/6/1996
1158700,McCarrie  Schools of Health Sciences & Technology,PA,1993,0,11/6/1996
1181000,Taylor Business  Institute,IL,1993,0,11/6/1996
1184100,John Jay Beauty Colleqe,LA,1993,0,11/6/1996
1209000,ReignbowBeautyAcademy,NJ,1993,0,11/6/1996
1229900,Aladdin Beauty College #19,TX,1993,0,11/6/1996
1249200,Aladdin Beauty College #26,TX,1993,0,11/6/1996
1306600,Aladdin Beauty College #5,TX,1993,0,11/6/1996
2117900,Ross Technical Institute,Ml,1993,0,11/6/1996
2163000,Winchester  Beauty College,KY,1993,0,11/6/1996
2171300,Americana Beauty College #6,co,1993,0,11/6/1996
2218500,South Texas Vocational Technical Institute,TX,1993,0,11/6/1996
2235900,Academy of Hair Desiqn #4,MS,1993,0,11/6/1996
2264600,Career Institute (The),PA,1993,0,11/6/1996
2275000,Jenny Lea Academy of Cosmetology,KY,1993,0,11/6/1996
2281400,Aladdin Beauty College #3,TX,1993,0,11/6/1996
2281600,Aladdin Beauty Colleqe #15,TX,1993,0,11/6/1996
2284300,Interactive College of Technology,GA,1993,0,11/6/1996
2323100,Pat Goins Shreveport  Beauty School,LA,1993,0,11/6/1996
2326400,Tri-City Barber School,PA,1993,0,11/6/1996
2331300,Interactive Learninq Systems,TX,1993,0,11/6/1996
2337300,Academy of Creative Hair Design,FL,1993,0,11/6/1996
2339500,West Coast Traininq,OR,1993,0,11/6/1996
2339700,Ross Medical Education Center,Ml,1993,0,11/6/1996
2523800,Shear Success Traininq Academy,OK,1993,0,11/6/1996
2547200,Professional  Hair Design Academy,sc,1993,0,11/6/1996
2548800,South Texas Vocational Technical Institute,TX,1993,0,11/6/1996
2575600,Academy of Health Careers,Ml,1993,0,11/6/1996
2576500,CC's Cosmetoloqy  Colleqe,OK,1993,0,11/6/1996
2584400,New Enqland Tractor Trailer Traininq School of Mass,Rl,1993,0,11/6/1996
2585800,Drake School of Westchester,NY,1993,0,11/6/1996
2599500,Empire Beauty School,IL,1993,0,11/6/1996
2608500,Delta Career Institute,TX,1993,0,11/6/1996
3068800,Aladdin Beauty College #28,TX,1993,0,11/6/1996
2105600,Vatterott Educational  Centers,MO,1993,1,7/25/1996
2154900,Missouri School of Barberinq  & Hairstylinq-St.  Louis,MO,1993,1,8/8/1996
1096200,Moore Universite' of Hair Desiqn,OH,1993,1,10/8/1996
1287900,Pat Goins Benton Road Beauty School,LA,1993,1,10/8/1996
1288000,Pat Goins Beauty School,LA,1993,1,10/8/1996
1298900,Oceanside  College of Beauty,CA,1993,1,10/8/1996
2122800,Mr Dels School of Cosmetology,FL,1993,1,10/8/1996
111900,Barstow Community  College,CA,1993,1,10/8/1996
736700,Marinello  Schools of Beauty,NV,1993,1,10/8/1996
893900,Cannella School of Hair Design,IL,1993,1,10/8/1996
2527500,Houston Training Schools,TX,1993,1,10/8/1996
2601900,Miami Institute of Technology,FL,1993,1,10/8/1996
2528500,Gulf Coast Academy of Cosmetology,FL,1993,0,8/21/1996
2527700,Continental  Beauty School,OH,1993,0,8/23/1996
741700,Contemporary School of Beauty Culture,NY,1993,1,8/26/1996
1293900,Covina Beauty College,CA,1993,0,8/27/1996
2580900,Blue Island School of Cosmetology,IL,1993,0,8/27/1996
2589200,Healthstaff Traininq Institute,CA,1993,0,8/27/1996
127200,San Bernardino  Valley College,CA,1993,1,8/27/1996
710700,Essex County College,NJ,1993,0,8/28/1996
2174500,Kentucky Dept for Adult & Technical  Ed - Ballard Cou,KY,1993,0,8/28/1996
2212000,Jeffie Liles Academy of Hair Desiqn,MS,1993,0,8/28/1996
2588300,Advance Beauty Colleqe,sc,1993,0,8/28/1996
2595300,Okmulgee  School of Hair Design,OK,1993,0,8/28/1996
2527200,Farah's School of Beauty Culture,sc,1993,0,8/29/1996
1100800,Aladdin Beauty College #2,TX,1993,0,10/9/1996
2286100,Naes Colleqe,IL,1993,0,9/17/1996
2148300,Manhattan Beauty School,FL,1993,1,9/23/1996
782600,Berean Institute,PA,1993,1,9/23/1996
861100,"CUNY, Hostos Community  College",NY,1993,1,9/24/1996
1212800,Southwestern College,OH,1993,0,9/25/1996
2224600,Tri-State Cosmetoloqy Institute,TX,1993,1,9/26/1996
2593300,Heald College,CA,1993,1,9/30/1996
936100,Empire Technical  School of New Jersey,NJ,1993,1,9/10/1996
2245600,Warren County Career Center,OH,1993,0,9/10/1996
2522700,Eastland Vocational School District,OH,1993,0,9/10/1996
1291600,Hair Design School (The),KY,1993,1,10/16/1996
535700,Tennessee  Technology Center at Crump,TN,1993,0,10/16/1996
2228600,Jerrylee Beauty Colleqe - Roseville,CA,1993,0,10/16/1996
2556000,Anqelo's School of Cosmetoloqy Arts & Science,LA,1993,0,10/16/1996
2583100,Minnesota  School of Barbering,MN,1993,0,10/16/1996
855500,Hair Design Institute at Livingston  Street,NY,1993,0,10/18/1996
1192100,Westchester School of Beauty Culture,NY,1993,0,10/18/1996
2099700,Ross Medical Education Center,Ml,1993,0,10/18/1996
2139000,Craft Institute (The),PA,1993,0,10/18/1996
2145900,Rice Belt Vocational School,AR,1993,0,10/18/1996
2252800,Continental  Dental Assistant School,NY,1993,0,10/18/1996
2252900,Kentucky Colleqe of Barberinq  & Hairstylinq,KY,1993,0,10/18/1996
2265400,Aladdin Beauty College #21,TX,1993,0,10/18/1996
2359000,Middlesex  County Vocational & Technical  High Schoo,NJ,1993,0,10/18/1996
2532100,Business Career Traininq Institute,WA,1993,0,10/18/1996
2558700,Prism Career Institute,PA,1993,0,10/18/1996
2598100,Florida Technical  College- Tampa,FL,1993,0,10/18/1996
2613900,Computer  Business Colleqe,CA,1993,0,10/18/1996
3019800,PCI Health Training Center,TX,1993,0,10/18/1996
1006100,Bryant and Stratton College,VA,1993,0,10/21/1996
1207300,Bryan Institute,OK,1993,0,10/21/1996
1011200,Bryan Institute,KS,1993,0,10/22/1996
1021000,Prospect Hall School of Business,FL,1993,0,10/22/1996
2180100,Ross Medical Education Center,Ml,1993,0,10/22/1996
2283800,Beauty Schools of America,FL,1993,0,10/22/1996
2313300,Lanewton School of Beauty Culture,MA,1993,0,10/22/1996
2338400,Fort Pierce Beauty Academy,FL,1993,0,10/22/1996
2340000,Colonial Heiqhts Beauty Academy,VA,1993,0,10/22/1996
2573200,La Belle Beauty Academy,FL,1993,0,10/22/1996
2598200,Florida Technical  College of Jacksonville,FL,1993,0,10/22/1996
2074900,Chris Beauty College,MS,1993,0,10/23/1996
2091200,Elegance  International,CA,1993,0,10/23/1996
2341000,Capps College,AL,1993,0,10/23/1996
927900,Edutek Professional  Colleqes,CA,1993,0,10/24/1996
2141300,Dickinson Warren College,CA,1993,0,10/24/1996
2312400,LA College International,CA,1993,0,10/24/1996
2543400,Brownson Technical  School,CA,1993,0,10/24/1996
2555200,Golden State School,CA,1993,0,10/24/1996
2580700,Truck Driving Academy,CA,1993,0,10/24/1996
948200,Mansfield Business Colleqe,TX,1993,1,10/28/1996
960700,House of Heavilin Beauty Colleqe,MO,1993,1,10/28/1996
961300,Merrillville  Beauty Colleqe,IN,1993,1,10/28/1996
967400,Moler Beauty Colleqe,LA,1993,1,10/28/1996
973200,Virginia Farrell Beauty School,Ml,1993,1,10/28/1996
973400,Virginia Farrell Beauty School,Ml,1993,1,10/28/1996
973600,Virginia Farrell Beauty School,Ml,1993,1,10/28/1996
989800,Demmon  School of Beauty,LA,1993,1,10/28/1996
1006200,Metropolitan Community  College,IL,1993,1,10/28/1996
1046000,American Baptist Theoloqical  Seminary,TN,1993,1,10/28/1996
1047000,Kalamazoo Beauty Academy,Ml,1993,1,10/28/1996
1065600,State College of Beauty,Ml,1993,1,10/28/1996
1071200,State College of Beauty,Ml,1993,1,10/28/1996
1112600,Garces Commercial College,FL,1993,1,10/28/1996
1123700,Southern Community  Colleqe,AL,1993,1,10/28/1996
1150600,Indiana Barber/Stylist  Colleqe,IN,1993,1,10/28/1996
1153600,Tusla Academy of Hairstyling,OK,1993,1,10/28/1996
1153700,Mid-America Area Vocational-Technical School Distri,OK,1993,1,10/28/1996
1163100,"D-Jay's School of Beauty, Arts & Sciences",LA,1993,1,10/28/1996
1164600,Virqinia Farrell Beauty School,Ml,1993,1,10/28/1996
1172700,Delaware Technical & Community  Colleqe,DE,1993,1,10/28/1996
1197100,Trend Beauty College,IL,1993,1,10/28/1996
1199100,Belzer Yeshiva,NY,1993,1,10/28/1996
1204700,"MTA School, Resident School",PA,1993,1,10/28/1996
1240400,Lexington Beauty College,KY,1993,1,10/28/1996
1244600,Universal College of Beauty,CA,1993,1,10/28/1996
1246400,Bronx Beauty School,NY,1993,1,10/28/1996
1248100,Dolphin Technical Institutes,TX,1993,1,10/28/1996
1255500,M.J. Murphy Beauty College of Saginaw,Ml,1993,1,10/28/1996
1259100,Marion County Area Technology Center,KY,1993,1,10/28/1996
1261100,Ronnie & Dormans  School of Hair Design,LA,1993,1,10/28/1996
1265000,Marinello  School of Beauty,CA,1993,1,10/28/1996
1273800,Kentucky Technical  - Mayfield/Graves County Area V,KY,1993,1,10/28/1996
1293100,Velma B's Beauty Academy,TX,1993,1,10/28/1996
1300300,Neilson  Beauty College,TX,1993,1,10/28/1996
1307700,Page Antelope Valley Beauty School,CA,1993,1,10/28/1996
2055600,Larry's Academy of Hairstyling,LA,1993,1,10/28/1996
2059800,Paris Beauty College,CA,1993,1,10/28/1996
2064300,Sierra College of Beauty,CA,1993,1,10/28/1996
2092800,Tennessee  Technology Center at Whiteville,TN,1993,1,10/28/1996
2115300,Pinellas Technical Education Centers - St. Petersburg,FL,1993,1,10/28/1996
2140900,Hair Design School (The),FL,1993,1,10/28/1996
2142500,Beauty Careers Training Center,FL,1993,1,10/28/1996
2154100,Romar Beauty Academy,FL,1993,1,10/28/1996
2166800,John Amico's School of Hair Desiqn,IL,1993,1,10/28/1996
2168100,Tri County Career Center/Adult  Career Center,OH,1993,1,10/28/1996
2177900,State Barber & Hair Design College,OK,1993,1,10/28/1996
2182400,Omni Technical School,FL,1993,1,10/28/1996
2189400,Ray-Mar Beauty Academy,FL,1993,1,10/28/1996
2191800,Moler Beauty Colleqe,LA,1993,1,10/28/1996
2200400,Sikeston Beauty College,MO,1993,1,10/28/1996
2202400,Professional  Cosmetology  Education Center,AR,1993,1,10/28/1996
2211000,Hairmasters  University of Beauty,CA,1993,1,10/28/1996
2214700,Almas Beauty Colleqe,Ml,1993,1,10/28/1996
2221300,Marinello  School of Beauty,CA,1993,1,10/28/1996
2236400,"Thanh Le Colleqe, School of Cosmetoloqy",CA,1993,1,10/28/1996
2239100,Central Texas Beauty College #2,TX,1993,1,10/28/1996
2248200,Milan Institute of Cosmetology,TX,1993,1,10/28/1996
2249900,Delta Beauty College,MS,1993,1,10/28/1996
2251700,Foster's Cosmetoloqy Colleqe,MS,1993,1,10/28/1996
2265200,Global Business  Institute,NY,1993,1,10/28/1996
2266200,American Professional  Institute,GA,1993,1,10/28/1996
2266300,Rehberq's Hairstylinq  Academy,FL,1993,1,10/28/1996
2269300,Stevenson's  Academy of Hair Desiqn,LA,1993,1,10/28/1996
2279200,Dudley Beauty College,DC,1993,1,10/28/1996
2282200,Skiles University of Hair Desiqn,TX,1993,1,10/28/1996
2284200,New Tyler Barber Colleqe,AR,1993,1,10/28/1996
912900,Empire Beauty School,MA,1993,0,10/28/1996
2197300,Hollywood Cosmetology  Center,OK,1993,0,10/28/1996
360300,Ranger College,TX,1993,1,10/28/1996
531200,Red River Technology  Center,OK,1993,1,10/28/1996
533900,Metro Technology Centers School District #22,OK,1993,1,10/28/1996
549100,KY Tech - Paducah  Area Technology  Center,KY,1993,1,10/28/1996
549300,Madisonville Technical  College,KY,1993,1,10/28/1996
560500,Pinellas Technical Education Center- Clearwater Can,FL,1993,1,10/28/1996
576300,Central Georgia Technical  College,GA,1993,1,10/28/1996
704400,Crowley's Ridge Technical  Institute,AR,1993,1,10/28/1996
718700,North Adrian's Beauty College,CA,1993,1,10/28/1996
841600,Richards  Beauty College,CA,1993,1,10/28/1996
892300,Classic Beauty Colleges,AZ,1993,1,10/28/1996
910400,Riverside  Hairstyling  Academy,FL,1993,1,10/28/1996
2295500,Cannella School of Hair Desiqn,IL,1993,1,10/28/1996
2309900,Lewis Weinberger  & Hill Beauty School,OH,1993,1,10/28/1996
2310300,Columbia  Beauty School,sc,1993,1,10/28/1996
2313800,Consolidated Weldinq Schools,CA,1993,1,10/28/1996
2319500,Charles  Academy of Beauty Culture,AL,1993,1,10/28/1996
2323800,Gaither & Company  Beauty College,AL,1993,1,10/28/1996
2324400,Allstate Hairstyling & Barber College,OH,1993,1,10/28/1996
2327800,Pineville Beauty School,LA,1993,1,10/28/1996
2329200,Victor Georqe Beauty Academy,OH,1993,1,10/28/1996
2337600,Northwest Beauty School,MD,1993,1,10/28/1996
2337900,College of Hair Design Careers,OR,1993,1,10/28/1996
2339800,Southern Institute of Cosmetoloqy- Main Campus,TN,1993,1,10/28/1996
2340800,J & M Academy of Cosmetology,KY,1993,1,10/28/1996
2343100,Northwest  Arkansas College of Cosmetology,AR,1993,1,10/28/1996
2346400,Lady Helen's School of Beauty,ID,1993,1,10/28/1996
2348200,Mid-South Community  Colleqe,AR,1993,1,10/28/1996
2353900,Dootson School of Trucking,CA,1993,1,10/28/1996
2356500,American Beauty Academy,MS,1993,1,10/28/1996
2491400,Spanish-American Institute,NY,1993,1,10/28/1996
2493400,Alexandria Academy of Beauty Culture,LA,1993,1,10/28/1996
2520900,American Bartenders  School,NY,1993,1,10/28/1996
2521300,International  Dealers School,CA,1993,1,10/28/1996
2522400,Abbeville Beauty Academy,LA,1993,1,10/28/1996
2526900,Moler Beauty Colleqe,LA,1993,1,10/28/1996
2529500,Hamrick  School,OH,1993,1,10/28/1996
2538100,Mr John's School of Cosmetoloqy,IL,1993,1,10/28/1996
2549900,Consumer  Electronics Training Center,IL,1993,1,10/28/1996
2569900,Florida School of Business,FL,1993,1,10/28/1996
2573300,Advance School of Driving,CA,1993,1,10/28/1996
2575800,Avanti Hair Tech,FL,1993,1,10/28/1996
2601600,Henry W Brewster Technical Center,FL,1993,1,10/28/1996
2620100,Louisiana Hair Design College,LA,1993,1,10/28/1996
2623400,RTI Technical  Institute,FL,1993,1,10/28/1996
3001600,Jett College of Cosmetology,TN,1993,1,10/28/1996
3025300,Academy for Career Education,NY,1993,1,10/28/1996
3026700,Avanti Hair Tech,FL,1993,1,10/28/1996
995800,Hicks Academy of Beauty Culture,VA,1993,1,10/29/1996
2211900,Cheeks International  Academy of Beauty Culture,WY,1993,1,10/29/1996
2276500,Portsmouth  School of Beauty Culture,VA,1993,1,10/29/1996
