OPE_ID,SCH_NM,YEAR,SANC_DESC,REAS_DESC,Appeal Type,Appeal Status,Prior loss,loss date,
3008100,American College of Beauty Culture,1996,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Lose,,
3012300,ASM Beauty World Academy,1996,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,0,3/23/1999
3023800,Aims Academy,1996,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Request for Adjustment,Win,,
3026700,Avanti Hair Tech,1996,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,,
3028500,Lawton School,1996,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,na,Lose,,
3031000,American Center for Career Training,1996,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,,
3054100,Royale College of Beauty,1996,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Win,,
3061100,Stylemasters  Beauty Academy,1996,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,0,1/11/1999
3062300,Westech College,1996,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Request for Adjustment,Win,,
3068800,Aladdin Beauty College #28,1996,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,,
3089900,Yonkers Beauty Culture School,1996,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,na,Lose,,
