OPE_ID,SCH_NM,YEAR,SANC_DESC,REAS_DESC,Appeal Type,Appeal Status,Prior loss,loss date
2572500,Davenport  Barber Styling College,,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,0,5/12/1998
1229900,Aladdin Beauty College #19,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,1,6/9/1998
2139000,Craft Institute (The),1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,1,6/9/1998
2265400,Aladdin Beauty College #21,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,1,6/9/1998
2287300,Academy of Hair Care,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,0,6/9/1998
3036000,School of Business & Banking,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,1,6/9/1998
775200,Jon Louis School of Beauty,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,0,6/17/1998
1192100,Culture,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,1,6/17/1998
1314300,Jon Louis School of Beauty,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,0,6/17/1998
2616600,Shear Ego International School of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,0,7/16/1998
2577700,Beauty College of America,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,0,7/23/1998
1103100,Technical Career  Institutes,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Lose,,
1292100,"Blaine, The Beauty Career Schools",1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,1/21/1998
2520200,California Career School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,3/10/1998
809000,Bryman College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,4/9/1998
1183000,Berk Trade & Business School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,4/9/1998
449400,Bryman College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,4/14/1998
760600,Bryman College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,4/14/1998
2156300,Margate School of Beauty,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,0,4/14/1998
2100700,Aladdin Beauty College #8,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,4/15/1998
2165000,Eldorado College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,4/15/1998
2504900,Academy of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,0,4/15/1998
972700,Flexer Beauty School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,4/16/1998
1112100,Bryman College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,4/16/1998
1159800,Orange County Business College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,0,4/16/1998
3061400,Ascension College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,0,4/27/1998
2585800,Drake School of Westchester,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,5/28/1998
3087800,ITITechnical Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,0,6/4/1998
1191500,Drake Business School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,6/17/1998
1191700,Drake School of Manhattan,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,6/17/1998
1191800,Drake School of the Bronx,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,6/17/1998
738800,Learning Institute for Beauty Sciences,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,6/24/1998
2219500,Mildred Elley,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,6/24/1998
843500,lnterboro Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,1,7/1/1998
3031000,American Center for Career Training,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,0,9/9/1998
2312200,Texas School of Business,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Lose,,
960700,House of Heavilin Beauty College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Lose,1,2/25/1998
2360300,Ralph Amodei International Institute of Hair Design & Technology,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Lose,1,2/25/1998
1197100,Trend Beauty College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Lose,1,3/10/1998
2357700,Academy of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Lose,0,4/15/1998
2490700,Hair Fashions by Kaye Beauty College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Lose,0,4/15/1998
2576500,CC's Cosmetology College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Lose,1,4/15/1998
2608500,Delta Career Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Lose,1,4/15/1998
1041700,Connecticut Institute of Hair Design,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Lose,0,4/16/1998
2238500,Central State Beauty Academy,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Lose,0,4/16/1998
2262700,Delaware County Institute of Training,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Lose,1,4/16/1998
2361500,Michigan Barber School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Lose,1,4/28/1998
2090800,Newport School of Hairdressing,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Lose,,
560500,Pinellas Technical Education Center - Clearwater Campus,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,na,Lose,1,2/25/1998
912900,Learning Institute for Beauty Sciences,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Request for Adjustment,Lose,1,4/9/1998
482500,Taylor Business Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Request for Adjustment,Lose,1,4/14/1998
2538300,Delta College of Arts & Technology,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Request for Adjustment,Lose,1,4/14/1998
2122000,New England Hair Academy,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Request for Adjustment,Lose,0,4/15/1998
2515500,California Business Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Request for Adjustment,Lose,1,4/15/1998
1009800,Morrison University,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Request for Adjustment,Lose,0,5/1/1998
2185400,Saint Augustine College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Request for Adjustment,Lose,0,5/7/1998
2593300,Heald College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Request for Adjustment,Lose,1,6/9/1998
855500,Hair Design Institute at Livingston Street,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Request for Adjustment,Lose,1,6/17/1998
2105900,Hair Design Institute at Fifth Avenue,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Request for Adjustment,Lose,0,6/25/1998
2063600,Tad Technical  Institute - Kansas City,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Win,,
2255400,International School of Cosmetology,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Erroneous Data,Win,,
3019500,Macon Beauty School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Loan Servicing,Win,,
118800,Compton Community College,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Win,,
2125000,Career Academy of Beauty,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Win,,
2148300,Manhattan Beauty School,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Win,,
2154900,Missouri School of Barbering & Hairstyling - St. Louis,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Win,,
2166400,lnstituto de Banca y Comercio,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Win,,
2224600,Tri-State  Cosmetology Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Win,,
2299900,A Business Career Institute,1995,"Immediate loss of GSL, FFEL, and FDSLP",Three CDRs equal to 25.0% or greater,Mitigating Circumstances,Win,,
241200,Mary Holmes College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%,,,,
404400,Kentucky Technical - Letcher County Area Technology Center,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%,,,,
528200,Tennessee Technology Center at  Hartsville,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%,,,,
547200,Louisiana Technical College - Sidney N. Collier Campus,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
549100,KY Tech - Paducah Area Technology  Center,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
569300,John M Patterson State Technical College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
573400,H. Councill Trenholm State Technical College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
576300,Central Georgia Technical College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
675600,Louisiana Technical College - Sullivan Campus,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
718700,North Adrian's Beauty College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
736700,Marinello Schools of Beauty,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
745700,Marinello Schools of Beauty,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
752500,Suwannee-Hamilton  Technical Center,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
752600,Washington  Holmes Technical Center,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
808200,Cleveland Community College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
941600,Nasson Institute,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
961300,Merrillville Beauty College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
972700,Flexer Beauty School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
973400,Virginia  Farrell Beauty School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
973600,Virginia  Farrell Beauty School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
988400,Aladdin Beauty College #4,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
989000,Valley Commercial College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
996400,Central Oklahoma Area Vocational-Technical  School District No. 3,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1001700,Payne Theological Seminary,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1055400,Concordia College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1071200,State College of Beauty,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1073000,TRC - Jan Mar Beauty Academy,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1155300,William R  Moore College of Technology,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1164600,Virginia  Farrell Beauty School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1170300,Penta County Vocational School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1191500,Drake Business School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1191700,Drake School of Manhattan,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1191800,Drake School of the Bronx,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1231700,Tulare Beauty College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1248500,Aladdin Beauty College #25,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1251400,Kentucky Technical - Madison County Area Technology Center,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1272600,Montgomery County Area Technology Center,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1273500,Kentucky Technical - Clay County Area Technology Center,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1274300,Benjamin Franklin Career & Technical Center,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
1300300,Neilson Beauty College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2058900,Harvard H Ellis Regional Vocational Technical School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2066100,Ohio State College of Barber Styling,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2077700,Roffler Academy of Hairstylists,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2098900,Payne - Pulliam School of Trade & Commerce,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2140900,Hair Design School (The),1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2185400,Saint Augustine College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2186300,Avanti Hair Tech,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2200100,Bradenton Beauty & Barber Academy,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2200400,Sikeston Beauty College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2208600,Madera Beauty College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2218200,Garnet Career Center,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2223900,Drake College of Business,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2238500,Central State Beauty Academy,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2239100,Central Texas Beauty College #2,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2248200,Amarillo College of Hairdressing,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2253200,Superior Career Institute,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2265200,Global Business Institute,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2269300,Stevenson's Academy of Hair Design,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2276000,Franklin Beauty School #2,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2281400,Aladdin Beauty College #3,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2284200,New Tyler Barber College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2287300,Academy of Hair Care,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2291200,Cannella School of Hair Design,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2295500,Cannella School of Hair Design,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2306700,Fort Worth Beauty School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2317400,Emory College of Puerto Rico,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2317600,Academy of Hair Design,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2320800,Magnolia College of Cosmetology,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2321300,International College & Graduate School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2324400,Allstate Hairstyling & Barber College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2336400,National Computer College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2336500,Kentucky Technical - Bullitt County Area Technology Cener,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2337600,Northwest Beauty School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2346300,US Schools,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2349500,Cannella School of Hair Design,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2351700,Donta School of Beauty Culture,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2353500,Stefans Beauty College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2354500,Southeastern Beauty Schools,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2360300,Ralph Amodei International Institute of Hair Design & Technology,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2361500,Michigan Barber School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2491400,Spanish-American Institute,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2508700,Omni Technical School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2517200,Beacon Career Institute,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2517500,Fort Belknap College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2518900,Barrett & Company School of Hair Design,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2520200,California Career School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2538300,Delta College of Arts & Technology,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2547200,Professional Hair Design Academy,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2549900,Consumer  Electronics Training Center,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2552300,Colegio Mayor de Technologia,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2552700,Advance School of Cosmetology,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2553100,Associated Technical College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2553500,Associated Technical College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2557400,Star College of Cosmetology,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2563100,Preston & Annas Beauty School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2563500,Rogie's School of Beauty Culture,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2574000,Alma's Beauty College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2576500,CC's Cosmetology College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2585300,Pages University of Cosmetology,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2613900,Computer Business College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2614700,Springfield Clark County Joint Vocational  School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
2623400,RTI Technical  Institute,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
3003800,Anderson County Beauty College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
3006000,Classic Beauty Academy,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
3011200,Domestic Health Care Institute,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
3025300,Academy for Career Education,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
3028500,Lawton School,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
3062300,Westech College,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
3065400,Professional Careers Institute,1995,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
