OPE_ID,NAME,ADDR,CITY,ST_CD,ST_DESC,ZIP,ZIP_EXT,PGM_LEN,SCH_TYPE,YR_1,NBD_1,NBR_1,DRATE_1,AVG_1,PRATE_1,YR_2,NBD_2,NBR_2,DRATE_2,AVG_2,PRATE_2,YR_3,NBD_3,NBR_3,DRATE_3,AVG_3,PRATE_3,ETH_CERT,PROGRAM,CON_DIST,REGION,AVGOR_GE30,FFEL_CR,FDSLP_CR
010554,Concordia College,1804 Green Street,Selma,AL,Alabama,36701,3323,Bachelor,Priv,1996,0,1,50,*,FL,1995,0,1,50,*,FL,1994,2,2,40,*,FL,H,F,07,04,1,C,N
005698,Douglas MacArthur State Technical College,1708 North Main Street,Opp,AL,Alabama,36467,0000,Associate,Pub,1996,1,1,38.1,*,FL,1995,5,12,39.6,*,FL,1994,18,50,36,,FL,,F,02,04,1,C,N
005699,George Corley Wallace State Community College - Selma,3000 Earl Goodwin Parkway,Selma,AL,Alabama,36702,1049,Associate,Pub,1996,0,0,33.3,*,FL,1995,1,3,18.2,*,FL,1994,0,0,22.2,*,FL,,F,07,04,1,C,N
023410,Capps College,3100 Cottage Hill Road,Mobile,AL,Alabama,36606,2990,1Yr N/D,Prop,1996,58,198,29.3,,FL,1995,47,168,28,,FL,1994,49,239,20.5,,FL,C,,01,04,1,T,N
001028,Miles College,5500 Myron Massey Boulevard,Fairfield,AL,Alabama,35064,2697,Bachelor,Priv,1996,113,449,25.2,,DU,1995,90,345,26.1,,FL,1994,73,292,25,,FL,H,B,07,04,1,C,C
001017,Gadsden State Community College,1001 George Wallace Drive,East Gadsden,AL,Alabama,35903,2269,Associate,Pub,1996,1,4,25,,FL,1995,1,10,10,,FL,1994,2,25,6.5,*,FL,,F,04,04,1,C,N
001005,Alabama State University,915 South Jackson Street,Montgomery,AL,Alabama,36101,0271,Master/Dr,Pub,1996,291,1211,24,,DU,1995,207,1219,17,,FL,1994,224,1021,21.9,,FL,H,B,02,04,1,C,C
030106,Virginia College of Birmingham,65 Bagby Drive,Birmingham,AL,Alabama,34209,3703,Bachelor,Prop,1996,68,285,23.9,,DU,1995,60,306,19.6,,FL,1994,45,234,19.2,,FL,,B,06,04,1,C,C
001059,Lawson State Community College,"3060 Wilson Road, Southwest",Birmingham,AL,Alabama,35221,1798,Associate,Pub,1996,0,0,23.5,*,FL,1995,3,15,20,*,FL,1994,1,2,28.1,*,FL,H,F,07,04,1,C,N
010193,Herzing College of Business and Technology,280 West Valley Avenue,Homewood,AL,Alabama,35209,4816,Bachelor,Prop,1996,39,166,23.5,,DU,1995,41,192,21.4,,FL,1994,38,210,18.1,,FL,,B,06,04,1,C,C
001021,Jefferson Davis Community College,220 Alco Drive,Brewton,AL,Alabama,36427,0958,Associate,Pub,1996,2,8,23.4,*,FL,1995,8,27,22.5,*,FL,1994,16,76,21.1,,FL,,F,01,04,1,C,N
001044,Stillman College,3600 Stillman Boulevard,Tuscaloosa,AL,Alabama,35403,2602,Bachelor,Priv,1996,68,306,22.2,,DU,1995,66,279,23.7,,FL,1994,48,267,18,,FL,H,B,07,04,1,C,C
001046,Talladega College,627 West Battle Street,Talladega,AL,Alabama,35160,2354,Bachelor,Priv,1996,68,314,21.7,,FL,1995,52,275,18.9,,FL,1994,57,282,20.2,,FL,H,B,03,04,1,C,C
026055,Education America - Southeast College of Technology,828 Downtowner Loop West,Mobile,AL,Alabama,36609,5593,Bachelor,Prop,1996,190,887,21.4,,DU,1995,175,784,22.3,,FL,1994,156,677,23,,FL,,B,01,04,1,C,C
001050,Tuskegee University,PO Box 88,Tuskegee,AL,Alabama,36087,0088,Master/Dr,Priv,1996,149,883,16.9,,DU,1995,130,843,15.4,,FL,1994,113,877,12.9,,FL,H,B,03,04,1,C,C
001002,Alabama Agricultural & Mechanical University,4900 Meridian Street NW,Normal,AL,Alabama,35762,1357,Master/Dr,Pub,1996,172,1031,16.7,,DU,1995,159,930,17.1,,FL,1994,111,681,16.3,,FL,H,B,05,04,1,C,C
004462,Gadsden Business College,750 Forrest Avenue,Gadsden,AL,Alabama,35901,3658,1Yr N/D,Prop,1996,4,28,15.6,*,FL,1995,19,77,24.7,,FL,1994,8,94,8.5,,FL,,B,04,04,1,C,C
001023,Judson College,302 Bibb Street,Marion,AL,Alabama,36756,2504,Bachelor,Priv,1996,13,85,15.3,,FL,1995,3,81,3.7,,FL,1994,4,55,7.3,,FL,,F,07,04,1,C,N
005697,Northwest - Shoals Community College,George Wallace Boulevard,Muscle Shoals,AL,Alabama,35662,2545,Associate,Pub,1996,49,367,13.4,,FL,1995,22,196,11.2,,FL,1994,19,172,11,,FL,,F,05,04,1,C,N
001024,University of West Alabama,205 North Washington,Livingston,AL,Alabama,35470,0000,Master/Dr,Pub,1996,69,553,12.5,,FL,1995,58,462,12.6,,FL,1994,41,343,12,,FL,,F,07,04,1,C,N
001026,Marion Military Institute,1101 Washington Street,Marion,AL,Alabama,36756,3213,Associate,Priv,1996,8,66,12.1,,FL,1995,9,49,18.4,,FL,1994,3,31,9.7,,FL,,F,07,04,1,C,N
001003,Faulkner University,5345 Atlanta Highway,Montgomery,AL,Alabama,36109,3398,1st Prof,Priv,1996,86,755,11.4,,FL,1995,87,630,13.8,,FL,1994,53,477,11.1,,FL,,F,02,04,1,C,N
001019,Huntingdon College,1500 East Fairview Avenue,Montgomery,AL,Alabama,36106,2148,Bachelor,Priv,1996,14,123,11.4,,FL,1995,7,123,5.7,,FL,1994,6,102,5.9,,FL,,F,02,04,1,C,N
001033,Oakwood College,Oakwood Road Northwest,Huntsville,AL,Alabama,35896,0001,Bachelor,Priv,1996,39,349,11.2,,FL,1995,40,404,9.9,,FL,1994,26,347,7.5,,FL,H,F,05,04,1,C,N
001022,Jefferson State Community College,2601 Carson Road,Birmingham,AL,Alabama,35215,3098,Associate,Pub,1996,41,369,11.1,,DU,1995,40,336,11.9,,FL,1994,41,325,12.6,,FL,,B,06,04,1,C,C
001016,University of North Alabama,Wesleyan Avenue,Florence,AL,Alabama,35632,0001,Master/Dr,Pub,1996,92,865,10.6,,FL,1995,59,748,7.9,,FL,1994,45,656,6.9,,FL,,F,05,04,1,C,W
001029,University of Mobile,5735 College Parkway,Mobile,AL,Alabama,36663,0220,Master/Dr,Priv,1996,59,555,10.6,,FL,1995,30,479,6.3,,FL,1994,26,400,6.5,,FL,,F,,04,1,C,N
001040,Southern Union State Community College,750 Roberts Street,Wadley,AL,Alabama,36276,1000,Associate,Pub,1996,11,112,9.8,,FL,1995,13,145,9,,FL,1994,12,111,10.8,,FL,,F,03,04,1,C,N
021997,International Bible College,3625 Helton Drive,Florence,AL,Alabama,35630,6245,Bachelor,Priv,1996,2,19,9.8,*,FL,1995,1,10,9.4,*,FL,1994,1,12,9.3,*,FL,,F,05,04,1,C,N
001052,University of Alabama at Birmingham,317 Hill University Center,Birmingham,AL,Alabama,35294,1150,Master/Dr,Pub,1996,239,2519,9.5,,DU,1995,176,2286,7.7,,DU,1994,92,1810,5.1,,FL,,B,06,04,1,C,C
001055,University of Alabama at Huntsville,124 University Center,Huntsville,AL,Alabama,35899,0001,Master/Dr,Pub,1996,63,677,9.3,,DU,1995,45,586,7.7,,FL,1994,23,453,5.1,,FL,,B,05,04,1,C,C
001030,Bishop State Community College,925 Dauphin Island Parkway,Mobile,AL,Alabama,36605,3299,Associate,Pub,1996,3,33,9.1,,FL,1995,10,70,14.3,,FL,1994,23,140,16.4,,FL,H,F,01,04,1,C,N
001020,Jacksonville State University,"700 Pelham Road, North",Jacksonville,AL,Alabama,36265,1602,Master/Dr,Pub,1996,120,1328,9,,DU,1995,104,1050,9.9,,DU,1994,84,889,9.4,,FL,,B,03,04,1,C,C
001047,Troy State University,University Avenue,Troy,AL,Alabama,36082,0001,Master/Dr,Pub,1996,109,1255,8.7,,FL,1995,112,1140,9.8,,FL,1994,66,885,7.5,,FL,,F,02,04,1,C,N
001049,Troy State University Montgomery,231 Montgomery Street,Montgomery,AL,Alabama,36103,4419,1st Prof,Pub,1996,13,151,8.6,,FL,1995,4,107,3.7,,FL,1994,0,0,5.2,*,FL,C,,07,04,1,T,N
022704,Southeastern Bible College,3001 Highway 280 East,Birimingham,AL,Alabama,35243,4101,Bachelor,Priv,1996,3,35,8.6,,FL,1995,1,30,3.3,,FL,1994,10,73,13.7,,FL,,F,06,04,1,C,N
008310,Auburn University Montgomergy,7300 University Drive,Montgomery,AL,Alabama,36117,3596,Master/Dr,Pub,1996,51,637,8,,DU,1995,103,836,12.3,,FL,1994,74,682,10.9,,FL,,B,02,04,1,C,C
001004,University of Montevallo,Palmer Circle,Montevallo,AL,Alabama,35115,0000,Master/Dr,Pub,1996,45,572,7.9,,DU,1995,37,477,7.8,,FL,1994,26,433,6,,FL,,B,06,04,1,C,C
001013,John C Calhoun State Community College,PO Box 2216,Decatur,AL,Alabama,35609,2216,Associate,Pub,1996,7,89,7.9,,DU,1995,2,39,5.1,,FL,1994,5,38,13.2,,FL,,B,05,04,1,C,C
001057,University of South Alabama,307 University Boulevard,Mobile,AL,Alabama,36688,0002,Master/Dr,Pub,1996,147,2113,7,,FL,1995,113,1952,5.8,,FL,1994,108,1621,6.7,,FL,,F,01,04,1,C,N
001060,Faulkner State Community College,1900 Highway 31 South,Bay Minette,AL,Alabama,36507,2698,Associate,Pub,1996,2,17,6.3,*,FL,1995,1,28,9.9,*,FL,1994,2,34,5.9,,FL,,F,01,04,1,C,N
001051,University of Alabama,Rose Administration Building,Tuscaloosa,AL,Alabama,35487,0120,Bachelor,Pub,1996,197,3199,6.2,,DU,1995,154,2591,5.9,,FL,1994,121,2373,5.1,,FL,,B,07,04,1,C,C
005749,Alabama Aviation & Technical College,1439 South Union Street,Ozark,AL,Alabama,36361,1209,Associate,Pub,1996,3,49,6.1,,FL,1995,1,48,2.1,,FL,1994,1,35,2.9,,FL,,F,05,04,1,C,N
001008,Athens State University,300 North Beaty Street,Athens,AL,Alabama,35611,1999,Bachelor,Pub,1996,18,302,6,,DU,1995,7,220,3.2,,FL,1994,14,244,5.7,,FL,,B,05,04,1,C,C
007871,George C. Wallace State Community College,801 Main Street NE,Hanceville,AL,Alabama,35077,2000,Associate,Pub,1996,0,2,5.3,*,FL,1995,0,9,9.3,*,FL,1994,1,8,8.8,*,FL,,F,04,04,1,C,N
025034,Southern Christian University,1200 Taylor Road,Montgomery,AL,Alabama,36117,3520,Master/Dr,Priv,1996,2,25,4.7,*,FL,1995,1,31,3.2,,FL,1994,1,29,7.1,*,FL,,F,02,04,1,C,N
001048,Troy State University Dothan,501 University Drive,Dothan,AL,Alabama,36304,0368,Master/Dr,Pub,1996,15,323,4.6,,FL,1995,14,249,5.6,,FL,1994,11,177,6.2,,FL,C,,02,04,1,T,N
001009,Auburn University,107 Samford Hall,Auburn University,AL,Alabama,36849,5113,Master/Dr,Pub,1996,113,2657,4.3,,DU,1995,117,2597,4.5,,FL,1994,93,2038,4.6,,FL,,B,03,04,1,C,C
001015,Enterprise State Junior College,600 Plaza Drive,Enterprise,AL,Alabama,36330,3302,Associate,Pub,1996,2,46,4.3,,FL,1995,2,38,5.3,,FL,1994,2,22,11.6,*,FL,,F,02,04,1,C,N
001041,Spring Hill College,4000 Dauphin Street,Mobile,AL,Alabama,36608,1791,Master/Dr,Priv,1996,11,256,4.3,,FL,1995,20,251,8,,FL,1994,13,210,6.2,,FL,,F,01,04,1,C,N
030280,Huntsville Business Institute School of Court Reporting,4900 Corporate Drive,Huntsville,AL,Alabama,35805,6200,3+ Yr N/D,Prop,1996,1,12,3.8,*,FL,1995,0,9,0,*,FL,1994,0,5,0,,FL,,B,05,04,1,C,C
001036,Samford University,800 Lakeshore Drive,Birmingham,AL,Alabama,35229,0002,Master/Dr,Priv,1996,27,781,3.5,,FL,1995,17,726,2.3,,FL,1994,26,863,3,,FL,,F,06,04,1,C,N
022960,Prince Institute of Professional Studies,7735 Atlanta Highway,Montgomery,AL,Alabama,36117,4231,Associate,Prop,1996,1,22,3.1,*,FL,1995,0,17,6,*,FL,1994,1,26,5.6,*,FL,,F,02,04,1,C,N
001012,Birmingham Southern College,900 Arkadelphia Road,Birmingham,AL,Alabama,35254,0002,Master/Dr,Priv,1996,4,178,2.2,,FL,1995,5,146,3.4,,FL,1994,11,167,6.6,,FL,,F,07,04,1,C,N
021706,United States Sports Academy,One Academy Drive,Daphne,AL,Alabama,36526,7098,Master/Dr,Priv,1996,2,125,1.6,,FL,1995,0,128,0,,FL,1994,2,130,1.5,,FL,,F,01,04,1,C,N
001007,Central Alabama Community College,1675 Cherokee Road,Alexander City,AL,Alabama,35011,0000,Associate,Pub,1996,0,4,0,,FL,1995,0,0,0,,FL,1994,0,6,0,*,FL,,F,03,04,1,C,N
001018,George Corley Wallace State Community College at Dothan,"Route 6, Box 62",Dothan,AL,Alabama,36303,9234,Associate,Pub,1996,0,1,0,*,FL,1995,0,2,0,*,FL,1994,0,3,12.2,*,FL,,F,02,04,1,C,N
001031,Northeast Alabama Community College,PO Box 159,Rainsville,AL,Alabama,35986,0159,Associate,Pub,1996,0,0,0,*,FL,1995,0,0,0,*,FL,1994,0,0,0,*,FL,,F,04,04,1,C,N
001034,Alabama Southern Community College,Highway 21 South,Monroeville,AL,Alabama,36461,2000,Associate,Pub,1996,0,2,0,,FL,1995,1,4,25,,FL,1994,1,7,14.3,,FL,,F,01,04,1,C,N
001038,Snead State Community College,200 North Walnut Street,Boaz,AL,Alabama,35957,0734,Associate,Pub,1996,0,0,0,*,FL,1995,0,0,0,*,FL,1994,0,3,5.6,*,FL,,F,04,04,1,C,N
005260,J F Drake State Technical College,3421 Meridian Street North,Huntsville,AL,Alabama,35811,1584,Associate,Pub,1996,0,0,0,*,FL,1995,0,0,0,*,FL,1994,0,0,0,*,FL,H,F,05,04,1,C,N
005691,Shelton State Community College,9500 Old Greensboro Road #206,Tuscaloosa,AL,Alabama,35405,4017,Associate,Pub,1996,0,8,0,,FL,1995,2,15,13.3,,FL,1994,5,27,16.5,*,FL,,F,07,04,1,C,N
005692,Reid State Technical College,PO Box 588,Evergreen,AL,Alabama,36401,0588,Associate,Pub,1996,0,0,0,*,FL,1995,0,0,0,*,FL,1994,0,1,0,*,FL,,F,02,04,1,C,N
005693,John M Patterson State Technical College,3920 Troy Highway,Montgomery,AL,Alabama,36116,2699,Associate,Pub,1996,0,0,0,*,FL,1995,0,1,50,*,FL,1994,0,0,50,*,FL,C,,02,04,1,T,N
005704,Bessemer State Technical College,1100 Ninth Avenue,Bessemer,AL,Alabama,35021,0000,Associate,Pub,1996,0,0,0,*,FL,1995,0,1,0,*,FL,1994,0,0,0,*,FL,,F,06,04,1,C,N
005705,Harry M Ayers State Technical College,1801 Coleman Road,Anniston,AL,Alabama,36207,6858,Associate,Pub,1996,0,0,0,*,FL,1995,0,0,0,*,FL,1994,0,0,0,*,FL,,F,03,04,1,C,N
005733,Bevill State Community College,Highway 78 West State Street,Sumiton,AL,Alabama,35148,0800,Associate,Pub,1996,0,3,0,,FL,1995,6,10,60,,FL,1994,13,86,15.1,,FL,,F,04,04,1,C,N
005734,Trenholm State Technical College,1225 Air Base Boulevard,Montgomery,AL,Alabama,36108,3199,Associate,Pub,1996,0,0,0,*,FL,1995,0,1,66.7,*,FL,1994,0,0,100,*,FL,H,F,07,04,1,C,N
005736,Chauncey Sparks State Technical College,Highway 431 South,Eufaula,AL,Alabama,36072,0580,Associate,Pub,1996,0,0,0,*,FL,1995,0,0,0,*,FL,1994,0,0,0,*,FL,,F,02,04,1,C,N
008988,Lurleen B Wallace State Junior College,PO Box 1418,Andalusia,AL,Alabama,36420,0418,Associate,Pub,1996,0,0,0,*,FL,1995,0,3,0,*,FL,1994,0,1,28.6,*,FL,,F,01,04,1,C,N
011237,Southern Community College,205 South Main Street,Tuskegee,AL,Alabama,36083,0688,2Yr N/D,Priv,1996,0,2,0,*,FL,1995,0,1,0,*,FL,1994,0,2,23.3,*,FL,,F,03,04,1,C,N
012182,Chattahoochee Valley Community College,2602 College Drive,Phenix City,AL,Alabama,36867,7917,Associate,Pub,1996,0,0,0,*,FL,1995,0,1,0,*,FL,1994,0,0,8.3,*,FL,,F,03,04,1,C,N
023238,Gaither & Company Beauty College,414 East Willow Street,Scottsboro,AL,Alabama,35768,1904,1Yr N/D,Prop,1996,0,0,0,*,FL,1995,0,0,33.3,*,FL,1994,0,0,28.6,*,FL,C,,05,04,1,T,N
030325,Alabama State College of Barber Styling,9480 Parkway East,Birmingham,AL,Alabama,35215,8308,1Yr N/D,Prop,1996,0,0,0,*,FL,1995,0,0,0,*,FL,1994,0,1,0,*,FL,,F,06,04,1,C,N
031135,Mitchell Cosmetology College,"116 First Street, South",Alabaster,AL,Alabama,35007,1829,1Yr N/D,Prop,1996,0,0,0,*,FL,1995,N/A,N/A,,,N/A,1994,N/A,N/A,,,N/A,C,,06,04,0,T,N
025769,Charter College,2221 E Northern Lights Blvd,Anchorage,AK,Alaska,99508,4143,Associate,Prop,1996,29,121,24,,FL,1995,33,187,17.6,,FL,1994,48,284,16.9,,FL,,B,AL,10,1,C,C
025410,Career Academy,1415 East Tudor Drive,Anchorage,AK,Alaska,99507,1033,600-899 CH,Prop,1996,6,32,18.8,,FL,1995,1,45,2.2,,FL,1994,13,66,19.7,,FL,,F,AL,10,1,C,N
025833,New Concepts Beauty School,"3677 College Road, Unit IV",Fairbanks,AK,Alaska,99709,3732,1Yr N/D,Prop,1996,0,9,18.2,*,FL,1995,2,7,26.7,*,FL,1994,2,6,18.2,*,FL,,B,AL,10,1,C,C
011462,University of Alaska - Anchorage,3211 Providence Drive,Anchorage,AK,Alaska,99508,8050,Master/Dr,Pub,1996,67,589,11.4,,FL,1995,63,534,11.8,,FL,1994,70,518,13.5,,FL,,F,AL,10,1,C,N
001063,University of Alaska at Fairbanks,,Fairbanks,AK,Alaska,99775,0000,Master/Dr,Pub,1996,37,406,9.1,,FL,1995,41,405,10.1,,FL,1994,34,314,10.8,,FL,,B,AL,10,1,C,C
001061,Alaska Pacific University,4101 University Drive,Anchorage,AK,Alaska,99508,4672,Master/Dr,Priv,1996,4,54,7.4,,FL,1995,6,54,11.1,,FL,1994,10,58,17.2,,FL,,F,AL,10,1,C,N
001065,University of Alaska at Southeast,11120 Glacier Highway,Juneau,AK,Alaska,99801,8680,Master/Dr,Pub,1996,3,57,5.3,,FL,1995,2,37,5.4,,FL,1994,2,37,5.4,,FL,,B,,10,1,C,C
001062,Sheldon Jackson College,801 Lincoln Street,Sitka,AK,Alaska,99835,7699,Bachelor,Priv,1996,3,59,5.1,,FL,1995,5,73,6.8,,FL,1994,6,83,7.2,,FL,,F,AL,10,1,C,N
031603,Alaska Vocational Technical Center,809 Second Avenue,Seward,AK,Alaska,99664,0889,1Yr N/D,Pub,1996,0,0,0,,FL,1995,N/A,N/A,,,N/A,1994,N/A,N/A,,,N/A,,F,,10,0,C,N
010010,American Samoa Community College,PO Box 2609,Pago Pago,AS,American Samoa,96799,2609,Associate,Pub,1996,0,0,0,*,FL,1995,0,1,0,*,FL,1994,0,0,0,*,FL,,F,AL,09,1,C,N
022805,Charles of Italy Beauty College,1987 McCulloch Boulevard,Lake Havasu City,AZ,Arizona,86403,5770,1Yr N/D,Prop,1996,3,15,26.3,*,DU,1995,6,21,19.7,*,FL,1994,6,21,15,*,FL,,B,03,09,1,C,C
009451,Chaparral College,4585 East Speedway Boulevard,Tucson,AZ,Arizona,85712,5300,Bachelor,Prop,1996,85,357,23.8,,DU,1995,106,422,25.1,,FL,1994,90,394,22.8,,FL,,B,05,09,1,C,C
025017,Charles of Italy Beauty College,2350 Miracle Mile Road,Bullhead City,AZ,Arizona,86442,7505,1Yr N/D,Prop,1996,7,25,23.6,*,DU,1995,8,35,22.9,,FL,1994,6,29,19.7,*,FL,,B,03,09,1,C,C
004467,Tucson College,7302-10 East 22nd Street,Tucson,AZ,Arizona,85710,6477,1Yr N/D,Prop,1996,57,269,21.2,,DU,1995,64,296,21.6,,FL,1994,55,330,16.7,,FL,,B,05,09,1,C,C
011864,Mohave Community College,1971 Jagerson Avenue,Kingman,AZ,Arizona,86401,1299,Associate,Pub,1996,38,179,21.2,,FL,1995,24,149,16.1,,FL,1994,36,140,25.7,,FL,,F,03,09,1,C,N
001072,Cochise College,4190 West Highway 80,Douglas,AZ,Arizona,85607,0000,Associate,Pub,1996,87,413,21.1,,FL,1995,85,422,20.1,,FL,1994,44,310,14.2,,FL,,B,05,09,1,C,C
001071,Arizona Western College,9500 South Avenue 8E,Yuma,AZ,Arizona,85365,8847,Associate,Pub,1996,41,203,20.2,,FL,1995,25,170,14.7,,FL,1994,23,146,15.8,,FL,,F,02,09,1,C,N
023611,ITT Technical Institute,1840 East Benson Highway,Tucson,AZ,Arizona,85714,1770,Bachelor,Prop,1996,70,350,20,,FL,1995,43,239,18,,FL,1994,87,462,18.8,,FL,,F,02,09,1,C,N
010847,National Education Center - Arizona Automotive Institute Campus,6829 North 46th Avenue,Glendale,AZ,Arizona,85301,3597,Associate,Prop,1996,65,328,19.8,,FL,1995,119,404,29.5,,FL,1994,160,547,29.3,,FL,,B,02,09,1,C,C
025215,Lamson Junior College,1126 North Scottsdale Road,Tempe,AZ,Arizona,85281,1700,Associate,Prop,1996,17,87,19.5,,FL,1995,11,93,11.8,,FL,1994,45,223,20.2,,FL,,B,01,09,1,C,C
020712,Long Medical Institute,4126 North Black Canyon Highway,Phoenix,AZ,Arizona,85017,4349,Associate,Prop,1996,51,279,18.3,,DU,1995,61,346,17.6,,FL,1994,101,415,24.3,,FL,,B,02,09,1,C,C
021999,American Indian College of the Assemblies of God,10020 North 15th Avenue,Phoenix,AZ,Arizona,85021,2199,Bachelor,Priv,1996,5,21,18.2,*,FL,1995,3,14,14.8,*,FL,1994,0,9,11.8,*,FL,,F,04,09,1,C,N
020652,ITT Technical Institute,4837 East McDowell Road,Phoenix,AZ,Arizona,85008,4292,Bachelor,Prop,1996,38,213,17.8,,FL,1995,33,188,17.6,,FL,1994,46,286,16.1,,FL,,F,01,09,1,C,N
021466,South Mountain Community College,7050 South 24th Street,Phoenix,AZ,Arizona,85040,5898,Associate,Pub,1996,3,10,17.6,*,FL,1995,8,27,21,*,FL,1994,5,54,9.3,,FL,C,,02,09,1,T,N
007266,Pima County Community College,2202 West Anklam Road,Tucson,AZ,Arizona,85709,0001,Associate,Pub,1996,250,1438,17.4,,FL,1995,182,1132,16.1,,FL,1994,171,1108,15.4,,FL,,B,05,09,1,C,C
021138,Roberto-Venn School of Luthiery,4011 South 16th Street,Phoenix,AZ,Arizona,85040,1314,600-899 CH,Prop,1996,4,19,17.2,*,FL,1995,3,22,14.5,*,FL,1994,4,23,13.2,*,FL,,F,02,09,1,C,N
022950,Academy of Business College,2525 West Beryl Avenue,Phoenix,AZ,Arizona,85021,1641,Associate,Prop,1996,40,233,17.2,,DU,1995,37,235,15.7,,FL,1994,30,165,18.2,,FL,,B,04,09,1,C,C
011808,College of Beauty Arts & Science,1790 East Santa Fe,Flagstaff,AZ,Arizona,86001,0000,1Yr N/D,Prop,1996,7,41,17.1,,DU,1995,14,52,26.9,,FL,1994,8,42,19,,FL,,B,03,09,1,C,C
022203,Artistic Beauty School,4533 West Glendale Avenue,Glendale,AZ,Arizona,85301,2808,1Yr N/D,Prop,1996,7,41,17.1,,FL,1995,2,21,16,*,FL,1994,4,25,22.7,*,FL,,F,02,09,1,C,N
011802,Arizona Academy of Beauty - North,4046 North Oracle Road,Tucson,AZ,Arizona,85705,2720,1Yr N/D,Prop,1996,8,47,17,,DU,1995,14,54,25.9,,FL,1994,5,57,8.8,,FL,,B,02,09,1,C,C
030047,Mundus Institute,4745 North 7th Street,Phoenix,AZ,Arizona,85014,3665,1Yr N/D,Prop,1996,21,126,16.7,,DU,1995,16,134,11.9,,FL,1994,15,116,12.9,,FL,,B,01,09,1,C,C
021006,Apollo College,8503 North 27th Avenue,Phoenix,AZ,Arizona,85015,4096,Associate,Prop,1996,146,881,16.6,,FL,1995,247,1531,16.1,,FL,1994,177,1160,15.3,,FL,,B,04,09,1,C,C
011689,Refrigeration School (The),4210 East Washington Street,Phoenix,AZ,Arizona,85034,1894,Associate,Prop,1996,31,190,16.3,,FL,1995,37,200,18.5,,FL,1994,43,252,17.1,,FL,,B,01,09,1,C,C
001078,Phoenix College,1202 West Thomas Road,Phoenix,AZ,Arizona,85013,4234,Associate,Pub,1996,121,755,16,,FL,1995,90,507,17.8,,FL,1994,89,472,18.9,,FL,,F,01,09,1,C,N
008322,Devry Institute of Technology,2149 West Dunlap,Phoenix,AZ,Arizona,85021,2995,Bachelor,Prop,1996,229,1471,15.6,,FL,1995,224,1444,15.5,,FL,1994,252,1497,16.8,,FL,,F,04,09,1,C,N
021749,Al Collins Graphic Design School,1140 South Priest Drive,Tempe,AZ,Arizona,85281,5206,Bachelor,Prop,1996,74,480,15.4,,FL,1995,48,349,13.8,,FL,1994,66,342,19.3,,FL,,F,01,09,1,C,T
021775,Rio Salado Community College,2323 West 14th Street,Tempe,AZ,Arizona,85281,6950,Associate,Pub,1996,4,22,15.3,*,FL,1995,6,43,14,,FL,1994,8,53,15.1,,FL,,F,01,09,1,C,N
008221,Universal Technical Institute,3121 West Weldon Avenue,Phoenix,AZ,Arizona,85017,9888,2Yr N/D,Prop,1996,349,2337,14.9,,FL,1995,331,2130,15.5,,FL,1994,319,2138,14.9,,FL,,F,02,09,1,C,N
012343,Phoenix Academy of Beauty Culture,10820 North 43rd Avenue,Glendale,AZ,Arizona,85304,4149,1Yr N/D,Prop,1996,3,29,14.9,*,FL,1995,5,36,13.9,,FL,1994,7,36,19.4,,FL,,F,03,09,1,C,N
021733,DeVoe College of Beauty,750 Bartow Drive,Sierra Vista,AZ,Arizona,85635,1832,1Yr N/D,Prop,1996,5,34,14.7,,DU,1995,8,44,18.2,,FL,1994,10,32,31.3,,FL,,B,05,09,1,C,C
012937,Allure Career College of Beauty,7730 East McDowell Road,Scottsdale,AZ,Arizona,85257,3701,1Yr N/D,Prop,1996,6,42,14.3,,DU,1995,7,39,17.9,,FL,1994,8,50,16,,FL,,B,01,09,1,C,C
022188,Arizona Institute of Business & Technology,6049 North 43rd Avenue,Phoenix,AZ,Arizona,85019,1600,Associate,Priv,1996,128,900,14.2,,DU,1995,129,739,17.5,,FL,1994,211,894,23.6,,FL,,B,02,09,1,C,C
021005,Clinton Technical Institute,2844 West Deer Valley Road,Phoenix,AZ,Arizona,85027,9969,2Yr N/D,Prop,1996,148,1072,13.8,,FL,1995,171,1099,15.6,,FL,1994,175,1136,15.4,,FL,,B,03,09,1,C,C
023178,American Institute of Technology,440 South 54th Avenue,Phoenix,AZ,Arizona,85043,4729,600-899 CH,Prop,1996,37,270,13.7,,FL,1995,43,272,15.8,,FL,1994,93,390,23.8,,FL,,B,02,09,1,C,C
025590,University of Advancing Computer Technology,4100 East Broadway,Phoenix,AZ,Arizona,85040,8836,Bachelor,Prop,1996,37,274,13.5,,DU,1995,50,226,22.1,,DU,1994,45,180,25,,FL,,B,02,09,1,C,C
025619,Scott Cole Academy,7201 East Camelback Road,Scottsdale,AZ,Arizona,85251,3301,1Yr N/D,Prop,1996,5,38,13.2,,FL,1995,7,39,17.9,,FL,1994,4,17,13.8,*,FL,,B,01,09,1,C,C
008865,Allure Career College of Beauty,3210 East Speedway Boulevard,Tucson,AZ,Arizona,85716,3999,1Yr N/D,Prop,1996,13,99,13.1,,FL,1995,15,120,12.5,,FL,1994,5,44,11.4,,FL,,B,02,09,1,C,C
026236,Paradise Valley Community College,18401 North 32nd Street,Phoenix,AZ,Arizona,85032,1210,Associate,Pub,1996,25,194,12.9,,FL,1995,21,144,14.6,,FL,1994,13,83,15.7,,FL,,B,04,09,1,C,C
