opeid	year	name	imputed_recipients	imputed_pell_ind	drate	imputed_nbr	imputed_nbd	imputed_nbr_ind	imputed_nbd_ind
258300	2003	Great Bay Community College	301	1					
258300	2004	New Hampshire Community College Stratham	319	1					
258300	2005	New Hampshire Community College Stratham	330	1					
258300	2006	Great Bay Community College	271	1					
265100	1991	Eastern New Mexico Univ Portales	1744	1					
265100	1992	Eastern New Mexico Univ Portales	2007	1	7.6				
265100	1993	Eastern New Mexico Univ Portales	2183	1	8.9				
265100	1994	Eastern New Mexico Univ Portales	2116	1	9.7				
265100	1995	Eastern New Mexico Univ Portales	2247	1	7.3				
265100	1996	Eastern New Mexico Univ Portales	2252	1	6.5				
265100	1997	Eastern New Mexico Univ Portales	2321	1	5.9				
265100	1998	Eastern New Mexico Univ Portales	2429	1	4.8				
265100	1999	Eastern New Mexico Univ Portales	2368	1	4.3				
265100	2000	Eastern New Mexico University	2364	1	6.1				
265100	2001	Eastern New Mexico University	2379	1	4.3				
265100	2002	Eastern New Mexico University	2465	1	5.8				
265100	2003	Eastern New Mexico University	2607	1	8.3				
265100	2004	Eastern New Mexico University	2725	1	6.3				
265100	2005	Eastern New Mexico University	2729	1	5.1				
265100	2006	Eastern New Mexico University	2517	1	3.5				
265100	2007	Eastern New Mexico University	2273	1	6.5				
265100	2008	Eastern New Mexico University	2303	1	8.2				
265100	2009	Eastern New Mexico University	2267	1	8.3				
265100	2010	Eastern New Mexico University	2865	1	10.6				
266100	1991	Eastern New Mexico Univ-Roswell Cam	509	1					
266100	1992	Eastern New Mexico Univ-Roswell Cam	586	1	7.6				
266100	1993	Eastern New Mexico Univ-Roswell Cam	637	1	8.9				
266100	1994	Eastern New Mexico Univ-Roswell Cam	618	1	9.7				
266100	1995	Eastern New Mexico Univ-Roswell Cam	656	1	7.3				
266100	1996	Eastern New Mexico Univ-Roswell Cam	657	1	6.5				
266100	1997	Eastern New Mexico Univ-Roswell Cam	677	1	5.9				
266100	1998	Eastern New Mexico Univ-Roswell Cam	709	1	4.8				
266100	1999	Eastern New Mexico Univ-Roswell Cam	691	1	4.3				
266100	2000	Eastern New Mexico Univ-Roswell Cam	690	1	6.1				
266100	2001	Eastern New Mexico Univ-Roswell Cam	694	1	4.3				
266100	2002	Eastern New Mexico Univ-Roswell Cam	719	1	5.8				
266100	2003	Eastern New Mexico Univ-Roswell Cam	761	1	8.3				
266100	2004	Eastern New Mexico Univ-Roswell Cam	795	1	6.3				
266100	2005	Eastern New Mexico Univ-Roswell Cam	797	1	5.1				
266100	2006	Eastern New Mexico Univ-Roswell Cam	735	1	3.5				
266100	2007	Eastern New Mexico Univ-Roswell Cam	664	1	6.5				
266100	2008	Eastern New Mexico Univ-Roswell Cam	673	1	8.2				
266100	2009	Eastern New Mexico Univ-Roswell Cam	662	1	8.3				
266100	2010	Eastern New Mexico Univ-Roswell Cam	837	1	10.6				
283500	1985	State University Of New York At Albany	3067	1					
283500	1986	State University Of New York At Albany	2897	1					
283500	1987	State University Of New York At Albany	2440	1					
283500	1988	State University Of New York At Albany	2497	1					
283500	1989	State University Of New York At Albany	2966	1					
283500	1990	State University Of New York At Albany	2896	1					
283500	1991	State University Of New York At Albany	2780	1					
283500	1992	State University Of New York At Albany	2986	1					
283500	1993	State University Of New York At Albany	3194	1					
283500	1994	State University Of New York At Albany	3287	1					
283500	1995	State University Of New York At Albany	3335	1					
283500	1996	State University Of New York At Albany	3351	1					
283500	1997	State University Of New York At Albany	3429	1					
283500	1998	State University Of New York At Albany	3551	1					
283500	1999	State University Of New York At Albany	3734	1					
283500	2000	State University Of New York At Albany	3628	1					
283500	2001	State University Of New York At Albany	3640	1					
283500	2002	State University Of New York At Albany	3807	1					
283500	2003	State University Of New York At Albany	3913	1					
283500	2004	State University Of New York At Albany	3928	1					
283500	2005	State University Of New York At Albany	3907	1					
283500	2006	State University Of New York At Albany	3754	1					
283600	1985	Binghamton University	2547	1					
283600	1986	Binghamton University	2406	1					
283600	1987	Binghamton University	2026	1					
283600	1988	Binghamton University	2074	1					
283600	1989	Binghamton University	2463	1					
283600	1990	Binghamton University	2405	1					
283600	1991	Binghamton University	2309	1					
283600	1992	Binghamton University	2480	1					
283600	1993	Binghamton University	2653	1					
283600	1994	Binghamton University	2730	1					
283600	1995	Binghamton University	2769	1					
283600	1996	Binghamton University	2783	1					
283600	1997	Binghamton University	2848	1					
283600	1998	Binghamton University	2949	1					
283600	1999	Binghamton University	3102	1					
283600	2000	Binghamton University	3013	1					
283600	2001	Binghamton University	3024	1					
283600	2002	Binghamton University	3162	1					
283600	2003	Binghamton University	3250	1					
283600	2004	Binghamton University	3262	1					
283600	2005	Binghamton University	3245	1					
283600	2006	Binghamton University	3117	1					
283700	1985	State University Of New York At Buffalo	4204	1					
283700	1986	State University Of New York At Buffalo	3971	1					
283700	1987	State University Of New York At Buffalo	3344	1					
283700	1988	State University Of New York At Buffalo	3423	1					
283700	1989	State University Of New York At Buffalo	4065	1					
283700	1990	State University Of New York At Buffalo	3970	1					
283700	1991	State University Of New York At Buffalo	3810	1					
283700	1992	State University Of New York At Buffalo	4093	1					
283700	1993	State University Of New York At Buffalo	4378	1					
283700	1994	State University Of New York At Buffalo	4506	1					
283700	1995	State University Of New York At Buffalo	4571	1					
283700	1996	State University Of New York At Buffalo	4593	1					
283700	1997	State University Of New York At Buffalo	4700	1					
283700	1998	State University Of New York At Buffalo	4867	1					
283700	1999	State University Of New York At Buffalo	5119	1					
283700	2000	State University Of New York At Buffalo	4973	1					
283700	2001	State University Of New York At Buffalo	4990	1					
283700	2002	State University Of New York At Buffalo	5219	1					
283700	2003	State University Of New York At Buffalo	5363	1					
283700	2004	State University Of New York At Buffalo	5384	1					
283700	2005	State University Of New York At Buffalo	5355	1					
283700	2006	State University Of New York At Buffalo	5145	1					
283800	1985	State University Of New York - Stony Brook	4238	1					
283800	1986	State University Of New York - Stony Brook	4003	1					
283800	1987	State University Of New York - Stony Brook	3371	1					
283800	1988	State University Of New York - Stony Brook	3450	1					
283800	1989	State University Of New York - Stony Brook	4098	1					
283800	1990	State University Of New York - Stony Brook	4002	1					
283800	1991	State University Of New York - Stony Brook	3841	1					
283800	1992	State University Of New York - Stony Brook	4126	1					
283800	1993	State University Of New York - Stony Brook	4413	1					
283800	1994	State University Of New York - Stony Brook	4542	1					
283800	1995	State University Of New York - Stony Brook	4607	1					
283800	1996	State University Of New York - Stony Brook	4630	1					
283800	1997	State University Of New York - Stony Brook	4738	1					
283800	1998	State University Of New York - Stony Brook	4906	1					
283800	1999	State University Of New York - Stony Brook	5160	1					
283800	2000	State University Of New York - Stony Brook	5013	1					
283800	2001	State University Of New York - Stony Brook	5030	1					
283800	2002	State University Of New York - Stony Brook	5261	1					
283800	2003	State University Of New York - Stony Brook	5407	1					
283800	2004	State University Of New York - Stony Brook	5427	1					
283800	2005	State University Of New York - Stony Brook	5398	1					
283800	2006	State University Of New York - Stony Brook	5186	1					
283900	1985	State University Of New York Downstate Medical Center	62	1					
283900	1986	State University Of New York Downstate Medical Center	58	1					
283900	1987	State University Of New York Downstate Medical Center	49	1					
283900	1988	State University Of New York Downstate Medical Center	50	1					
283900	1989	State University Of New York Downstate Medical Center	60	1					
283900	1990	State University Of New York Downstate Medical Center	58	1					
283900	1991	State University Of New York Downstate Medical Center	56	1					
283900	1992	State University Of New York Downstate Medical Center	60	1					
283900	1993	State University Of New York Downstate Medical Center	64	1					
283900	1994	State University Of New York Downstate Medical Center	66	1					
283900	1995	State University Of New York Downstate Medical Center	67	1					
283900	1996	State University Of New York Downstate Medical Center	68	1					
283900	1997	State University Of New York Downstate Medical Center	69	1					
283900	1998	State University Of New York Downstate Medical Center	72	1					
283900	1999	State University Of New York Downstate Medical Center	75	1					
283900	2000	State University Of New York Downstate Medical Center	73	1					
283900	2001	State University Of New York Downstate Medical Center	73	1					
283900	2002	State University Of New York Downstate Medical Center	77	1					
283900	2003	State University Of New York Downstate Medical Center	79	1					
283900	2004	State University Of New York Downstate Medical Center	79	1					
283900	2005	State University Of New York Downstate Medical Center	79	1					
283900	2006	State University Of New York Downstate Medical Center	76	1					
284000	1985	State University Of New York Upstate Medical University	47	1					
284000	1986	State University Of New York Upstate Medical University	44	1					
284000	1987	State University Of New York Upstate Medical University	37	1					
284000	1988	State University Of New York Upstate Medical University	38	1					
284000	1989	State University Of New York Upstate Medical University	45	1					
284000	1990	State University Of New York Upstate Medical University	44	1					
284000	1991	State University Of New York Upstate Medical University	43	1					
284000	1992	State University Of New York Upstate Medical University	46	1					
284000	1993	State University Of New York Upstate Medical University	49	1					
284000	1994	State University Of New York Upstate Medical University	50	1					
284000	1995	State University Of New York Upstate Medical University	51	1					
284000	1996	State University Of New York Upstate Medical University	51	1					
284000	1997	State University Of New York Upstate Medical University	52	1					
284000	1998	State University Of New York Upstate Medical University	54	1					
284000	1999	State University Of New York Upstate Medical University	57	1					
284000	2000	State University Of New York Upstate Medical University	56	1					
284000	2001	State University Of New York Upstate Medical University	56	1					
284000	2002	State University Of New York Upstate Medical University	58	1					
284000	2003	State University Of New York Upstate Medical University	60	1					
284000	2004	State University Of New York Upstate Medical University	60	1					
284000	2005	State University Of New York Upstate Medical University	60	1					
284000	2006	State University Of New York Upstate Medical University	57	1					
284100	1985	State University Of New York College At Brockport	1916	1					
284100	1986	State University Of New York College At Brockport	1810	1					
284100	1987	State University Of New York College At Brockport	1524	1					
284100	1988	State University Of New York College At Brockport	1560	1					
284100	1989	State University Of New York College At Brockport	1853	1					
284100	1990	State University Of New York College At Brockport	1810	1					
284100	1991	State University Of New York College At Brockport	1737	1					
284100	1992	State University Of New York College At Brockport	1866	1					
284100	1993	State University Of New York College At Brockport	1995	1					
284100	1994	State University Of New York College At Brockport	2054	1					
284100	1995	State University Of New York College At Brockport	2083	1					
284100	1996	State University Of New York College At Brockport	2094	1					
284100	1997	State University Of New York College At Brockport	2142	1					
284100	1998	State University Of New York College At Brockport	2218	1					
284100	1999	State University Of New York College At Brockport	2333	1					
284100	2000	State University Of New York College At Brockport	2267	1					
284100	2001	State University Of New York College At Brockport	2274	1					
284100	2002	State University Of New York College At Brockport	2379	1					
284100	2003	State University Of New York College At Brockport	2445	1					
284100	2004	State University Of New York College At Brockport	2454	1					
284100	2005	State University Of New York College At Brockport	2441	1					
284100	2006	State University Of New York College At Brockport	2345	1					
284200	1985	Suny College At Buffalo	3068	1					
284200	1986	Suny College At Buffalo	2898	1					
284200	1987	Suny College At Buffalo	2440	1					
284200	1988	Suny College At Buffalo	2498	1					
284200	1989	Suny College At Buffalo	2967	1					
284200	1990	Suny College At Buffalo	2897	1					
284200	1991	Suny College At Buffalo	2781	1					
284200	1992	Suny College At Buffalo	2987	1					
284200	1993	Suny College At Buffalo	3195	1					
284200	1994	Suny College At Buffalo	3288	1					
284200	1995	Suny College At Buffalo	3335	1					
284200	1996	Suny College At Buffalo	3352	1					
284200	1997	Suny College At Buffalo	3430	1					
284200	1998	Suny College At Buffalo	3552	1					
284200	1999	Suny College At Buffalo	3736	1					
284200	2000	Suny College At Buffalo	3629	1					
284200	2001	Suny College At Buffalo	3642	1					
284200	2002	Suny College At Buffalo	3808	1					
284200	2003	Suny College At Buffalo	3914	1					
284200	2004	Suny College At Buffalo	3929	1					
284200	2005	Suny College At Buffalo	3908	1					
284200	2006	Suny College At Buffalo	3755	1					
284300	1985	State University Of New York College At Cortland	1269	1					
284300	1986	State University Of New York College At Cortland	1199	1					
284300	1987	State University Of New York College At Cortland	1010	1					
284300	1988	State University Of New York College At Cortland	1034	1					
284300	1989	State University Of New York College At Cortland	1228	1					
284300	1990	State University Of New York College At Cortland	1199	1					
284300	1991	State University Of New York College At Cortland	1151	1					
284300	1992	State University Of New York College At Cortland	1236	1					
284300	1993	State University Of New York College At Cortland	1322	1					
284300	1994	State University Of New York College At Cortland	1361	1					
284300	1995	State University Of New York College At Cortland	1380	1					
284300	1996	State University Of New York College At Cortland	1387	1					
284300	1997	State University Of New York College At Cortland	1419	1					
284300	1998	State University Of New York College At Cortland	1470	1					
284300	1999	State University Of New York College At Cortland	1546	1					
284300	2000	State University Of New York College At Cortland	1502	1					
284300	2001	State University Of New York College At Cortland	1507	1					
284300	2002	State University Of New York College At Cortland	1576	1					
284300	2003	State University Of New York College At Cortland	1620	1					
284300	2004	State University Of New York College At Cortland	1626	1					
284300	2005	State University Of New York College At Cortland	1617	1					
284300	2006	State University Of New York College At Cortland	1554	1					
284400	1985	Suny At Fredonia	1090	1					
284400	1986	Suny At Fredonia	1030	1					
284400	1987	Suny At Fredonia	867	1					
284400	1988	Suny At Fredonia	887	1					
284400	1989	Suny At Fredonia	1054	1					
284400	1990	Suny At Fredonia	1029	1					
284400	1991	Suny At Fredonia	988	1					
284400	1992	Suny At Fredonia	1061	1					
284400	1993	Suny At Fredonia	1135	1					
284400	1994	Suny At Fredonia	1168	1					
284400	1995	Suny At Fredonia	1185	1					
284400	1996	Suny At Fredonia	1191	1					
284400	1997	Suny At Fredonia	1219	1					
284400	1998	Suny At Fredonia	1262	1					
284400	1999	Suny At Fredonia	1327	1					
284400	2000	Suny At Fredonia	1289	1					
284400	2001	Suny At Fredonia	1294	1					
284400	2002	Suny At Fredonia	1353	1					
284400	2003	Suny At Fredonia	1391	1					
284400	2004	Suny At Fredonia	1396	1					
284400	2005	Suny At Fredonia	1388	1					
284400	2006	Suny At Fredonia	1334	1					
284500	1985	State University Of Ny College Of Arts & Sciences At Geneseo	854	1					
284500	1986	State University Of Ny College Of Arts & Sciences At Geneseo	807	1					
284500	1987	State University Of Ny College Of Arts & Sciences At Geneseo	680	1					
284500	1988	State University Of Ny College Of Arts & Sciences At Geneseo	696	1					
284500	1989	State University Of Ny College Of Arts & Sciences At Geneseo	826	1					
284500	1990	State University Of Ny College Of Arts & Sciences At Geneseo	807	1					
284500	1991	State University Of Ny College Of Arts & Sciences At Geneseo	774	1					
284500	1992	State University Of Ny College Of Arts & Sciences At Geneseo	832	1					
284500	1993	State University Of Ny College Of Arts & Sciences At Geneseo	890	1					
284500	1994	State University Of Ny College Of Arts & Sciences At Geneseo	916	1					
284500	1995	State University Of Ny College Of Arts & Sciences At Geneseo	929	1					
284500	1996	State University Of Ny College Of Arts & Sciences At Geneseo	933	1					
284500	1997	State University Of Ny College Of Arts & Sciences At Geneseo	955	1					
284500	1998	State University Of Ny College Of Arts & Sciences At Geneseo	989	1					
284500	1999	State University Of Ny College Of Arts & Sciences At Geneseo	1040	1					
284500	2000	State University Of Ny College Of Arts & Sciences At Geneseo	1011	1					
284500	2001	State University Of Ny College Of Arts & Sciences At Geneseo	1014	1					
284500	2002	State University Of Ny College Of Arts & Sciences At Geneseo	1061	1					
284500	2003	State University Of Ny College Of Arts & Sciences At Geneseo	1090	1					
284500	2004	State University Of Ny College Of Arts & Sciences At Geneseo	1094	1					
284500	2005	State University Of Ny College Of Arts & Sciences At Geneseo	1088	1					
284500	2006	State University Of Ny College Of Arts & Sciences At Geneseo	1046	1					
284600	1985	State University College - New Paltz	1349	1					
284600	1986	State University College - New Paltz	1275	1					
284600	1987	State University College - New Paltz	1073	1					
284600	1988	State University College - New Paltz	1099	1					
284600	1989	State University College - New Paltz	1305	1					
284600	1990	State University College - New Paltz	1274	1					
284600	1991	State University College - New Paltz	1223	1					
284600	1992	State University College - New Paltz	1314	1					
284600	1993	State University College - New Paltz	1405	1					
284600	1994	State University College - New Paltz	1446	1					
284600	1995	State University College - New Paltz	1467	1					
284600	1996	State University College - New Paltz	1474	1					
284600	1997	State University College - New Paltz	1509	1					
284600	1998	State University College - New Paltz	1562	1					
284600	1999	State University College - New Paltz	1643	1					
284600	2000	State University College - New Paltz	1596	1					
284600	2001	State University College - New Paltz	1602	1					
284600	2002	State University College - New Paltz	1675	1					
284600	2003	State University College - New Paltz	1722	1					
284600	2004	State University College - New Paltz	1728	1					
284600	2005	State University College - New Paltz	1719	1					
284600	2006	State University College - New Paltz	1651	1					
284700	1985	"State University Of New York, College At Oneonta"	1288	1					
284700	1986	"State University Of New York, College At Oneonta"	1217	1					
284700	1987	"State University Of New York, College At Oneonta"	1025	1					
284700	1988	"State University Of New York, College At Oneonta"	1049	1					
284700	1989	"State University Of New York, College At Oneonta"	1246	1					
284700	1990	"State University Of New York, College At Oneonta"	1217	1					
284700	1991	"State University Of New York, College At Oneonta"	1168	1					
284700	1992	"State University Of New York, College At Oneonta"	1255	1					
284700	1993	"State University Of New York, College At Oneonta"	1342	1					
284700	1994	"State University Of New York, College At Oneonta"	1381	1					
284700	1995	"State University Of New York, College At Oneonta"	1401	1					
284700	1996	"State University Of New York, College At Oneonta"	1408	1					
284700	1997	"State University Of New York, College At Oneonta"	1441	1					
284700	1998	"State University Of New York, College At Oneonta"	1492	1					
284700	1999	"State University Of New York, College At Oneonta"	1569	1					
284700	2000	"State University Of New York, College At Oneonta"	1524	1					
284700	2001	"State University Of New York, College At Oneonta"	1529	1					
284700	2002	"State University Of New York, College At Oneonta"	1599	1					
284700	2003	"State University Of New York, College At Oneonta"	1644	1					
284700	2004	"State University Of New York, College At Oneonta"	1650	1					
284700	2005	"State University Of New York, College At Oneonta"	1641	1					
284700	2006	"State University Of New York, College At Oneonta"	1577	1					
284800	1985	State University Of New York At Oswego	1999	1					
284800	1986	State University Of New York At Oswego	1888	1					
284800	1987	State University Of New York At Oswego	1590	1					
284800	1988	State University Of New York At Oswego	1627	1					
284800	1989	State University Of New York At Oswego	1933	1					
284800	1990	State University Of New York At Oswego	1887	1					
284800	1991	State University Of New York At Oswego	1811	1					
284800	1992	State University Of New York At Oswego	1946	1					
284800	1993	State University Of New York At Oswego	2081	1					
284800	1994	State University Of New York At Oswego	2142	1					
284800	1995	State University Of New York At Oswego	2173	1					
284800	1996	State University Of New York At Oswego	2184	1					
284800	1997	State University Of New York At Oswego	2234	1					
284800	1998	State University Of New York At Oswego	2314	1					
284800	1999	State University Of New York At Oswego	2434	1					
284800	2000	State University Of New York At Oswego	2364	1					
284800	2001	State University Of New York At Oswego	2372	1					
284800	2002	State University Of New York At Oswego	2481	1					
284800	2003	State University Of New York At Oswego	2550	1					
284800	2004	State University Of New York At Oswego	2559	1					
284800	2005	State University Of New York At Oswego	2546	1					
284800	2006	State University Of New York At Oswego	2446	1					
284900	1985	State University Of New York College At Plattsburgh	1387	1					
284900	1986	State University Of New York College At Plattsburgh	1311	1					
284900	1987	State University Of New York College At Plattsburgh	1103	1					
284900	1988	State University Of New York College At Plattsburgh	1130	1					
284900	1989	State University Of New York College At Plattsburgh	1342	1					
284900	1990	State University Of New York College At Plattsburgh	1310	1					
284900	1991	State University Of New York College At Plattsburgh	1257	1					
284900	1992	State University Of New York College At Plattsburgh	1351	1					
284900	1993	State University Of New York College At Plattsburgh	1445	1					
284900	1994	State University Of New York College At Plattsburgh	1487	1					
284900	1995	State University Of New York College At Plattsburgh	1508	1					
284900	1996	State University Of New York College At Plattsburgh	1516	1					
284900	1997	State University Of New York College At Plattsburgh	1551	1					
284900	1998	State University Of New York College At Plattsburgh	1606	1					
284900	1999	State University Of New York College At Plattsburgh	1689	1					
284900	2000	State University Of New York College At Plattsburgh	1641	1					
284900	2001	State University Of New York College At Plattsburgh	1647	1					
284900	2002	State University Of New York College At Plattsburgh	1722	1					
284900	2003	State University Of New York College At Plattsburgh	1770	1					
284900	2004	State University Of New York College At Plattsburgh	1777	1					
284900	2005	State University Of New York College At Plattsburgh	1767	1					
284900	2006	State University Of New York College At Plattsburgh	1698	1					
285000	1985	State University Of New York College At Potsdam	1112	1					
285000	1986	State University Of New York College At Potsdam	1051	1					
285000	1987	State University Of New York College At Potsdam	885	1					
285000	1988	State University Of New York College At Potsdam	906	1					
285000	1989	State University Of New York College At Potsdam	1076	1					
285000	1990	State University Of New York College At Potsdam	1050	1					
285000	1991	State University Of New York College At Potsdam	1008	1					
285000	1992	State University Of New York College At Potsdam	1083	1					
285000	1993	State University Of New York College At Potsdam	1158	1					
285000	1994	State University Of New York College At Potsdam	1192	1					
285000	1995	State University Of New York College At Potsdam	1209	1					
285000	1996	State University Of New York College At Potsdam	1215	1					
285000	1997	State University Of New York College At Potsdam	1243	1					
285000	1998	State University Of New York College At Potsdam	1288	1					
285000	1999	State University Of New York College At Potsdam	1354	1					
285000	2000	State University Of New York College At Potsdam	1316	1					
285000	2001	State University Of New York College At Potsdam	1320	1					
285000	2002	State University Of New York College At Potsdam	1381	1					
285000	2003	State University Of New York College At Potsdam	1419	1					
285000	2004	State University Of New York College At Potsdam	1424	1					
285000	2005	State University Of New York College At Potsdam	1417	1					
285000	2006	State University Of New York College At Potsdam	1361	1					
285100	1985	Suny College Of Environment Science And Forestry	330	1					
285100	1986	Suny College Of Environment Science And Forestry	311	1					
285100	1987	Suny College Of Environment Science And Forestry	262	1					
285100	1988	Suny College Of Environment Science And Forestry	268	1					
285100	1989	Suny College Of Environment Science And Forestry	319	1					
285100	1990	Suny College Of Environment Science And Forestry	311	1					
285100	1991	Suny College Of Environment Science And Forestry	299	1					
285100	1992	Suny College Of Environment Science And Forestry	321	1					
285100	1993	Suny College Of Environment Science And Forestry	343	1					
285100	1994	Suny College Of Environment Science And Forestry	353	1					
285100	1995	Suny College Of Environment Science And Forestry	358	1					
285100	1996	Suny College Of Environment Science And Forestry	360	1					
285100	1997	Suny College Of Environment Science And Forestry	368	1					
285100	1998	Suny College Of Environment Science And Forestry	381	1					
285100	1999	Suny College Of Environment Science And Forestry	401	1					
285100	2000	Suny College Of Environment Science And Forestry	390	1					
285100	2001	Suny College Of Environment Science And Forestry	391	1					
285100	2002	Suny College Of Environment Science And Forestry	409	1					
285100	2003	Suny College Of Environment Science And Forestry	420	1					
285100	2004	Suny College Of Environment Science And Forestry	422	1					
285100	2005	Suny College Of Environment Science And Forestry	420	1					
285100	2006	Suny College Of Environment Science And Forestry	403	1					
285300	1985	Suny Maritime College	218	1					
285300	1986	Suny Maritime College	206	1					
285300	1987	Suny Maritime College	174	1					
285300	1988	Suny Maritime College	178	1					
285300	1989	Suny Maritime College	211	1					
285300	1990	Suny Maritime College	206	1					
285300	1991	Suny Maritime College	198	1					
285300	1992	Suny Maritime College	213	1					
285300	1993	Suny Maritime College	227	1					
285300	1994	Suny Maritime College	234	1					
285300	1995	Suny Maritime College	237	1					
285300	1996	Suny Maritime College	239	1					
285300	1997	Suny Maritime College	244	1					
285300	1998	Suny Maritime College	253	1					
285300	1999	Suny Maritime College	266	1					
285300	2000	Suny Maritime College	258	1					
285300	2001	Suny Maritime College	259	1					
285300	2002	Suny Maritime College	271	1					
285300	2003	Suny Maritime College	279	1					
285300	2004	Suny Maritime College	280	1					
285300	2005	Suny Maritime College	278	1					
285300	2006	Suny Maritime College	267	1					
285400	1985	State University Of New York College Of Technology At Alfred	1138	1					
285400	1986	State University Of New York College Of Technology At Alfred	1075	1					
285400	1987	State University Of New York College Of Technology At Alfred	905	1					
285400	1988	State University Of New York College Of Technology At Alfred	926	1					
285400	1989	State University Of New York College Of Technology At Alfred	1100	1					
285400	1990	State University Of New York College Of Technology At Alfred	1074	1					
285400	1991	State University Of New York College Of Technology At Alfred	1031	1					
285400	1992	State University Of New York College Of Technology At Alfred	1108	1					
285400	1993	State University Of New York College Of Technology At Alfred	1185	1					
285400	1994	State University Of New York College Of Technology At Alfred	1219	1					
285400	1995	State University Of New York College Of Technology At Alfred	1237	1					
285400	1996	State University Of New York College Of Technology At Alfred	1243	1					
285400	1997	State University Of New York College Of Technology At Alfred	1272	1					
285400	1998	State University Of New York College Of Technology At Alfred	1317	1					
285400	1999	State University Of New York College Of Technology At Alfred	1385	1					
285400	2000	State University Of New York College Of Technology At Alfred	1346	1					
285400	2001	State University Of New York College Of Technology At Alfred	1350	1					
285400	2002	State University Of New York College Of Technology At Alfred	1412	1					
285400	2003	State University Of New York College Of Technology At Alfred	1451	1					
285400	2004	State University Of New York College Of Technology At Alfred	1457	1					
285400	2005	State University Of New York College Of Technology At Alfred	1449	1					
285400	2006	State University Of New York College Of Technology At Alfred	1392	1					
285500	1985	State University Of New York College Of Technology At Canton	1131	1					
285500	1986	State University Of New York College Of Technology At Canton	1069	1					
285500	1987	State University Of New York College Of Technology At Canton	900	1					
285500	1988	State University Of New York College Of Technology At Canton	921	1					
285500	1989	State University Of New York College Of Technology At Canton	1094	1					
285500	1990	State University Of New York College Of Technology At Canton	1068	1					
285500	1991	State University Of New York College Of Technology At Canton	1025	1					
285500	1992	State University Of New York College Of Technology At Canton	1101	1					
285500	1993	State University Of New York College Of Technology At Canton	1178	1					
285500	1994	State University Of New York College Of Technology At Canton	1212	1					
285500	1995	State University Of New York College Of Technology At Canton	1230	1					
285500	1996	State University Of New York College Of Technology At Canton	1236	1					
285500	1997	State University Of New York College Of Technology At Canton	1265	1					
285500	1998	State University Of New York College Of Technology At Canton	1309	1					
285500	1999	State University Of New York College Of Technology At Canton	1377	1					
285500	2000	State University Of New York College Of Technology At Canton	1338	1					
285500	2001	State University Of New York College Of Technology At Canton	1343	1					
285500	2002	State University Of New York College Of Technology At Canton	1404	1					
285500	2003	State University Of New York College Of Technology At Canton	1443	1					
285500	2004	State University Of New York College Of Technology At Canton	1449	1					
285500	2005	State University Of New York College Of Technology At Canton	1441	1					
285500	2006	State University Of New York College Of Technology At Canton	1384	1					
285600	1985	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	865	1					
285600	1986	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	817	1					
285600	1987	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	688	1					
285600	1988	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	704	1					
285600	1989	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	837	1					
285600	1990	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	817	1					
285600	1991	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	784	1					
285600	1992	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	842	1					
285600	1993	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	901	1					
285600	1994	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	927	1					
285600	1995	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	940	1					
285600	1996	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	945	1					
285600	1997	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	967	1					
285600	1998	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	1001	1					
285600	1999	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	1053	1					
285600	2000	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	1023	1					
285600	2001	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	1027	1					
285600	2002	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	1074	1					
285600	2003	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	1104	1					
285600	2004	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	1108	1					
285600	2005	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	1102	1					
285600	2006	State Univ Of Ny College Of Agriculture And Technology At Cobleskill	1059	1					
285700	1985	State University Of New York College Of Technology - Delhi	888	1					
285700	1986	State University Of New York College Of Technology - Delhi	839	1					
285700	1987	State University Of New York College Of Technology - Delhi	706	1					
285700	1988	State University Of New York College Of Technology - Delhi	723	1					
285700	1989	State University Of New York College Of Technology - Delhi	859	1					
285700	1990	State University Of New York College Of Technology - Delhi	839	1					
285700	1991	State University Of New York College Of Technology - Delhi	805	1					
285700	1992	State University Of New York College Of Technology - Delhi	865	1					
285700	1993	State University Of New York College Of Technology - Delhi	925	1					
285700	1994	State University Of New York College Of Technology - Delhi	952	1					
285700	1995	State University Of New York College Of Technology - Delhi	966	1					
285700	1996	State University Of New York College Of Technology - Delhi	970	1					
