opeid	year	name	imputed_recipients	imputed_pell_ind	drate	imputed_nbr	imputed_nbd	imputed_nbr_ind	imputed_nbd_ind
525700	2003	Northwestern Technical College	833	1					
525700	2004	Northwestern Technical College	790	1					
525700	2005	Northwestern Technical College	817	1					
525700	2006	Northwestern Technical College	819	1					
525700	2007	Northwestern Technical College	1022	1					
525700	2008	Northwestern Technical College	1177	1					
525700	2009	Northwestern Technical College	1545	1					
525700	2010	Northwestern Technical College	2357	1					
525800	1980	Hawaii Community College	367	1	.				
525800	1981	Hawaii Community College	415	1					
525800	1982	Hawaii Community College	367	1					
525800	1983	Hawaii Community College	333	1					
525800	1984	Hawaii Community College	351	1					
525800	1985	Hawaii Community College	287	1					
525800	1986	Hawaii Community College	315	1	.				
525800	1987	Hawaii Community College	297	1	.				
525800	1988	Hawaii Community College	310	1	.				
525800	1989	Hawaii Community College	377	1	.				
525800	1990	Hawaii Community College	459	1	.				
525800	1991	Hawaii Community College	476	1	.				
525800	1992	Hawaii Community College	456	1	7.1	11		1	
525800	1993	Hawaii Community College			7.1	14		1	
525800	1994	Hawaii Community College			13.5	13		1	
526200	1997	Northwest Technical College - Moorehead	760	1					
526200	1998	Northwest Technical College - Moorehead	693	1					
526200	1999	Northwest Technical College - Moorehead	727	1					
526200	2000	Northwest Technical College - Moorehead	700	1					
526200	2001	Northwest Technical College - Moorehead	717	1					
526200	2002	Northwest Technical College - Moorehead	806	1					
526200	2003	Northwest Technical College - Moorehead	825	1					
526200	2004	Northwest Technical College - Moorehead	882	1					
526200	2005	Northwest Technical College - Moorehead	642	1					
526200	2006	Northwest Technical College - Moorehead	632	1					
526200	2007	Northwest Technical College - Moorehead	639	1					
526200	2008	Northwest Technical College - Moorehead	674	1					
526200	2009	Northwest Technical College - Moorehead	672	1					
526200	2010	Northwest Technical College - Moorehead	893	1					
526200	2011	Northwest Technical College - Moorehead	1055	1					
526200	2012	Northwest Technical College - Moorehead	1013	1					
526300	1994	Southwestern Technical College	192	1					
526300	1995	Southwestern Technical College	184	1					
526300	1996	Southwestern Technical College	157	1					
526300	1997	Southwestern Technical College	145	1	16.3	592	89	1	1
526300	1998	Southwestern Technical College	147	1	10.5	546	53	1	1
526300	1999	Southwestern Technical College	158	1	10.1	506	47	1	1
526300	2000	Southwestern Technical College	126	1	6.2	527	30	1	1
526300	2001	Southwestern Technical College	144	1	3.7	450	16	1	1
526300	2002	Southwestern Technical College	154	1	4.9	598	28	1	1
526300	2003	Southwestern Technical College	159	1	3.5	477	16	1	1
526300	2004	Southwestern Technical College	166	1	3.5	426	14	1	1
526300	2005	Southwestern Technical College	168	1	3.3	432	13	1	1
526300	2006	Southwestern Technical College	179	1	3.9	483	18	1	1
526300	2007	Southwestern Technical College	175	1	5.7	574	30	1	1
526300	2008	Southwestern Technical College	184	1	3.7	654	23	1	1
526300	2009	Southwestern Technical College	190	1	6.3				
526300	2010	Southwestern Technical College	255	1	6.5				
526600	2003	Northeast Kansas Technical College	116	1					
526600	2004	Northeast Kansas Technical College	132	1					
526600	2005	Northeast Kansas Technical College	129	1					
526600	2006	Northeast Kansas Technical College	156	1					
526600	2007	Northeast Kansas Technical College	130	1					
526600	2008	Northeast Kansas Technical College	148	1					
526600	2009	Northeast Kansas Technical College	151	1					
526600	2010	Northeast Kansas Technical College	220	1					
526800	2000	Southeast Kansas Area Vocational Technical School	75	1					
526800	2001	Southeast Kansas Area Vocational Technical School	76	1					
526800	2002	Southeast Kansas Area Vocational Technical School	85	1					
526800	2003	Southeast Kansas Area Vocational Technical School	94	1					
526800	2004	Southeast Ks Area Voc Tech Sch	92	1					
526800	2005	Southeast Ks Area Voc Tech Sch	91	1					
526800	2006	Southeast Ks Area Voc Tech Sch	86	1					
526800	2007	Southeast Ks Area Voc Tech Sch	90	1					
526800	2008	Southeast Ks Area Voc Tech Sch	88	1					
526800	2009	Southeast Ks Area Voc Tech Sch	99	1					
526800	2010	Southeast Ks Area Voc Tech Sch	129	1					
527100	1980	Bowling Green Technical College	224	1					
527100	1981	Bowling Green Technical College	262	1					
527100	1982	Bowling Green Technical College	261	1					
527100	1983	Bowling Green Technical College	239	1					
527100	1984	Bowling Green Technical College	272	1					
527100	1985	Bowling Green Technical College	271	1					
527100	1986	Bowling Green Technical College	258	1					
527100	1987	Bowling Green Technical College	245	1					
527100	1988	Bowling Green Technical College	264	1					
527100	1989	Bowling Green Technical College	326	1					
527100	1990	Bowling Green Technical College	360	1					
527100	1991	Bowling Green Technical College	399	1					
527100	1992	Ky Tech-Bowling Green State Vocatio Nal Technical Sch	456	1					
527100	1993	Ky Tech-Region Four Kentucky Advanced Technology Ctr	499	1					
527100	1994	Ky Tech-Region Four Kentucky Advanc Ed Technology Ctr	506	1					
527100	1995	Bowling Green Regional Technology Center	482	1					
527100	1996	Bowling Green Regional Technology Center	471	1					
527100	1997	Bowling Green Technical College	479	1					
527100	1998	Bowling Green Technical College	488	1					
527100	1999	Bowling Green Technical College	500	1					
527100	2000	Bowling Green Technical College	500	1					
527100	2001	Bowling Green Technical College	500	1					
527100	2002	Bowling Green Technical College	585	1					
527100	2003	Bowling Green Technical College	645	1					
527100	2004	Bowling Green Technical College	722	1					
527100	2005	Bowling Green Technical College	683	1					
527100	2006	Bowling Green Technical College	738	1					
527300	1991	Gateway Community and Technical College	521	1					
527300	1992	Ky Tech Northern Ky State Voc-Tech School	595	1					
527300	1993	Kentucky Techl Northern Kentucky State Vocnl Techl Schl	652	1					
527300	1994	Kentucky Techl Northern Kentucky St Ate Vocnl Techl Schl	661	1					
527300	1995	Northern Kentucky Technical	630	1					
527300	1996	Northern Kentucky Technical	615	1					
527300	1997	Northern Kentucky Technical College	626	1					
527300	1998	Northern Kentucky Technical College	638	1					
527300	1999	Northern Kentucky Technical College	653	1					
527300	2000	Northern Kentucky Technical College	653	1					
527300	2001	Gateway Community And Technical College	653	1					
527300	2002	Gateway Community And Technical College	764	1					
527300	2003	Gateway Community And Technical College	842	1					
527300	2004	Gateway Community And Technical College	944	1					
527300	2005	Gateway Community And Technical College	893	1					
527300	2006	Gateway Community And Technical College	964	1					
529100	1997	New Hampshire Technical College	366	1	12.7				
529100	1998	New Hampshire Technical College	326	1	17.4	239	45	1	1
529100	1999	New Hampshire Technical College	303	1	9.9	238	26	1	1
529100	2000	New Hampshire Communitytechnical College At Berlin	289	1	4.8	298	15	1	1
529100	2001	New Hampshire Communitytechnical College At Berlin	264	1	2.8	324	10	1	1
529100	2002	New Hampshire Communitytechnical College At Berlin	304	1	3.4	232	9	1	1
529100	2003	White Mountains Community College	363	1	2.6	328	9	1	1
529100	2004	White Mountains Community College	410	1		244	15	1	1
529100	2005	White Mountains Community College	413	1		249	15	1	1
529100	2006	White Mountains Community College	377	1		229	15	1	1
529100	2007	White Mountains Community College				283	29	1	1
529100	2008	White Mountains Community College				827	67	1	1
546600	2000	Louisiana Technical College - T. H.  Harris Campus	298	1					
546600	2001	Louisiana Technical College - T. H.  Harris Campus	298	1					
546600	2002	Louisiana Technical College - T. H.  Harris Campus	348	1					
546600	2003	Louisiana Technical College - T. H.  Harris Campus	413	1					
546600	2004	Louisiana Technical College - T. H.  Harris Campus	452	1					
546600	2005	Louisiana Technical College - T. H.  Harris Campus	507	1					
546600	2006	Louisiana Technical College - T. H.  Harris Campus	447	1					
546600	2007	Louisiana Technical College - T. H.  Harris Campus	418	1					
546600	2008	Louisiana Technical College - T. H.  Harris Campus	445	1					
546600	2009	Louisiana Technical College - T. H.  Harris Campus	474	1					
546600	2010	Louisiana Technical College - T. H.  Harris Campus	660	1					
546700	2000	Louisiana Technical College - Sowela Campus	356	1					
546700	2001	Louisiana Technical College - Sowela Campus	356	1					
546700	2002	Louisiana Technical College - Sowela Campus	416	1					
546700	2003	Louisiana Technical College - Sowela Campus	494	1					
546700	2004	Louisiana Technical College - Sowela Campus	540	1					
546800	2000	Louisiana Technical College - Acadian Campus	162	1					
546800	2001	Louisiana Technical College - Acadian Campus	162	1					
546800	2002	Louisiana Technical College - Acadian Campus	189	1					
546800	2003	Louisiana Technical College - Acadian Campus	225	1					
546800	2004	Louisiana Technical College - Acadian Campus	246	1					
546800	2005	Louisiana Technical College - Acadian Campus	276	1					
546800	2006	Louisiana Technical College - Acadian Campus	243	1					
546800	2007	Louisiana Technical College - Acadian Campus	227	1					
546800	2008	Louisiana Technical College - Acadian Campus	242	1					
546800	2009	Louisiana Technical College - Acadian Campus	258	1					
546800	2010	Louisiana Technical College - Acadian Campus	359	1					
546900	2000	Louisiana Technical College - Shreveport Bossier Campus	246	1					
546900	2001	Louisiana Technical College - Shreveport Bossier Campus	246	1					
546900	2002	Louisiana Technical College - Shreveport Bossier Campus	288	1					
546900	2003	Louisiana Technical College - Shreveport Bossier Campus	342	1					
546900	2004	Louisiana Technical College - Shreveport Bossier Campus	374	1					
546900	2005	Louisiana Technical College - Shreveport Bossier Campus	419	1					
546900	2006	Louisiana Technical College - Shreveport Bossier Campus	369	1					
546900	2007	Louisiana Technical College - Shreveport Bossier Campus	345	1					
546900	2008	Louisiana Technical College - Shreveport Bossier Campus	368	1					
546900	2009	Louisiana Technical College - Shreveport Bossier Campus	392	1					
546900	2010	Louisiana Technical College - Shreveport Bossier Campus	545	1					
547000	2000	Louisiana Technical College - Sabine Valley Campus	115	1					
547000	2001	Louisiana Technical College - Sabine Valley Campus	115	1					
547000	2002	Louisiana Technical College - Sabine Valley Campus	134	1					
547000	2003	Louisiana Technical College - Sabine Valley Campus	159	1					
547000	2004	Louisiana Technical College - Sabine Valley Campus	174	1					
547000	2005	Louisiana Technical College - Sabine Valley Campus	195	1					
547000	2006	Louisiana Technical College - Sabine Valley Campus	172	1					
547000	2007	Louisiana Technical College - Sabine Valley Campus	161	1					
547000	2008	Louisiana Technical College - Sabine Valley Campus	171	1					
547000	2009	Louisiana Technical College - Sabine Valley Campus	182	1					
547000	2010	Louisiana Technical College - Sabine Valley Campus	254	1					
547100	2000	Louisiana Technical College - Delta Ouachita Campus	283	1					
547100	2001	Louisiana Technical College - Delta Ouachita Campus	283	1					
547100	2002	Louisiana Technical College - Delta Ouachita Campus	331	1					
547100	2003	Louisiana Technical College - Delta Ouachita Campus	393	1					
547100	2004	Louisiana Technical College - Delta Ouachita Campus	430	1					
547100	2005	Louisiana Technical College - Delta Ouachita Campus	482	1					
547100	2006	Louisiana Technical College - Delta Ouachita Campus	425	1					
547100	2007	Louisiana Technical College - Delta Ouachita Campus	397	1					
547100	2008	Louisiana Technical College - Delta Ouachita Campus	423	1					
547100	2009	Louisiana Technical College - Delta Ouachita Campus	451	1					
547100	2010	Louisiana Technical College - Delta Ouachita Campus	627	1					
547200	2000	Louisiana Technical College - Sidney N. Collier Campus	199	1					
547200	2001	Louisiana Technical College - Sidney N. Collier Campus	199	1					
547200	2002	Louisiana Technical College - Sidney N. Collier Campus	233	1					
547200	2003	Louisiana Technical College - Sidney N. Collier Campus	276	1					
547200	2004	Louisiana Technical College - Sidney N. Collier Campus	302	1					
547200	2005	Louisiana Technical College - Sidney N. Collier Campus	338	1					
547200	2006	Louisiana Technical College - Sidney N. Collier Campus	298	1					
547200	2007	Louisiana Technical College - Sidney N. Collier Campus	278	1					
547200	2008	Louisiana Technical College - Sidney N. Collier Campus	297	1					
547200	2009	Louisiana Technical College - Sidney N. Collier Campus	316	1					
547200	2010	Louisiana Technical College - Sidney N. Collier Campus	440	1					
547500	2000	Louisiana Technical College - Northeast Campus	94	1					
547500	2001	Louisiana Technical College - Northeast Campus	94	1					
547500	2002	Louisiana Technical College - Northeast Campus	110	1					
547500	2003	Louisiana Technical College - Northeast Campus	130	1					
547500	2004	Louisiana Technical College - Northeast Campus	142	1					
547500	2005	Louisiana Technical College - Northeast Campus	159	1					
547500	2006	Louisiana Technical College - Northeast Campus	140	1					
547500	2007	Louisiana Technical College - Northeast Campus	131	1					
547500	2008	Louisiana Technical College - Northeast Campus	140	1					
547500	2009	Louisiana Technical College - Northeast Campus	149	1					
547500	2010	Louisiana Technical College - Northeast Campus	207	1					
547600	2000	Louisiana Technical College - North Central Campus	49	1					
547600	2001	Louisiana Technical College - North Central Campus	49	1					
547600	2002	Louisiana Technical College - North Central Campus	58	1					
547600	2003	Louisiana Technical College - North Central Campus	69	1					
547600	2004	Louisiana Technical College - North Central Campus	75	1					
547600	2005	Louisiana Technical College - North Central Campus	84	1					
547600	2006	Louisiana Technical College - North Central Campus	74	1					
547600	2007	Louisiana Technical College - North Central Campus	69	1					
547600	2008	Louisiana Technical College - North Central Campus	74	1					
547600	2009	Louisiana Technical College - North Central Campus	79	1					
547600	2010	Louisiana Technical College - North Central Campus	109	1					
547800	2000	Louisiana Technical College - Jumonville Memorial Campus	0	1					
547800	2001	Louisiana Technical College - Jumonville Memorial Campus	0	1					
547800	2002	Louisiana Technical College - Jumonville Memorial Campus	0	1					
547800	2003	Louisiana Technical College - Jumonville Memorial Campus	0	1					
547800	2004	Louisiana Technical College - Jumonville Memorial Campus	0	1					
547800	2005	Louisiana Technical College - Jumonville Memorial Campus	0	1					
547800	2006	Louisiana Technical College - Jumonville Memorial Campus	0	1					
547800	2007	Louisiana Technical College - Jumonville Memorial Campus	0	1					
547800	2008	Louisiana Technical College - Jumonville Memorial Campus	0	1					
547800	2009	Louisiana Technical College - Jumonville Memorial Campus	0	1					
547800	2010	Louisiana Technical College - Jumonville Memorial Campus	0	1					
548000	2000	"Louisiana Technical College, Huey P. Long Campus"	86	1					
548000	2001	"Louisiana Technical College, Huey P. Long Campus"	86	1					
548000	2002	"Louisiana Technical College, Huey P. Long Campus"	101	1					
548000	2003	"Louisiana Technical College, Huey P. Long Campus"	120	1					
548000	2004	"Louisiana Technical College, Huey P. Long Campus"	131	1					
548000	2005	"Louisiana Technical College, Huey P. Long Campus"	147	1					
548000	2006	"Louisiana Technical College, Huey P. Long Campus"	130	1					
548000	2007	"Louisiana Technical College, Huey P. Long Campus"	121	1					
548000	2008	"Louisiana Technical College, Huey P. Long Campus"	129	1					
548000	2009	"Louisiana Technical College, Huey P. Long Campus"	138	1					
548000	2010	"Louisiana Technical College, Huey P. Long Campus"	191	1					
548100	2000	Louisiana Technical College - Hammond Area Campus	58	1					
548100	2001	Louisiana Technical College - Hammond Area Campus	58	1					
548100	2002	Louisiana Technical College - Hammond Area Campus	68	1					
548100	2003	Louisiana Technical College - Hammond Area Campus	80	1					
548100	2004	Louisiana Technical College - Hammond Area Campus	88	1					
548100	2005	Louisiana Technical College - Hammond Area Campus	98	1					
548100	2006	Louisiana Technical College - Hammond Area Campus	86	1					
548100	2007	Louisiana Technical College - Hammond Area Campus	81	1					
548100	2008	Louisiana Technical College - Hammond Area Campus	86	1					
548100	2009	Louisiana Technical College - Hammond Area Campus	92	1					
548100	2010	Louisiana Technical College - Hammond Area Campus	128	1					
548200	2000	Louisiana Technical College - Gulf Area Campus	140	1					
548200	2001	Louisiana Technical College - Gulf Area Campus	140	1					
548200	2002	Louisiana Technical College - Gulf Area Campus	164	1					
548200	2003	Louisiana Technical College - Gulf Area Campus	194	1					
548200	2004	Louisiana Technical College - Gulf Area Campus	213	1					
548200	2005	Louisiana Technical College - Gulf Area Campus	238	1					
548200	2006	Louisiana Technical College - Gulf Area Campus	210	1					
548200	2007	Louisiana Technical College - Gulf Area Campus	196	1					
548200	2008	Louisiana Technical College - Gulf Area Campus	209	1					
548200	2009	Louisiana Technical College - Gulf Area Campus	223	1					
548200	2010	Louisiana Technical College - Gulf Area Campus	310	1					
548300	2000	Louisiana Technical College - Florida Parishes Campus	21	1					
548300	2001	Louisiana Technical College - Florida Parishes Campus	21	1					
548300	2002	Louisiana Technical College - Florida Parishes Campus	25	1					
548300	2003	Louisiana Technical College - Florida Parishes Campus	29	1					
548300	2004	Louisiana Technical College - Florida Parishes Campus	32	1					
548300	2005	Louisiana Technical College - Florida Parishes Campus	36	1					
548300	2006	Louisiana Technical College - Florida Parishes Campus	32	1					
548300	2007	Louisiana Technical College - Florida Parishes Campus	30	1					
548300	2008	Louisiana Technical College - Florida Parishes Campus	32	1					
548300	2009	Louisiana Technical College - Florida Parishes Campus	34	1					
548300	2010	Louisiana Technical College - Florida Parishes Campus	47	1					
548400	2000	Louisiana Technical College - Evangeline Campus	125	1					
548400	2001	Louisiana Technical College - Evangeline Campus	125	1					
548400	2002	Louisiana Technical College - Evangeline Campus	146	1					
548400	2003	Louisiana Technical College - Evangeline Campus	174	1					
548400	2004	Louisiana Technical College - Evangeline Campus	190	1					
548400	2005	Louisiana Technical College - Evangeline Campus	213	1					
548400	2006	Louisiana Technical College - Evangeline Campus	188	1					
548400	2007	Louisiana Technical College - Evangeline Campus	175	1					
548400	2008	Louisiana Technical College - Evangeline Campus	187	1					
548400	2009	Louisiana Technical College - Evangeline Campus	199	1					
548400	2010	Louisiana Technical College - Evangeline Campus	277	1					
548800	2000	Louisiana Technical College	309	1					
548800	2001	Louisiana Technical College	309	1					
548800	2002	Louisiana Technical College	362	1					
548800	2003	Louisiana Technical College	429	1					
548800	2004	Louisiana Technical College	470	1					
548800	2005	Louisiana Technical College	526	1					
548800	2006	Louisiana Technical College	464	1					
548800	2007	Louisiana Technical College	433	1					
548800	2008	Louisiana Technical College	462	1					
548800	2009	Louisiana Technical College	492	1					
548800	2010	Louisiana Technical College	685	1					
548900	2000	Louisiana Technical College - Alexandria Campus	192	1					
548900	2001	Louisiana Technical College - Alexandria Campus	192	1					
548900	2002	Louisiana Technical College - Alexandria Campus	224	1					
548900	2003	Louisiana Technical College - Alexandria Campus	266	1					
548900	2004	Louisiana Technical College - Alexandria Campus	291	1					
548900	2005	Louisiana Technical College - Alexandria Campus	326	1					
548900	2006	Louisiana Technical College - Alexandria Campus	287	1					
548900	2007	Louisiana Technical College - Alexandria Campus	268	1					
548900	2008	Louisiana Technical College - Alexandria Campus	286	1					
548900	2009	Louisiana Technical College - Alexandria Campus	305	1					
548900	2010	Louisiana Technical College - Alexandria Campus	424	1					
552600	2000	Louisiana Technical College - Young Memorial Campus	149	1					
552600	2001	Louisiana Technical College - Young Memorial Campus	149	1					
552600	2002	Louisiana Technical College - Young Memorial Campus	175	1					
552600	2003	Louisiana Technical College - Young Memorial Campus	207	1					
552600	2004	Louisiana Technical College - Young Memorial Campus	227	1					
552600	2005	Louisiana Technical College - Young Memorial Campus	254	1					
552600	2006	Louisiana Technical College - Young Memorial Campus	224	1					
552600	2007	Louisiana Technical College - Young Memorial Campus	209	1					
552600	2008	Louisiana Technical College - Young Memorial Campus	223	1					
552600	2009	Louisiana Technical College - Young Memorial Campus	238	1					
552600	2010	Louisiana Technical College - Young Memorial Campus	331	1					
552700	2000	Louisiana Technical College - Westside Campus	0	1					
552700	2001	Louisiana Technical College - Westside Campus	0	1					
552700	2002	Louisiana Technical College - Westside Campus	0	1					
552700	2003	Louisiana Technical College - Westside Campus	0	1					
552700	2004	Louisiana Technical College - Westside Campus	0	1					
552700	2005	Louisiana Technical College - Westside Campus	0	1					
552700	2006	Louisiana Technical College - Westside Campus	0	1					
552700	2007	Louisiana Technical College - Westside Campus	0	1					
552700	2008	Louisiana Technical College - Westside Campus	0	1					
552700	2009	Louisiana Technical College - Westside Campus	0	1					
552700	2010	Louisiana Technical College - Westside Campus	0	1					
552800	2000	Louisiana Technical College - Teche Area Campus	147	1					
552800	2001	Louisiana Technical College - Teche Area Campus	147	1					
552800	2002	Louisiana Technical College - Teche Area Campus	172	1					
552800	2003	Louisiana Technical College - Teche Area Campus	205	1					
552800	2004	Louisiana Technical College - Teche Area Campus	224	1					
552800	2005	Louisiana Technical College - Teche Area Campus	251	1					
552800	2006	Louisiana Technical College - Teche Area Campus	221	1					
552800	2007	Louisiana Technical College - Teche Area Campus	207	1					
552800	2008	Louisiana Technical College - Teche Area Campus	220	1					
552800	2009	Louisiana Technical College - Teche Area Campus	235	1					
552800	2010	Louisiana Technical College - Teche Area Campus	327	1					
553800	1994	Jackson Area Voc-Tech Inst	259	1	12.3				
553800	1995	Jackson Area Voc-Tech Inst	248	1	12.7				
553800	1996	Jackson Area Voc-Tech Inst	212	1	15.2				
553800	1997	Jackson Area Voc-Tech Inst	196	1	16.3				
553800	1998	Jackson Area Voc-Tech Inst	199	1	10.5				
553800	1999	Jackson Area Voc-Tech Inst	214	1	10.1				
553800	2000	Jackson Area Voc-Tech Inst	171	1	6.2				
553800	2001	Jackson Area Voc-Tech Inst	195	1	3.7				
553800	2002	Jackson Area Voc-Tech Inst	208	1	4.9				
553800	2003	Jackson Area Voc-Tech Inst	215	1	3.5				
553800	2004	Jackson Area Voc-Tech Inst	225	1	3.5				
553800	2005	Jackson Area Voc-Tech Inst	226	1	3.3				
553800	2006	Jackson Area Voc-Tech Inst	241	1	3.9				
553800	2007	Jackson Area Voc-Tech Inst	235	1	5.7				
553800	2008	Jackson Area Voc-Tech Inst	248	1	3.7				
553800	2009	Jackson Area Voc-Tech Inst	256	1	6.3				
553800	2010	Jackson Area Voc-Tech Inst	343	1	6.5				
554000	1992	Range Technical College			14.5				
554000	1993	Eveleth Area Voc-Tech Inst	239	1	19				
554000	1994	Eveleth Area Voc-Tech Inst	212	1	19.9				
554000	1995	Eveleth Area Voc-Tech Inst	190	1	15.8				
554000	1996	Eveleth Area Voc-Tech Inst	177	1	20.3				
554000	1997	Eveleth Area Voc-Tech Inst	167	1	13.3				
554000	1998	Eveleth Area Voc-Tech Inst	185	1	8.6				
554000	1999	Eveleth Area Voc-Tech Inst	183	1	11.1				
554000	2000	Eveleth Area Voc-Tech Inst	165	1	10.6				
554000	2001	Eveleth Area Voc-Tech Inst	167	1	6.6				
554000	2002	Eveleth Area Voc-Tech Inst	197	1	9.1				
554000	2003	Eveleth Area Voc-Tech Inst	235	1	9.1				
554000	2004	Eveleth Area Voc-Tech Inst	59	1	9.8				
554000	2005	Eveleth Area Voc-Tech Inst	49	1	12.5				
554000	2006	Eveleth Area Voc-Tech Inst	55	1	8.5				
554000	2007	Eveleth Area Voc-Tech Inst	49	1	6.7				
554000	2008	Eveleth Area Voc-Tech Inst	50	1	8.1				
554000	2009	Eveleth Area Voc-Tech Inst	55	1	6.8				
554000	2010	Eveleth Area Voc-Tech Inst	60	1	11.5				
554100	1997	NorthwestTechnical College	464	1					
554100	1998	NorthwestTechnical College	423	1					
554100	1999	NorthwestTechnical College	444	1					
554100	2000	MinnesotaStateCommunity AndTechnical College	428	1					
554100	2001	MinnesotaStateCommunity AndTechnical College	438	1					
554100	2002	MinnesotaStateCommunity AndTechnical College	493	1					
554100	2003	MinnesotaStateCommunity AndTechnical College	504	1					
554100	2004	MinnesotaStateCommunity AndTechnical College	539	1					
554100	2005	MinnesotaStateCommunity AndTechnical College	393	1					
554100	2006	MinnesotaStateCommunity AndTechnical College	387	1					
554100	2007	MinnesotaStateCommunity AndTechnical College	391	1					
554100	2008	MinnesotaStateCommunity AndTechnical College	412	1					
554100	2009	MinnesotaStateCommunity AndTechnical College	411	1					
554100	2010	MinnesotaStateCommunity AndTechnical College	546	1					
554100	2011	MinnesotaStateCommunity AndTechnical College	645	1					
554100	2012	MinnesotaStateCommunity AndTechnical College	620	1					
554200	1995	Brainerd Staples Regional Tech			12.8	497	73	1	1
554200	1996	Brainerd Area Voc-Tech Inst	414	1	17	506	99	1	1
554200	1997	Brainerd Area Voc-Tech Inst	375	1	16.2	691	129	1	1
554200	1998	Brainerd Area Voc-Tech Inst	362	1	13.5	556	86	1	1
554200	1999	Brainerd Area Voc-Tech Inst	326	1	9.8	548	61	1	1
554200	2000	Brainerd Area Voc-Tech Inst	310	1	8	650	60	1	1
554200	2001	Brainerd Area Voc-Tech Inst	337	1	5.1	478	29	1	1
554200	2002	Brainerd Area Voc-Tech Inst	373	1	6.2	364	26	1	1
554200	2003	Brainerd Area Voc-Tech Inst	400	1	6.6	390	30	1	1
554200	2004	Brainerd Area Voc-Tech Inst	402	1	6.3	382	28	1	1
554200	2005	Brainerd Area Voc-Tech Inst	385	1	5	425	25	1	1
554200	2006	Brainerd Area Voc-Tech Inst	354	1	6.2	461	33	1	1
554200	2007	Brainerd Area Voc-Tech Inst	356	1	6.6	519	40	1	1
554200	2008	Brainerd Area Voc-Tech Inst	386	1	5.3	544	34	1	1
554200	2009	Brainerd Area Voc-Tech Inst	467	1	6.4				
554200	2010	Brainerd Area Voc-Tech Inst	640	1	6.9				
554300	1992	Minnesota Riverland Technical	435	1	14.4				
554300	1993	Minnesota Riverland Technical	470	1	12.7				
554300	1994	Minnesota Riverland Technical	461	1	11.1				
554300	1995	Minnesota Riverland Technical	431	1	10.2				
554300	1996	Minnesota Riverland Technical	360	1	14.3	758	85	1	1
554300	1997	Austin Area Voc-Tech Inst	164	1	13.9	756	82	1	1
554300	1998	Austin Area Voc-Tech Inst	149	1	12.5	666	65	1	1
554300	1999	Austin Area Voc-Tech Inst	137	1	8.6	633	43	1	1
554300	2000	Austin Area Voc-Tech Inst	113	1	7.7	664	40	1	1
554300	2001	Austin Area Voc-Tech Inst	122	1	5.7	635	29	1	1
554300	2002	Austin Area Voc-Tech Inst	144	1	4.8	609	23	1	1
554300	2003	Austin Area Voc-Tech Inst	166	1	5.3	459	19	1	1
554300	2004	Austin Area Voc-Tech Inst	179	1	4.8	470	18	1	1
554300	2005	Austin Area Voc-Tech Inst	167	1	4.3	493	17	1	1
554300	2006	Austin Area Voc-Tech Inst	154	1	6.5	587	30	1	1
554300	2007	Austin Area Voc-Tech Inst	148	1	5.3	670	28	1	1
554300	2008	Austin Area Voc-Tech Inst	153	1	7.2	724	41	1	1
554300	2009	Austin Area Voc-Tech Inst	158	1	5.9				
554300	2010	Austin Area Voc-Tech Inst	227	1	7.7				
559700	1988	Boulder Valley Voc Tech Center							
559700	1993	Boulder Valley Voc Tech Center			19.6				
559700	1994	Boulder Valley Voc Tech Center			11				
559700	1995	Boulder Valley Voc Tech Center			10.8	111	9	1	1
559700	1996	Boulder Valley Voc Tech Center	374	1	13.9	107	11	1	1
559700	1997	Boulder Valley Voc Tech Center	389	1	12.9	121	11	1	1
559700	1998	Boulder Valley Voc Tech Center	400	1	9.3	149	10	1	1
559700	1999	Boulder Valley Voc Tech Center	416	1	8.1	185	11	1	1
559700	2000	Boulder Valley Voc Tech Center	415	1	7.8	171	10	1	1
559700	2001	Boulder Valley Voc Tech Center	418	1	6.4	177	8	1	1
559700	2002	Boulder Valley Voc Tech Center	488	1	5.5	177	7	1	1
559700	2003	Boulder Valley Voc Tech Center	589	1	4.3	176	6	1	1
559700	2004	Boulder Valley Voc Tech Center	680	1	6	170	7	1	1
559700	2005	Boulder Valley Voc Tech Center	708	1	5.5	193	8	1	1
559700	2006	Boulder Valley Voc Tech Center	681	1	6.6	265	13	1	1
559700	2007	Boulder Valley Voc Tech Center	598	1	9.1	327	21	1	1
559700	2008	Boulder Valley Voc Tech Center	673	1	7.8	386	22	1	1
559700	2009	Boulder Valley Voc Tech Center	756	1	10.1				
559700	2010	Boulder Valley Voc Tech Center	1228	1	11.3				
561400	2003	West Georgia Technical College	700	1					
561400	2004	West Georgia Technical College	764	1					
561400	2005	West Georgia Technical College	719	1					
561400	2006	West Georgia Technical College	693	1					
561400	2007	West Georgia Technical College	926	1					
561400	2008	West Georgia Technical College	834	1					
561400	2009	West Georgia Technical College	1132	1					
561400	2010	West Georgia Technical College	1698	1					
561600	2003	Swainsboro Technical College	581	1					
561600	2004	Swainsboro Technical College	606	1					
561600	2005	Swainsboro Technical College	524	1					
561600	2006	Swainsboro Technical College	454	1					
561600	2008	Swainsboro Technical College	499	1					
561600	2009	Swainsboro Technical College	588	1					
561600	2010	Swainsboro Technical College	850	1					
562000	2003	Chattahoochee Technical College	1216	1					
562000	2004	Chattahoochee Technical College	1360	1					
562000	2005	Chattahoochee Technical College	1499	1					
